x1 x2 x3 x4 x5 x6 x7 x8 y1  
331 0 0 192 0 1025 821 28 31.743
165 0.02 143.57 163.81 0 1005.6 900.9 100 37.956
480 0 0 192 0 936 721 90 54.276
295.8 0 0 185.7 0 1091.4 769.3 7 14.844
229.68 0 118.16 195.23 6.13 1028.1 757.63 3 13.355
251.37 0 118.27 192.94 5.75 1043.6 754.3 28 33.274
251.37 0 118.27 188.45 5.75 1028.4 757.73 56 36.97
222.36 0 96.67 189.29 4.46 967.08 870.32 3 11.576
238.1 0 0 185.7 0 1118.8 789.3 28 17.576
333 0 0 192 0 931.2 842.6 28 31.967
160 128 122 182 6.4 824 879 28 39.397
296 0 0 192 0 1085 765 7 14.203
212.52 0 100.37 159.32 8.71 1007.8 903.59 56 42.548
212.07 0 121.62 180.31 5.69 1057.6 779.32 56 34.205
491 26 123 201 3.93 822 699 7 37.921
102 153 0 192 0 887 942 3 4.565
144 0 175 158 18 943 844 28 15.417
304 76 0 228 0 932 670 90 49.185
313.3 145 0 178.5 8 867.2 824 28 40.925
387 20 94 157 14.32 938 845 28 50.235
143.8 136.3 106.2 178.1 7.5 941.5 774.3 28 26.148
167 75.4 167 164.03 7.91 1007.3 770.1 14 32.902
305.3 203.5 0 203.5 0 965.4 631 90 54.599
213.5 0 174.24 154.61 11.66 1052.3 775.48 28 45.94
480 0 0 192 0 936 721 28 43.892
149.5 236 0 175.8 12.6 846.8 892.7 28 32.964
220.8 147.2 0 185.7 0 1055 744.3 28 25.745
166.09 0 163.27 176.46 4.49 1058.6 780.09 56 28.627
153.1 145 113 178.5 8 1001.9 688.7 28 25.56
249.1 0 98.75 158.11 12.8 987.76 889.01 14 28.682
388.6 97.1 0 157.9 12.1 852.1 925.7 91 57.599
168.88 42.22 124.25 158.33 10.83 1080.8 796.15 28 31.116
251.37 0 118.27 188.45 6.35 1028.4 757.73 56 36.639
192 288 0 192 0 929.8 716.1 3 12.788
250 0 95.69 191.84 5.33 948.9 857.2 28 27.221
136 162 126 172 10 923 764 28 29.068
229.97 0 118.31 195.47 4.63 1029.4 758.59 28 24.483
273 105 82 210 9 904 680 28 37.17
150.9 0 183.9 166.6 11.6 991.2 772.2 28 15.57
387 20 94 157 11.61 938 845 56 61.46
255 0 0 192 0 889.8 945 7 10.222
376 0 0 214.6 0 1003.5 762.36 3 16.279
277 0 0 191 0 968 856 28 25.966
480 0 0 192 0 936.2 712.2 90 54.316
362.6 189 0 164.9 11.6 944.7 755.8 7 55.896
322.2 0 115.6 196 10.4 817.9 813.4 28 31.179
236.9 91.7 71.5 246.9 6 852.9 695.4 28 28.63
379.5 151.2 0 153.9 15.9 1134.3 605 56 54.896
222.36 0 96.67 189.29 4.46 967.08 870.32 14 24.449
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 28 55.51
525 0 0 189 0 1125 613 180 61.922
342 38 0 228 0 932 670 270 55.064
425 106.3 0 153.5 16.5 852.1 887.1 91 65.197
531.3 0 0 141.8 28.2 852.1 893.7 91 59.198
277.19 97.82 24.46 160.7 11.19 1061.7 782.46 3 30.447
272.6 0 89.6 198.7 10.6 931.3 762.2 28 32.245
213.5 0 174.24 154.61 11.66 1052.3 775.48 14 33.702
313.8 0 112.6 169.9 10.1 925.3 782.9 28 38.461
155 184 143 194 9 880 699 28 28.986
349 0 0 192 0 1056 809 3 15.872
299.8 0 119.8 211.5 9.9 878.2 727.6 28 23.836
298.2 0 107 209.7 11.1 879.6 744.2 28 31.875
374.3 0 0 190.2 6.7 1013.2 730.4 28 39.056
149 139 109 193 6 892 780 28 23.69
229.97 0 118.31 195.47 4.63 1029.4 758.59 100 35.343
190.34 0 125.18 161.85 9.88 1088.1 802.59 56 38.562
139.6 209.4 0 192 0 1047 806.9 7 14.589
165 128.5 132.1 175.06 8.08 1005.8 746.6 56 53.724
158.6 148.9 116 175.1 15 953.3 719.7 28 27.681
339 0 0 185 0 1060 754 28 31.647
491 26 123 201 3.93 822 699 3 29.549
272.8 181.9 0 185.7 0 1012.4 714.3 7 19.765
275.07 0 121.35 159.48 9.9 1053.6 777.5 56 56.847
349 0 0 192 0 1056 809 90 40.658
236 157 0 192 0 972.6 749.1 7 20.416
198.6 132.4 0 192 0 978.4 825.5 180 41.72
480 0 0 192 0 936.2 712.2 3 24.405
500 0 0 151 9 1033 655 28 69.837
446 24 79 162 11.64 967 712 56 56.144
190 190 0 228 0 932 670 90 42.327
379.5 151.2 0 153.9 15.9 1134.3 605 7 47.098
313 0 113 178 8 1002 689 28 36.804
249.1 0 98.75 158.11 12.8 987.76 889.01 56 42.03
181.38 0 167.01 169.59 7.56 1055.6 777.8 14 21.601
167.35 129.9 128.62 175.46 7.79 1006.3 746.6 28 41.203
333 0 0 192 0 931.2 842.6 7 23.405
152.7 144.7 0 178.1 8 999.7 822.2 28 19.01
153.6 144.2 112.3 220.1 10.1 923.2 657.9 28 16.504
198.6 132.4 0 192 0 978.4 825.5 90 38.074
336 0 0 182 3 986 817 28 44.864
380 0 0 228 0 932 670 180 53.104
387 20 94 157 13.93 938 845 3 25.511
277 0 0 191 0 968 856 90 31.254
425 106.3 0 153.5 16.5 852.1 887.1 3 33.398
266 112 87 178 10 910 745 28 39.417
150.7 0 185.3 166.7 15.6 1074.5 678 28 13.461
425 106.3 0 153.5 16.5 852.1 887.1 56 64.301
173.54 50.05 173.53 164.77 6.47 1006.2 793.5 100 56.061
236 0 0 193 0 968 885 180 24.104
160 188 146 203 11 829 710 28 32.84
276.4 116 90.3 179.6 8.9 870.1 768.3 28 44.284
165 0 150 182 12 1023 729 28 18.03
310 0 0 192 0 970 850 180 37.328
132 206.5 160.9 178.9 5.5 866.9 735.6 28 33.307
