x1 x2 x3 x4 x5 x6 x7 x8 y1  
158.8 238.2 0 185.7 0 1040.6 734.3 7 9.6175
300 0 0 184 0 1075 795 7 15.575
339 0 0 197 0 968 781 3 13.224
287.3 120.5 93.9 187.6 9.2 904.4 695.9 28 43.798
297.16 0 117.54 174.8 9.52 1022.8 753.45 28 47.401
397 0 0 185.7 0 1040.6 734.3 7 25.448
261 100 78 201 9 864 761 28 32.398
277.05 0 97.39 160.6 11.83 973.9 875.61 100 55.641
144 15 195 176 6 1021 709 28 15.341
165 0.02 143.57 163.81 0 1005.6 900.9 3 14.396
173.81 93.37 159.9 172.34 9.73 1007.2 746.6 56 48.987
250.2 166.8 0 203.5 0 977.6 694.1 7 19.35
238 0 0 186 0 1119 789 7 12.052
151.8 178.1 138.7 167.5 18.3 944 694.6 28 36.35
393 0 0 192 0 940.6 785.6 28 39.605
366 187 0 191.3 6.6 824.3 756.9 28 65.909
252.31 0 98.75 146.25 14.17 987.76 889.01 3 21.781
313.3 0 113 178.5 8 1001.9 688.7 28 36.805
339 0 0 185 0 1069 754 7 21.16
295.71 0 95.64 171.54 8.87 955.14 859.2 100 52.042
284 120 0 168 7 970 794 28 40.934
252.1 97.1 75.6 193.8 8.3 835.5 821.4 28 33.4
323.7 282.8 0 183.8 10.3 942.7 659.9 3 28.296
333 17.5 163 167 17.9 996 652 28 47.277
231.75 0 121.62 173.96 6.72 1056.4 778.45 14 26.772
385 0 0 186 0 966 763 1 6.2673
251.81 0 99.94 146.14 12.35 1006 899.76 3 21.022
379.5 151.2 0 153.9 15.9 1134.3 605 28 52.2
296 0 0 186 0 1090 769 28 25.18
251.37 0 118.27 188.45 5.75 1028.4 757.73 3 17.223
312.7 0 0 178.1 8 999.7 822.2 28 25.104
222.36 0 96.67 189.29 4.46 967.08 870.32 56 29.448
387 20 94 157 13.93 938 845 56 47.967
190.34 0 125.18 166.61 9.88 1079 798.9 3 12.548
310 143 111 168 22 914 651 28 33.688
289 134 0 195 6 924 760 28 46.243
289 0 0 192 0 913.2 895.3 28 25.573
164.6 0 150.4 181.6 11.7 1023.3 728.9 28 18.034
427.5 47.5 0 228 0 932 594 7 35.076
323.7 282.8 0 183.8 10.3 942.7 659.9 56 80.2
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 28 45.705
385 0 0 186 0 966 763 28 31.35
322.5 148.6 0 185.8 8.5 951 709.5 28 52.426
145 0 179 202 8 824 869 28 10.535
250 0 95.69 191.84 5.33 948.9 857.2 3 8.4874
165 128.5 132.1 175.06 8.08 1005.8 746.6 28 46.388
148.1 0 136.6 158.1 16.1 1001.8 830.1 28 17.959
122.6 183.9 0 203.5 0 958.2 800.1 3 3.3198
157 236 0 192 0 935.4 781.2 28 33.664
500 0 0 200 0 1125 613 180 51.042
147.8 175.1 0 171.2 2.2 1000 828.5 28 26.923
375 93.8 0 126.6 23.4 852.1 992.6 3 28.999
427.5 47.5 0 228 0 932 594 90 41.543
214.9 53.8 121.89 155.63 9.61 1014.3 780.58 14 38.604
500 0 0 200 0 1125 613 270 55.158
152 178 139 168 18 944 695 28 36.349
277 116.8 91 190.6 7 946.5 665.6 28 43.578
148.1 0 182.1 181.4 15 838.9 884.3 28 15.526
213.76 98.06 24.52 181.74 6.65 1066 785.52 3 13.183
298 0 107 164 13 953 784 28 35.86
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 100 53.903
229.68 0 118.16 195.23 6.13 1028.1 757.63 100 40.858
333 0 0 192 0 931.2 842.6 3 15.616
218.85 0 124.13 158.49 11.33 1078.7 794.91 14 26.048
313.3 145 0 178.5 8 1001.9 688.7 28 41.053
475 0 0 228 0 932 594 7 38.604
194.68 0 100.52 165.62 7.48 1006.4 905.9 100 37.342
133 200 0 192 0 927.4 839.2 28 27.875
359 19 141 154 10.91 942 801 3 25.117
246.83 0 125.08 143.3 11.99 1086.8 800.89 56 60.322
295 0 0 185 0 1069 769 7 14.796
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 56 48.587
313.3 262.2 0 175.5 8.6 1046.9 611.8 7 42.796
342 38 0 228 0 932 670 90 50.459
182.04 45.21 121.97 170.21 8.19 1059.4 780.65 100 48.67
380 95 0 228 0 932 594 365 43.698
212 0 124.78 159 7.84 1085.4 799.54 100 47.815
393 0 0 192 0 940.6 785.6 7 27.742
166.8 250.2 0 203.5 0 975.6 692.6 28 33.948
349 0 0 192 0 1047 806.9 3 15.049
250 180 95 159 9.45 860 800 28 67.865
331 0 0 192 0 978 825 180 38.997
387 20 94 157 14.32 938 845 56 56.337
375 0 0 186 0 1038 758 7 26.062
228 342.1 0 185.7 0 955.8 674.3 7 21.917
213.74 0 174.74 154.79 10.16 1053.5 776.35 3 17.575
401.8 94.7 0 147.4 11.4 946.8 852.1 56 73.698
362.6 189 0 164.9 11.6 944.7 755.8 3 35.301
290.35 0 96.18 168.08 9.41 961.18 865 3 22.504
362.6 189 0 164.9 11.6 944.7 755.8 28 71.299
284 15 141 179 5.46 842 801 7 24.132
212 141.3 0 203.5 0 973.4 750 3 6.8086
500 0 0 200 0 1125 613 7 33.212
362.6 189 0 164.9 11.6 944.7 755.8 28 71.299
170.3 155.5 0 185.7 0 1026.6 724.3 28 25.726
290.35 0 96.18 168.08 9.41 961.18 865 28 34.736
252 0 0 186 0 1111 784 7 11.466
310 0 0 192 0 1012 830 90 35.763
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 14 30.385
298 137 107 201 6 878 655 28 53.524
375 0 0 186 0 1038 758 28 38.211
231.75 0 121.62 173.96 6.72 1056.4 778.45 28 33.729
173.81 93.37 159.9 172.34 9.73 1007.2 746.6 28 37.811
331 170 0 195 8 811 802 28 56.613
166.09 0 163.27 176.46 4.49 1058.6 780.09 3 10.763
304 140 0 214 6 895 722 28 33.419
154.8 183.4 0 193.3 9.1 1047.4 696.7 28 18.288
284 15 141 179 5.46 842 801 3 13.396
212.07 0 121.62 180.31 5.69 1057.6 779.32 100 39.61
143.7 170.2 132.6 191.6 8.5 814.1 805.3 28 29.871
239.6 359.4 0 185.7 0 941.6 664.3 28 39.435
213.74 0 174.74 154.79 10.16 1053.5 776.35 28 40.148
254 0 0 198 0 968 863 180 27.627
203.5 305.3 0 203.5 0 963.4 630 28 41.684
165 0.02 143.57 163.81 0 1005.6 900.9 56 36.563
485 0 0 146 0 1120 800 28 71.988
350 0 0 203 0 974 775 28 27.338
362.6 189 0 164.9 11.6 944.7 755.8 56 77.297
229.68 0 118.16 195.23 6.13 1028.1 757.63 28 24.538
425 106.3 0 151.4 18.6 936 803.7 56 64.9
281 0 0 185 0 1104 774 28 22.436
159 149 116 175 15 953 720 28 27.676
166.8 250.2 0 203.5 0 975.6 692.6 7 15.748
380 0 0 228 0 932 670 90 52.908
136 196 98 199 6 847 783 28 26.965
356 119 0 160 9.03 1061 657 28 58.998
531.3 0 0 141.8 28.2 852.1 893.7 7 46.898
167 75.4 167 164.03 7.91 1007.3 770.1 28 41.41
139.6 209.4 0 192 0 1047 806.9 28 28.237
313 0 0 178 8 1000 822 28 25.097
375 93.8 0 126.6 23.4 852.1 992.6 56 60.198
424 22 132 178 8.48 822 750 28 62.053
388.6 97.1 0 157.9 12.1 852.1 925.7 56 55.199
198.6 132.4 0 192 0 978.4 825.5 28 28.022
337.9 189 0 174.9 9.5 944.7 755.8 28 49.897
159 209 161 201 7 848 669 28 30.882
277.05 0 97.39 160.6 11.83 973.9 875.61 14 41.886
379.5 151.2 0 153.9 15.9 1134.3 605 91 56.496
286.3 200.9 0 144.7 11.2 1004.6 803.7 91 76.801
362.6 189 0 164.9 11.6 944.7 755.8 91 79.297
296 0 0 192 0 1085 765 90 29.392
225 0 0 181 0 1113 833 7 11.17
425 106.3 0 153.5 16.5 852.1 887.1 28 60.295
321.3 164.2 0 190.5 4.6 870 774 28 57.218
236 157 0 192 0 972.6 749.1 28 32.885
146 173 0 182 3 986 817 28 23.739
321.4 0 127.9 182.5 11.5 870.1 779.7 28 37.265
210.7 316.1 0 185.7 0 977 689.3 7 21.82
304.8 0 99.6 196 9.8 959.4 705.2 28 30.123
288.4 121 0 177.4 7 907.9 829.5 28 42.14
359 19 141 154 10.91 942 801 3 23.639
168.88 42.22 124.25 158.33 10.83 1080.8 796.15 14 23.511
359 19 141 154 10.91 942 801 7 35.754
133 200 0 192 0 927.4 839.2 7 13.664
213.76 98.06 24.52 181.74 6.65 1066 785.52 56 47.133
218.85 0 124.13 158.49 11.33 1078.7 794.91 100 46.229
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 100 49.994
168.88 42.22 124.25 158.33 10.83 1080.8 796.15 3 7.3981
302 0 0 203 0 974 817 28 21.753
425 106.3 0 153.5 16.5 852.1 887.1 91 65.197
250 0 95.69 191.84 5.33 948.9 857.2 14 24.656
145.7 172.6 0 181.9 3.4 985.8 816.8 28 23.744
213.5 0 174.24 159.21 11.66 1043.6 771.9 56 51.256
181.9 272.8 0 185.7 0 1012.4 714.3 28 27.935
520 0 0 175 5.2 870 805 28 51.021
540 0 0 173 0 1125 613 270 74.167
450.1 50 0 200 3 1124.4 613.2 28 39.376
303.6 139.9 0 213.5 6.2 895.5 722.5 28 33.42
190 190 0 228 0 932 670 270 50.655
500 0 0 200 0 1125 613 1 12.638
139.6 209.4 0 192 0 1047 806.9 90 39.358
186.2 124.1 0 185.7 0 1083.4 764.3 7 7.9959
297.16 0 117.54 174.8 9.52 1022.8 753.45 56 51.959
200 0 0 180 0 1125 845 28 12.245
172.38 13.61 172.37 156.76 4.14 1006.3 856.4 14 29.751
135 0 166 180 10 961 805 28 13.293
393 0 0 192 0 940.6 785.6 90 48.847
236 157 0 192 0 972.6 749.1 90 47.782
275 0 0 183 0 1088 808 7 14.203
480 0 0 192 0 936.2 712.2 28 43.942
522 0 0 146 0 896 896 28 74.987
108.3 162.4 0 203.5 0 938.2 849 28 20.594
218.85 0 124.13 158.49 11.33 1078.7 794.91 3 15.341
475 118.8 0 181.1 8.9 852.1 781.5 7 55.599
382.5 0 0 185.7 0 1047.8 739.3 7 24.065
307 0 0 193 0 968 812 3 12.542
157 214 152 200 9 819 704 28 33.053
144 136 106 178 7 941 774 28 26.145
491 26 123 210 3.93 882 699 3 25.609
155 0 143 193 9 877 868 28 9.7354
182.04 45.21 121.97 170.21 8.19 1059.4 780.65 14 21.505
167 75.4 167 164.03 7.91 1007.3 770.1 56 53.462
166.8 250.2 0 203.5 0 975.6 692.6 3 6.9023
198.6 132.4 0 192 0 978.4 825.5 7 14.638
250 0 95.69 191.84 5.33 948.9 857.2 100 41.162
374 189.2 0 170.1 10.1 926.1 756.7 91 64.9
334 17.6 158 189 15.3 967 633 28 44.326
190.34 0 125.18 161.85 9.88 1088.1 802.59 14 22.718
326 0 138 199 11 801 792 28 40.679
149 117.6 91.7 182.9 7.1 953.4 780.3 28 23.524
424 22 132 168 8.92 822 750 7 40.285
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 28 39.162
388.6 97.1 0 157.9 12.1 852.1 925.7 3 28.096
277.05 0 97.39 160.6 11.83 973.9 875.61 3 23.139
143 169 143 191 8 967 643 28 29.723
255 0 0 192 0 889.8 945 90 21.859
173.54 50.05 173.53 164.77 6.47 1006.2 793.5 14 33.005
190.34 0 125.18 166.61 9.88 1079 798.9 14 19.416
266 114 0 228 0 932 670 365 52.908
192 288 0 192 0 929.8 716.1 28 39.322
251.81 0 99.94 146.14 12.35 1006 899.76 14 33.357
350 0 0 186 0 1050 770 28 34.295
183.9 122.6 0 203.5 0 959.2 800 7 10.788
331 0 0 192 0 978 825 3 13.521
439 177 0 186 11.1 884.9 707.9 7 56.096
424 22 132 178 8.48 882 750 3 32.011
266 114 0 228 0 932 670 270 51.733
381.4 0 0 185.7 0 1104.6 784.3 7 14.541
212.57 0 100.39 159.35 10.37 1003.8 903.79 28 37.404
250 0 0 182 0 1100 820 7 12.735
133 200 0 192 0 927.4 839.2 3 6.8837
349 0 0 192 0 1047 806 3 14.989
313.3 262.2 0 175.5 8.6 1046.9 611.8 28 59.798
214.9 53.8 121.89 155.63 9.61 1014.3 780.58 28 52.2
295.71 0 95.64 171.54 8.87 955.14 859.2 3 22.946
157 236 0 192 0 935.4 781.2 7 16.889
200 133 0 192 0 965.4 806.2 28 30.44
296 0 0 192 0 1085 765 28 21.65
531.3 0 0 141.8 28.2 852.1 893.7 28 56.399
153 145 0 178 8 1000 822 28 19.009
332.5 142.5 0 228 0 932 594 90 37.722
288 121 0 177 7 908 829 28 42.134
233.81 0 94.58 197.89 4.567 947.04 852.16 100 34.557
213.74 0 174.74 154.79 10.16 1053.5 776.35 100 50.077
296 0 106.7 221.4 10.5 819.2 778.4 28 31.42
302 0 0 203 0 974 817 180 26.745
424 22 132 168 8.92 822 750 56 74.365
154 144 112 220 10 923 658 28 16.499
289 133.7 0 194.9 5.5 924.1 760.1 28 46.247
229.97 0 118.31 195.47 4.63 1029.4 758.59 3 10.032
212.07 0 121.62 180.31 5.69 1057.6 779.32 28 24.904
380 95 0 228 0 932 594 270 41.151
325.6 166.4 0 174 8.9 881.6 790 28 61.236
252 0 0 185 0 1111 784 7 13.714
362.6 189 0 164.9 11.6 944.7 755.8 56 77.297
332.5 142.5 0 228 0 932 594 7 30.276
183.9 122.6 0 203.5 0 959.2 800 3 4.9036
349 0 0 192 0 1056 809 120 40.858
401.8 94.7 0 147.4 11.4 946.8 852.1 91 75.498
238.05 0 94.11 186.66 7 949.91 847.01 100 44.299
500 0 0 200 0 1125 613 14 36.935
150 236.8 0 173.8 11.9 1069.3 674.8 28 37.432
362.6 189 0 164.9 11.6 944.7 755.8 7 55.896
254 0 0 198 0 968 863 90 26.945
255.5 170.3 0 185.7 0 1026.6 724.3 7 17.236
401.8 94.7 0 147.4 11.4 946.8 852.1 3 41.1
252.5 0 0 185.7 0 1111.6 784.3 7 11.484
135 105 193 196 6 965 643 28 21.912
194.68 0 100.52 170.17 7.48 998 901.8 3 12.176
194.68 0 100.52 170.17 7.48 998 901.8 14 24.283
314 0 113 170 10 925 783 28 38.459
237.5 237.5 0 228 0 932 594 365 38.995
251.37 0 118.27 192.94 5.75 1043.6 754.3 100 40.148
108.3 162.4 0 203.5 0 938.2 849 7 7.7235
145 0 134 181 11 979 812 28 13.197
425 106.3 0 151.4 18.6 936 803.7 28 61.798
222.36 0 96.67 189.29 4.46 967.08 870.32 100 40.714
425 106.3 0 153.5 16.5 852.1 887.1 56 64.301
214.9 53.8 121.89 155.63 9.61 1014.3 780.58 3 18.016
427.5 47.5 0 228 0 932 594 270 43.013
296 0 107 221 11 819 778 28 31.419
237.5 237.5 0 228 0 932 594 270 38.408
310 0 0 192 0 1012 830 28 27.827
491 26 123 210 3.93 882 699 56 59.59
135.7 203.5 0 185.7 0 1076.2 759.3 28 18.199
469 117.2 0 137.8 32.2 852.1 840.5 28 66.9
331 0 0 192 0 978 825 28 31.447
359 19 141 154 10.91 942 801 7 38.611
246.83 0 125.08 143.3 11.99 1086.8 800.89 28 52.504
233.81 0 94.58 197.89 4.567 947.04 852.16 28 22.835
203.5 305.3 0 203.5 0 963.4 630 90 51.864
325 0 0 184 0 1063 783 7 17.54
288 192 0 192 0 932 717.8 7 23.524
154 174 185 228 7 845 612 28 24.339
304 76 0 228 0 932 670 365 55.26
313 145 0 127 8 1000 822 28 44.519
305.3 203.5 0 203.5 0 965.4 631 3 14.144
246.83 0 125.08 143.3 11.99 1086.8 800.89 14 42.217
275.07 0 121.35 159.48 9.9 1053.6 777.5 100 58.605
194.68 0 100.52 165.62 7.48 1006.4 905.9 14 24.987
355 19 97 145 12.25 967 871 28 55.455
213.76 98.06 24.52 181.74 6.65 1066 785.52 28 40.231
190.68 0 125.4 162.14 7.77 1090 804.01 14 21.063
310 0 0 192 0 1012 830 3 11.852
322 149 0 186 8 951 709 28 52.421
153.1 145 113 178.5 8 867.2 824 28 26.233
148 175 0 171 2 1000 828 28 26.917
425 106.3 0 153.5 16.5 852.1 887.1 56 64.301
238.05 0 94.11 186.66 7 949.91 847.01 56 39.59
252 97 76 194 8 835 821 28 33.398
295 0 0 185 0 1069 769 28 25.18
307 0 0 193 0 968 812 90 32.922
304 76 0 228 0 932 670 28 47.814
385 0 0 186 0 966 763 7 23.222
141.3 212 0 203.5 0 971.8 748.5 3 4.8277
284 119.7 0 168.3 7.2 970.4 794.2 28 40.935
236 0 0 194 0 968 885 90 21.946
251.81 0 99.94 146.14 12.35 1006 899.76 28 33.943
277 0 0 191 0 968 856 14 21.263
475 118.8 0 181.1 8.9 852.1 781.5 3 37.797
238.2 158.8 0 185.7 0 1040.6 734.3 7 15.691
446 24 79 162 11.64 967 712 7 39.3
427.5 47.5 0 228 0 932 594 180 41.837
255 0 0 192 0 889.8 945 3 8.2041
300 0 120 212 10 878 728 28 23.835
439 177 0 186 11.1 884.9 707.9 28 65.997
238 0 0 185 0 1118 789 28 17.54
342 38 0 228 0 932 670 180 52.124
339 0 0 197 0 968 781 14 27.041
203.5 305.3 0 203.5 0 963.4 630 3 9.5617
190 190 0 228 0 932 670 180 46.932
385 0 0 186 0 966 763 3 14.7
222.36 0 96.67 189.29 4.46 967.08 870.32 28 24.89
139.6 209.4 0 192 0 1047 806.9 3 8.0634
366 187 0 191 7 824 757 28 65.907
194.68 0 100.52 170.17 7.48 998 901.8 56 43.389
156 178 187 221 7 854 614 28 29.413
160 250 0 168 12 1049 688 28 39.452
276 116 90 180 9 870 768 28 44.278
326 166 0 174 9 882 790 28 61.232
350 0 0 203 0 974 775 14 22.532
190.68 0 125.4 162.14 7.77 1090 804.01 3 15.044
155 0 143 193 9 1047 697 28 12.459
316.1 210.7 0 185.7 0 977 689.3 7 24.438
141.3 212 0 203.5 0 971.8 748.5 90 39.662
155.6 243.5 0 180.3 10.7 1022 697.7 28 37.363
157 236 0 192 0 935.4 781.2 3 9.6947
140 133 103 200 7 916 753 28 36.439
427.5 47.5 0 228 0 932 594 28 37.428
212.52 0 100.37 159.32 8.71 1007.8 903.59 14 26.31
153 145 113 178 8 1002 689 28 25.559
212 141.3 0 203.5 0 973.4 750 7 15.031
153 102 0 192 0 888 943.1 90 26.323
238.05 0 94.11 186.66 7 949.91 847.01 28 30.234
275 0 0 183 0 1088 808 28 24.497
194.68 0 100.52 165.62 7.48 1006.4 905.9 56 33.964
290.35 0 96.18 168.08 9.41 961.18 865 56 45.085
297.16 0 117.54 174.8 9.52 1022.8 753.45 14 36.99
528 0 0 185 6.86 920 720 28 56.834
164.2 0 200.1 181.2 12.6 849.3 846 28 15.091
451 0 0 165 11.25 1030 745 28 78.8
251.37 0 118.27 188.45 6.35 1028.4 757.73 14 24.428
298.1 0 107.5 163.6 12.8 953.2 784 28 35.866
266.2 112.3 87.5 177.9 10.4 909.7 744.5 28 39.421
166 259.7 0 183.2 12.7 858.8 826.8 28 37.917
359 19 141 154 10.91 942 801 56 68.751
251.37 0 118.27 188.45 5.75 1028.4 757.73 100 43.582
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 100 63.528
425 106.3 0 153.5 16.5 852.1 887.1 28 60.295
339 0 0 197 0 968 781 90 35.17
310 0 0 192 0 970 850 28 27.924
525 0 0 189 0 1125 613 28 55.944
144.8 0 133.6 180.8 11.1 979.5 811.5 28 13.202
362.6 189 0 164.9 11.6 944.7 755.8 56 77.297
255.3 98.8 77 188.6 6.5 919 749.3 28 33.799
439 177 0 186 11.1 884.9 707.9 56 71.699
397 0 0 186 0 1040 734 28 36.935
491 26 123 210 3.93 882 699 28 55.551
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 3 20.726
362.6 189 0 164.9 11.6 944.7 755.8 3 35.301
259.9 100.6 78.4 170.6 10.4 935.7 762.9 28 49.773
200 0 0 180 0 1125 845 7 7.8393
277.19 97.82 24.46 160.7 11.19 1061.7 782.46 14 47.712
387 20 94 157 14.32 938 845 3 22.753
356 0 142 193 11 801 778 28 40.865
382 0 0 186 0 1047 739 28 37.425
339 0 0 197 0 968 781 365 38.893
229.68 0 118.16 195.23 6.13 1028.1 757.63 56 31.35
531.3 0 0 141.8 28.2 852.1 893.7 56 58.799
290.2 193.5 0 185.7 0 998.2 704.3 28 33.043
190.34 0 125.18 166.61 9.88 1079 798.9 28 24.849
261.9 110.5 86.1 195.4 5 895.2 732.6 28 33.719
277 0 0 191 0 968 856 180 32.33
160.2 188 146.4 203.2 11.3 828.7 709.7 28 35.314
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 3 17.995
446 24 79 162 11.64 967 712 28 51.021
446 24 79 162 11.64 967 712 7 38.018
238 0 0 186 0 1119 789 28 17.54
149 118 92 183 7 953 780 28 23.518
342 38 0 228 0 932 670 365 56.142
139.9 132.6 103.3 200.3 7.4 916 753.4 28 36.444
212 0 124.78 159 7.84 1085.4 799.54 56 45.085
251.37 0 118.27 188.45 5.75 1028.4 757.73 14 29.93
158 0 195 220 11 898 713 28 8.5357
330.5 169.6 0 194.9 8.1 811 802.3 28 56.619
275.07 0 121.35 159.48 9.9 1053.6 777.5 3 23.801
186.2 124.1 0 185.7 0 1083.4 764.3 28 17.597
133.1 210.2 0 195.7 3.1 949.4 795.3 28 28.938
238.2 158.8 0 185.7 0 1040.6 734.3 28 26.914
313.3 262.2 0 175.5 8.6 1046.9 611.8 3 28.799
173.81 93.37 159.9 172.34 9.73 1007.2 746.6 3 15.817
148.5 139.4 108.6 192.7 6.1 892.4 780 28 23.697
250.2 166.8 0 203.5 0 977.6 694.1 3 9.7313
151.6 0 111.9 184.4 7.9 992 815.9 28 12.181
184 86 190 213 6 923 623 28 22.932
151 0 184 167 12 991 772 28 15.568
475 118.8 0 181.1 8.9 852.1 781.5 91 74.195
446 24 79 162 11.61 967 712 7 52.007
388.6 97.1 0 157.9 12.1 852.1 925.7 7 34.901
387 20 94 157 13.93 938 845 28 46.684
380 0 0 228 0 932 670 365 52.517
167 75.4 167 164.03 7.91 1007.3 770.1 100 56.813
233.81 0 94.58 197.89 4.567 947.04 852.16 14 22.139
153 239 0 200 6 1002 684 28 26.855
380 95 0 228 0 932 594 28 36.448
190.34 0 125.18 166.61 9.88 1079 798.9 56 31.716
349 0 0 192 0 1056 809 28 33.605
152 0 112 184 8 992 816 28 12.176
500.1 0 0 200 3 1124.4 613.2 28 44.133
250 0 95.69 187.42 5.53 956.86 861.17 56 38.328
382 0 0 185 0 1047 739 28 37.425
332.5 142.5 0 228 0 932 594 180 39.779
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 14 35.956
134.7 0 165.7 180.2 10 961 804.9 28 13.294
277.19 97.82 24.46 160.7 11.19 1061.7 782.46 56 66.824
172.38 13.61 172.37 156.76 4.14 1006.3 856.4 3 21.291
165 128.5 132.1 175.06 8.08 1005.8 746.6 14 33.088
173 116 0 192 0 946.8 856.8 3 6.941
212.07 0 121.62 180.31 5.69 1057.6 779.32 14 20.919
310 142.8 0 167.9 10 914.3 804 28 45.305
165 0.02 143.57 163.81 0 1005.6 900.9 28 26.2
249.1 0 98.75 158.11 12.8 987.76 889.01 100 51.056
424 22 132 168 8.92 822 750 28 72.099
337.9 189 0 174.9 9.5 944.7 755.8 91 67.796
446 24 79 162 11.61 967 712 3 35.363
152.6 238.7 0 200 6.3 1001.8 683.9 28 26.86
389.9 189 0 145.9 22 944.7 755.8 3 40.596
425 106.3 0 151.4 18.6 936 803.7 7 46.802
