x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 y1  
6.5 0.41 0.24 14 0.048 24 113 0.9982 3.44 0.53 9.8 6
6.3 0.27 0.25 5.8 0.038 52 155 0.995 3.28 0.38 9.4 6
9.2 0.23 0.3 1.1 0.031 40 99 0.9929 2.94 0.3 10.4 6
7.2 0.19 0.31 1.4 0.046 37 135 0.9939 3.34 0.57 10.2 7
6.2 0.38 0.42 2.5 0.038 34 117 0.99132 3.36 0.59 11.6 7
6.8 0.22 0.35 17.5 0.039 38 153 0.9994 3.24 0.42 9 6
7.4 0.25 0.37 13.5 0.06 52 192 0.9975 3 0.44 9.1 5
7.7 0.28 0.35 15.3 0.056 31 117 0.9998 3.27 0.5 9.6 5
6.4 0.35 0.35 5.6 0.034 9 148 0.99441 3.17 0.5 9.8 4
6.7 0.18 0.3 6.4 0.048 40 251 0.9956 3.29 0.52 10 5
5.3 0.31 0.38 10.5 0.031 53 140 0.99321 3.34 0.46 11.7 6
6.2 0.37 0.24 6.1 0.032 19 86 0.98934 3.04 0.26 13.4 8
5.7 0.385 0.04 12.6 0.034 22 115 0.9964 3.28 0.63 9.9 6
6.4 0.17 0.3 2.8 0.034 33 125 0.99152 3.03 0.49 10.4 6
7.4 0.44 0.2 11.5 0.049 44 157 0.998 3.27 0.44 9 5
6.5 0.24 0.36 2.2 0.027 36 134 0.9898 3.28 0.36 12.5 7
6 0.4 0.3 1.6 0.047 30 117 0.9931 3.17 0.48 10.1 6
7.1 0.34 0.32 2 0.051 29 130 0.99354 3.3 0.5 10.4 6
6.2 0.255 0.27 1.3 0.037 30 86 0.98834 3.05 0.59 12.9 7
7.1 0.37 0.32 1.4 0.037 27 126 0.9918 3.19 0.62 12 5
7.4 0.29 0.29 1.6 0.045 53 180 0.9936 3.34 0.68 10.5 6
6.5 0.29 0.25 10.6 0.039 32 120 0.9962 3.31 0.34 10.1 6
8.3 0.33 0.42 1.15 0.033 18 96 0.9911 3.2 0.32 12.4 3
7.6 0.27 0.52 3.2 0.043 28 152 0.99129 3.02 0.53 11.4 6
6.3 0.27 0.37 7.9 0.047 58 215 0.99542 3.19 0.48 9.5 6
4.4 0.46 0.1 2.8 0.024 31 111 0.98816 3.48 0.34 13.1 6
6.6 0.21 0.39 2.3 0.041 31 102 0.99221 3.22 0.58 10.9 7
6.1 0.23 0.45 10.6 0.094 49 169 0.99699 3.05 0.54 8.8 5
6.9 0.45 0.27 4.7 0.035 17 80 0.99058 3.12 0.36 12.5 7
7.6 0.345 0.26 1.9 0.043 15 134 0.9936 3.08 0.38 9.5 5
8.1 0.3 0.49 8.1 0.037 26 174 0.9943 3.1 0.3 11.2 7
7.2 0.23 0.33 12.7 0.049 50 183 0.9987 3.41 0.4 9.8 5
6 0.17 0.33 6 0.036 30 111 0.99362 3.32 0.58 10.15 7
7 0.13 0.3 5 0.056 31 122 0.9945 3.47 0.42 10.5 6
7.7 0.24 0.29 15.3 0.044 39 194 0.9982 3.06 0.47 9.6 7
6.9 0.18 0.38 6.5 0.039 20 110 0.9943 3.1 0.42 10.5 5
6.1 0.38 0.14 3.9 0.06 27 113 0.99344 3.07 0.34 9.2 4
6.4 0.24 0.26 8.2 0.054 47 182 0.99538 3.12 0.5 9.5 5
6.8 0.18 0.32 7.2 0.047 17 109 0.99498 3.42 0.44 10.4 6
6.3 0.18 0.36 1.2 0.034 26 111 0.99074 3.16 0.51 11 6
5.3 0.3 0.16 4.2 0.029 37 100 0.9905 3.3 0.36 11.8 8
7.3 0.19 0.27 1.6 0.027 35 136 0.99248 3.38 0.54 11 7
6.9 0.44 0.27 5 0.038 33 166 0.99124 3.2 0.42 12.2 6
7.7 0.43 0.28 4.5 0.046 33 102 0.9918 3.16 0.56 12.2 7
6.8 0.12 0.3 12.9 0.049 32 88 0.99654 3.2 0.35 9.9 6
6.7 0.26 0.39 1.1 0.04 45 147 0.9935 3.32 0.58 9.6 8
7.3 0.25 0.36 2.1 0.034 30 177 0.99085 3.25 0.4 11.9 8
6.8 0.22 0.35 17.5 0.039 38 153 0.9994 3.24 0.42 9 6
5.8 0.3 0.38 4.9 0.039 22 86 0.98963 3.23 0.58 13.1 7
8.3 0.14 0.26 1.5 0.049 56 189 0.9946 3.21 0.62 9.5 6
6.8 0.39 0.34 7.4 0.02 38 133 0.99212 3.18 0.44 12 7
6.9 0.31 0.34 1.6 0.032 23 128 0.9917 3.37 0.47 11.7 6
5.8 0.3 0.12 1.6 0.036 57 163 0.99239 3.38 0.59 10.5 6
5.8 0.28 0.3 3.9 0.026 36 105 0.98963 3.26 0.58 12.75 6
5.8 0.31 0.32 4.5 0.024 28 94 0.98906 3.25 0.52 13.7 7
7.9 0.34 0.44 6.5 0.027 47 126 0.99124 2.96 0.37 12.5 6
5.7 0.22 0.22 16.65 0.044 39 110 0.99855 3.24 0.48 9 6
7.8 0.25 0.37 1 0.043 10 80 0.99128 3.08 0.38 11.4 5
6.4 0.37 0.2 5.6 0.117 61 183 0.99459 3.24 0.43 9.5 5
6.9 0.26 0.29 4.2 0.043 33 114 0.9902 3.16 0.31 12.5 6
6.8 0.21 0.27 18.15 0.042 41 146 1.0001 3.3 0.36 8.7 5
7.8 0.39 0.26 9.9 0.059 33 181 0.9955 3.04 0.42 10.9 6
7.6 0.26 0.58 7.9 0.041 62 180 0.9966 3.07 0.38 9 5
7 0.16 0.3 2.6 0.043 34 90 0.99047 2.88 0.47 11.2 6
7.9 0.44 0.37 5.85 0.033 27 93 0.992 3.16 0.54 12.6 7
6.7 0.3 0.44 18.5 0.057 65 224 0.99956 3.11 0.53 9.1 5
6.8 0.25 0.28 5 0.035 42 126 0.99048 3.12 0.38 12.6 7
6.8 0.63 0.04 1.3 0.058 25 133 0.99271 3.17 0.39 10.2 4
6.5 0.17 0.31 1.5 0.041 34 121 0.99092 3.06 0.46 10.5 6
7.3 0.42 0.38 6.8 0.045 29 122 0.9925 3.19 0.37 12.6 7
6 0.29 0.41 10.8 0.048 55 149 0.9937 3.09 0.59 10.967 7
7.4 0.26 0.43 6 0.022 22 125 0.9928 3.13 0.55 11.5 6
6.8 0.3 0.24 6.6 0.123 35 116 0.9953 3.07 0.48 9.4 5
6.1 0.27 0.32 6.2 0.048 47 161 0.99281 3.22 0.6 11 6
5.3 0.275 0.24 7.4 0.038 28 114 0.99313 3.38 0.51 11 6
5.8 0.275 0.3 5.4 0.043 41 149 0.9926 3.33 0.42 10.8 7
6 0.33 0.2 1.8 0.031 49 159 0.9919 3.41 0.53 11 6
8.3 0.14 0.34 1.1 0.042 7 47 0.9934 3.47 0.4 10.2 6
6.8 0.37 0.28 1.9 0.024 64 106 0.98993 3.45 0.6 12.6 8
7.2 0.37 0.4 11.6 0.032 34 214 0.9963 3.1 0.51 9.8 6
7.2 0.37 0.15 2 0.029 27 87 0.9903 3.3 0.59 12.6 7
6.2 0.16 0.32 1.1 0.036 74 184 0.99096 3.22 0.41 11 6
7.1 0.2 0.34 16 0.05 51 166 0.9985 3.21 0.6 9.2 6
6.7 0.24 0.3 3.85 0.042 105 179 0.99189 3.04 0.59 11.3 8
7.1 0.17 0.31 1.6 0.037 15 103 0.991 3.14 0.5 12 6
6 0.22 0.28 1.1 0.034 47 90 0.98862 3.22 0.38 12.6 6
6.7 0.31 0.3 2.1 0.038 18 130 0.9928 3.36 0.63 10.6 6
5.6 0.34 0.3 6.9 0.038 23 89 0.99266 3.25 0.49 11.1 6
6.6 0.38 0.36 9.2 0.061 42 214 0.9976 3.31 0.56 9.4 5
6.5 0.27 0.19 6.6 0.045 98 175 0.99364 3.16 0.34 10.1 6
7.3 0.4 0.28 6.5 0.037 26 97 0.99148 3.16 0.58 12.6 7
9.2 0.32 0.42 1.3 0.046 14 186 0.9949 3.08 0.48 9.6 5
6.2 0.35 0.04 1.2 0.06 23 108 0.9934 3.26 0.54 9.2 5
6.9 0.26 0.29 4.2 0.043 33 114 0.9902 3.16 0.31 12.5 6
5.8 0.28 0.28 4.2 0.044 52 158 0.992 3.35 0.44 10.7 7
7.4 0.31 0.26 8.6 0.048 47 206 0.9964 3.26 0.36 9.1 5
6.1 0.19 0.37 2.6 0.041 24 99 0.99153 3.18 0.5 10.9 6
7 0.16 0.32 8.3 0.045 38 126 0.9958 3.21 0.34 9.2 5
5.9 0.44 0.36 2.5 0.03 12 73 0.99201 3.22 0.48 10.8 6
6.4 0.24 0.5 11.6 0.047 60 211 0.9966 3.18 0.57 9.3 5
6.7 0.31 0.33 2 0.033 12 74 0.99064 3.29 0.65 12.5 6
8.9 0.3 0.35 4.6 0.032 32 148 0.99458 3.15 0.45 11.5 7
7.5 0.24 0.62 10.6 0.045 51 153 0.99779 3.16 0.44 8.8 5
7.5 0.33 0.39 12.4 0.065 29 119 0.9974 3.16 0.39 9.4 5
7.3 0.27 0.37 9.7 0.042 36 130 0.9979 3.48 0.75 9.9 6
6.1 0.28 0.24 19.95 0.074 32 174 0.99922 3.19 0.44 9.3 6
6.9 0.38 0.29 13.65 0.048 52 189 0.99784 3 0.6 9.5 6
7.6 0.38 0.28 4.2 0.029 7 112 0.9906 3 0.41 12.6 6
6.4 0.69 0.09 7.6 0.044 34 144 0.9948 3.26 0.38 10.1 6
7.4 0.23 0.43 1.4 0.044 22 113 0.9938 3.22 0.62 10.6 6
6.7 0.25 0.26 13.5 0.06 50 156 0.99784 3.39 0.46 9.9 6
7.7 0.27 0.61 12 0.046 64 179 0.9982 3.07 0.46 8.9 5
6.6 0.23 0.18 8.5 0.044 59 188 0.99558 3.16 0.49 9.5 5
7 0.16 0.73 1 0.138 58 150 0.9936 3.08 0.3 9.2 5
6.3 0.41 0.16 0.9 0.032 25 98 0.99274 3.16 0.42 9.5 5
5.4 0.415 0.19 1.6 0.039 27 88 0.99265 3.54 0.41 10 7
6.9 0.28 0.28 12.2 0.042 52 139 0.99522 3.03 0.56 10.4 6
7.3 0.26 0.31 1.6 0.04 39 173 0.9918 3.19 0.51 11.4 6
5.9 0.33 0.32 8.1 0.038 9 34 0.9911 3.22 0.36 12.7 7
7.4 0.29 0.5 1.8 0.042 35 127 0.9937 3.45 0.5 10.2 7
6.5 0.19 0.32 1.4 0.04 31 132 0.9922 3.36 0.54 10.8 7
5.9 0.29 0.32 1.4 0.022 17 47 0.9899 3.35 0.35 11.5 6
7.4 0.41 0.66 10.8 0.051 77 194 0.9976 3.05 0.46 8.7 5
7.4 0.33 0.26 15.6 0.049 67 210 0.99907 3.06 0.68 9.5 5
6.1 0.28 0.32 2.5 0.042 23 218.5 0.9935 3.27 0.6 9.8 5
7.4 0.32 0.55 16.6 0.056 53 238 1.0017 2.96 0.58 8.7 6
6.4 0.24 0.32 14.9 0.047 54 162 0.9968 3.28 0.5 10.2 6
6 0.24 0.27 1.9 0.048 40 170 0.9938 3.64 0.54 10 7
7.4 0.2 0.37 16.95 0.048 43 190 0.9995 3.03 0.42 9.2 6
5.2 0.3 0.34 1.5 0.038 18 96 0.98942 3.56 0.48 13 8
6.3 0.18 0.22 1.5 0.043 45 155 0.99238 3.19 0.48 10.2 5
6.4 0.26 0.35 7.7 0.056 45 191 0.99527 3.16 0.5 9.5 5
5.9 0.415 0.13 1.4 0.04 11 64 0.9922 3.29 0.52 10.5 5
7.2 0.28 0.54 16.7 0.045 54 200 0.999 3.08 0.49 9.5 6
6.1 0.28 0.25 6.9 0.056 44 201 0.9955 3.19 0.4 9.1 6
6.3 0.19 0.33 10.1 0.063 63 133 0.99561 2.86 0.41 9.1 5
8.2 0.3 0.44 12.4 0.043 52 154 0.99452 3.04 0.33 12 6
7.9 0.28 0.41 2 0.044 50 152 0.9934 3.45 0.49 10.7 8
6.6 0.14 0.44 1.6 0.042 47 140 0.993 3.32 0.51 10.2 6
5.7 0.23 0.25 7.95 0.042 16 108 0.99486 3.44 0.61 10.3 6
6.9 0.4 0.17 12.9 0.033 59 186 0.99754 3.08 0.49 9.4 5
5.8 0.15 0.49 1.1 0.048 21 98 0.9929 3.19 0.48 9.2 5
6.8 0.26 0.24 7.8 0.052 54 214 0.9961 3.13 0.47 8.9 5
7.4 0.26 0.31 7.6 0.047 52 177 0.9962 3.13 0.45 8.9 6
7 0.24 0.51 11 0.029 55 227 0.9965 3.03 0.61 9.5 5
7.1 0.13 0.38 1.8 0.046 14 114 0.9925 3.32 0.9 11.7 6
5.9 0.3 0.47 7.85 0.03 19 133 0.9933 3.52 0.43 11.5 7
5.9 0.23 0.3 12.9 0.054 57 170 0.9972 3.28 0.39 9.4 5
7.7 0.44 0.24 11.2 0.031 41 167 0.9948 3.12 0.43 11.3 7
7.6 0.31 0.29 10.5 0.04 21 145 0.9966 3.04 0.35 9.4 5
6.3 0.3 0.19 7.7 0.049 47 184 0.99514 3.22 0.48 9.5 5
7.5 0.21 0.68 10.9 0.045 38 133 0.9978 3 0.36 8.7 5
7.5 0.17 0.34 1.4 0.035 13 102 0.9918 3.05 0.74 11 5
7.3 0.25 0.36 13.1 0.05 35 200 0.9986 3.04 0.46 8.9 7
6.9 0.2 0.36 1.5 0.031 38 147 0.9931 3.35 0.56 11 6
7.1 0.16 0.36 10.7 0.044 20 90 0.9959 3.16 0.44 10.9 7
7.2 0.34 0.34 12.6 0.048 7 41 0.9942 3.19 0.4 11.7 5
7.8 0.26 0.31 3.6 0.025 22 100 0.99066 2.99 0.47 12.1 7
6.5 0.35 0.28 12.4 0.051 86 213 0.9962 3.16 0.51 9.9 6
6.4 0.21 0.21 5.1 0.097 21 105 0.9939 3.07 0.46 9.6 5
6.5 0.18 0.31 1.7 0.044 30 127 0.9928 3.49 0.5 10.2 7
8.3 0.49 0.23 6.65 0.034 6 158 0.99344 3.05 0.48 11.2 5
6.5 0.28 0.34 4.6 0.054 22 130 0.99193 3.2 0.46 12 7
5.1 0.52 0.06 2.7 0.052 30 79 0.9932 3.32 0.43 9.3 5
6.3 0.29 0.29 3.3 0.037 32 140 0.9895 3.17 0.36 12.8 7
6 0.26 0.32 3.5 0.028 29 113 0.9912 3.4 0.71 12.3 7
8.8 0.33 0.44 6.35 0.024 9 87 0.9917 2.96 0.4 12.6 7
7 0.47 0.07 1.1 0.035 17 151 0.991 3.02 0.34 10.5 5
7.5 0.22 0.32 2.4 0.045 29 100 0.99135 3.08 0.6 11.3 7
5.5 0.29 0.3 1.1 0.022 20 110 0.98869 3.34 0.38 12.8 7
5.8 0.28 0.27 2.6 0.054 30 156 0.9914 3.53 0.42 12.4 5
9.1 0.28 0.49 2 0.059 10 112 0.9958 3.15 0.46 10.1 5
6.3 0.2 0.19 12.3 0.048 54 145 0.99668 3.16 0.42 9.3 6
8.4 0.58 0.27 12.15 0.033 37 116 0.9959 2.99 0.39 10.8 6
6.7 0.25 0.13 1.2 0.041 81 174 0.992 3.14 0.42 9.8 5
6 0.29 0.27 2.3 0.044 20 117 0.9895 3.31 0.41 12.7 7
9.5 0.42 0.41 2.3 0.034 22 145 0.9951 3.06 0.52 11 6
7.8 0.31 0.4 1.6 0.027 20 87 0.9911 3.15 0.48 11.9 6
6 0.22 0.25 11.1 0.056 112 177 0.9961 3.08 0.36 9.4 6
6.6 0.32 0.24 1.3 0.06 42.5 204 0.99512 3.59 0.51 9.2 5
8.4 0.18 0.42 5.1 0.036 7 77 0.9939 3.16 0.52 11.7 5
8.8 0.19 0.3 5 0.028 34 120 0.99242 2.94 0.47 11.2 5
6.6 0.23 0.3 14.9 0.051 33 118 0.99835 3.04 0.54 9 6
6.7 0.21 0.34 1.5 0.035 45 123 0.98949 3.24 0.36 12.6 7
6.2 0.35 0.2 18.1 0.069 33 158 0.99908 3.15 0.5 8.8 6
6.6 0.27 0.31 5.3 0.137 35 163 0.9951 3.2 0.38 9.3 5
6 0.32 0.46 1.5 0.05 56 189 0.99308 3.24 0.49 9.6 5
7.8 0.27 0.35 1.2 0.05 36 140 0.99138 3.09 0.45 11.2 5
6.6 0.24 0.3 13 0.052 18 143 0.99825 3.37 0.49 9.4 6
6.4 0.28 0.41 6.8 0.045 61 216 0.9952 3.09 0.46 9.4 5
3.8 0.31 0.02 11.1 0.036 20 114 0.99248 3.75 0.44 12.4 6
5.8 0.28 0.66 9.1 0.039 26 159 0.9965 3.66 0.55 10.8 5
6.8 0.25 0.31 13.3 0.05 69 202 0.9972 3.22 0.48 9.7 6
6.7 0.54 0.27 7.1 0.049 8 178 0.99502 3.16 0.38 9.4 4
7.1 0.35 0.27 3.1 0.034 28 134 0.9897 3.26 0.38 13.1 7
9 0.31 0.49 6.9 0.034 26 91 0.9937 2.99 0.34 11.5 5
7.2 0.28 0.26 12.5 0.046 48 179 0.9975 3.1 0.52 9 6
6.3 0.29 0.28 4.7 0.059 28 81 0.99036 3.24 0.56 12.7 8
6.2 0.29 0.23 12.4 0.048 33 201 0.99612 3.11 0.56 9.9 6
6.6 0.31 0.28 1.4 0.035 28 107 0.98836 3 0.4 13.2 6
7.1 0.44 0.37 2.7 0.041 35 128 0.9896 3.07 0.43 13.5 7
6.6 0.2 0.38 7.9 0.052 30 145 0.9947 3.32 0.56 11 7
6.4 0.68 0.26 3.4 0.069 25 146 0.99347 3.18 0.4 9.3 5
6.6 0.18 0.28 1.7 0.041 53 161 0.99207 3.13 0.45 10.2 6
7.4 0.25 0.37 2.6 0.05 24 132 0.99138 3.04 0.53 11.2 6
8 0.22 0.42 14.6 0.044 45 163 1.0003 3.21 0.69 8.6 7
6.2 0.35 0.03 1.2 0.064 29 120 0.9934 3.22 0.54 9.1 5
5.9 0.14 0.25 4.5 0.027 34 140 0.9934 3.49 0.51 10.8 6
6.8 0.16 0.4 2.3 0.037 18 102 0.9923 3.49 0.42 11.4 7
6.9 0.24 0.37 6.1 0.027 38 112 0.99086 3.19 0.34 12.4 6
11.8 0.23 0.38 11.1 0.034 15 123 0.9997 2.93 0.55 9.7 3
7.6 0.31 0.27 5.8 0.036 23 109 0.99399 3.34 0.54 11 6
7.4 0.25 0.49 1.1 0.042 35 156 0.9917 3.13 0.55 11.3 5
7.2 0.23 0.39 1.5 0.053 26 106 0.99166 3.18 0.47 11.1 6
6.5 0.24 0.19 1.2 0.041 30 111 0.99254 2.99 0.46 9.4 6
7.1 0.17 0.38 7.4 0.052 49 182 0.9958 3.35 0.52 9.6 6
6.8 0.18 0.37 1.5 0.027 37 93 0.992 3.3 0.45 10.8 6
7.3 0.22 0.4 14.75 0.042 44.5 129.5 0.9998 3.36 0.41 9.1 7
6.4 0.12 0.3 1.1 0.031 37 94 0.98986 3.01 0.56 11.7 6
8.5 0.25 0.27 4.7 0.031 31 92 0.9922 3.01 0.33 12 6
7.4 0.16 0.3 13.7 0.056 33 168 0.99825 2.9 0.44 8.7 7
6.6 0.27 0.29 5.3 0.045 57 189 0.9953 3.31 0.79 9.8 5
8.8 0.24 0.23 10.3 0.032 12 97 0.99571 3.13 0.4 10.7 6
6.2 0.26 0.29 2 0.036 16 87 0.99081 3.33 0.61 11.8 6
6.6 0.25 0.51 8 0.047 61 189 0.99604 3.22 0.49 9.2 5
6.2 0.36 0.22 5.25 0.038 44 145 0.99184 3.22 0.4 11.2 6
7.5 0.305 0.4 18.9 0.059 44 170 1 2.99 0.46 9 5
5.7 0.22 0.33 1.9 0.036 37 110 0.98945 3.26 0.58 12.4 6
6.7 0.13 0.28 1.2 0.046 35 140 0.9927 3.33 0.33 10.1 7
7.4 0.28 0.36 1.1 0.028 42 105 0.9893 2.99 0.39 12.4 7
6.7 0.4 0.22 8.8 0.052 24 113 0.99576 3.22 0.45 9.4 5
5.5 0.24 0.45 1.7 0.046 22 113 0.99224 3.22 0.48 10 5
6.8 0.31 0.25 10.5 0.043 30 165 0.9972 3.36 0.55 10.55 6
6.1 0.38 0.14 3.9 0.06 27 113 0.99344 3.07 0.34 9.2 4
5.7 0.14 0.3 5.4 0.045 26 105 0.99469 3.32 0.45 9.3 5
9.1 0.33 0.38 1.7 0.062 50.5 344 0.9958 3.1 0.7 9.5 5
7.6 0.31 0.23 12.7 0.054 20 139 0.99836 3.16 0.5 9.7 4
7.9 0.26 0.33 10.3 0.039 73 212 0.9969 2.93 0.49 9.5 6
7.5 0.18 0.45 4.6 0.041 67 158 0.9927 3.01 0.38 10.6 6
7.8 0.19 0.26 8.9 0.039 42 182 0.996 3.18 0.46 9.9 6
7.8 0.15 0.34 1.1 0.035 31 93 0.99096 3.07 0.72 11.3 7
6.8 0.22 0.31 1.4 0.053 34 114 0.9929 3.39 0.77 10.6 6
3.9 0.225 0.4 4.2 0.03 29 118 0.989 3.57 0.36 12.8 8
7.9 0.35 0.28 12.9 0.032 13 63 0.9932 2.99 0.43 13 6
7.1 0.32 0.32 11 0.038 16 66 0.9937 3.24 0.4 11.5 3
6.7 0.23 0.42 11.2 0.047 52 171 0.99758 3.54 0.74 10.4 5
6.2 0.17 0.28 4.7 0.037 39 133 0.9931 3.41 0.46 10.8 7
7.1 0.34 0.49 1.5 0.027 26 126 0.99 3.3 0.33 12.2 7
5.9 0.655 0 5.6 0.033 8 31 0.9936 3.32 0.51 10.5 4
7.4 0.36 0.32 1.9 0.036 27 119 0.99196 3.15 0.49 11.2 6
6.4 0.26 0.21 8.2 0.05 51 182 0.99542 3.23 0.48 9.5 5
6.5 0.25 0.45 7.8 0.048 52 188 0.99576 3.2 0.53 9.1 5
7.2 0.13 0.46 1.3 0.044 48 111 0.99127 2.97 0.45 11.1 5
8.6 0.31 0.3 0.9 0.045 16 109 0.99249 2.95 0.39 10.1 5
6.9 0.44 0.42 8.5 0.048 10 147 0.9974 3.32 0.46 9.5 6
6.4 0.13 0.28 0.9 0.045 32 87 0.99175 3.47 0.52 11.2 6
6.6 0.18 0.28 3.3 0.044 18 91 0.993 3.42 0.64 10.8 6
6.4 0.17 0.34 1.5 0.093 43 136 0.9938 3.25 0.49 9.6 6
7 0.2 0.74 0.8 0.044 19 163 0.9931 3.46 0.53 10.2 5
6.6 0.37 0.47 6.5 0.061 23 150 0.9954 3.14 0.45 9.6 6
6 0.26 0.42 5.2 0.027 70 178 0.9914 3.4 0.4 12.3 8
6.6 0.21 0.49 18.15 0.042 41 158 0.9997 3.28 0.39 8.7 6
6.5 0.315 0.2 6.6 0.041 9 126 0.99494 2.94 0.51 8.8 5
6.1 0.38 0.47 1.4 0.051 59 210 0.99309 3.24 0.5 9.6 5
7.6 0.17 0.45 11.2 0.054 56 137 0.997 3.15 0.47 10 5
6 0.2 0.26 1.1 0.033 38 67 0.98954 3.14 0.38 11.5 6
6.8 0.22 0.32 5.9 0.054 40 152 0.9938 3.2 0.57 10.8 6
7.5 0.14 0.34 1.3 0.055 50 153 0.9945 3.29 0.8 9.6 6
6.9 0.31 0.33 12.7 0.038 33 116 0.9954 3.04 0.65 10.4 6
6.9 0.24 0.23 7.1 0.041 20 97 0.99246 3.1 0.85 11.4 6
5.9 0.5 0.05 2.6 0.054 36 146 0.9948 3.43 0.5 9.2 6
6.4 0.33 0.24 9.8 0.041 29 109 0.9956 3.29 0.47 10.1 6
6.1 0.28 0.25 17.75 0.044 48 161 0.9993 3.34 0.48 9.5 5
7.4 0.32 0.27 12.9 0.04 60 221 0.99831 3.05 0.66 9.4 5
6.5 0.39 0.23 5.4 0.051 25 149 0.9934 3.24 0.35 10 5
6.2 0.44 0.18 7.7 0.096 28 210 0.99771 3.56 0.72 9.2 5
6.9 0.26 0.49 1.6 0.058 39 166 0.9965 3.65 0.52 9.4 4
6.7 0.51 0.24 2.1 0.043 14 155 0.9904 3.22 0.6 13 6
8.9 0.13 0.49 1 0.028 6 24 0.9926 2.91 0.32 9.9 5
7 0.34 0.1 3.5 0.044 17 63 0.9937 3.01 0.39 9.2 5
9 0.55 0.3 8.1 0.026 14 71 0.993 2.94 0.36 11.8 5
6.7 0.4 0.22 8.8 0.052 24 113 0.99576 3.22 0.45 9.4 5
6 0.33 0.26 5.1 0.051 16 119 0.99416 3.15 0.41 9.2 5
6.6 0.26 0.22 18.15 0.05 23 139 0.99904 3.06 0.5 9.2 5
7.6 0.3 0.27 10.6 0.039 31 119 0.99815 3.27 0.3 9.3 6
6.7 0.24 0.35 13.1 0.05 64 205 0.997 3.15 0.5 9.5 5
6.4 0.17 0.34 13.4 0.044 45 139 0.99752 3.06 0.43 9.1 6
7.6 0.33 0.41 13.7 0.045 44 197 0.9989 3.18 0.64 9.1 5
7.7 0.11 0.34 14.05 0.04 41 114 0.99634 3.07 0.59 11 7
7.6 0.27 0.24 3.8 0.058 19 115 0.9958 3.15 0.45 8.9 5
7.3 0.32 0.35 1.4 0.05 8 163 0.99244 3.24 0.42 10.7 5
