x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 y1  
6.5 0.18 0.34 1.6 0.04 43 148 0.9912 3.32 0.59 11.5 8
6.3 0.3 0.2 3.7 0.039 34 132 0.99158 3 0.38 10.7 5
6.5 0.2 0.31 2.1 0.033 32 95 0.98943 2.96 0.61 12 6
5.8 0.15 0.28 0.8 0.037 43 127 0.99198 3.24 0.51 9.3 5
6.7 0.15 0.38 1.7 0.037 20 84 0.99046 3.09 0.53 11.4 6
7.6 0.18 0.36 2.4 0.049 38 123 0.996 3.6 0.46 10.3 5
7 0.12 0.29 10.3 0.039 41 98 0.99564 3.19 0.38 9.8 8
5.6 0.16 0.27 1.4 0.044 53 168 0.9918 3.28 0.37 10.1 6
6 0.26 0.29 3.1 0.041 37 144 0.98944 3.22 0.39 12.8 7
6.8 0.18 0.32 7.2 0.047 17 109 0.99498 3.42 0.44 10.4 6
7.5 0.34 0.28 4 0.028 46 100 0.98958 3.2 0.5 13.2 7
5.7 0.21 0.32 1.6 0.03 33 122 0.99044 3.33 0.52 11.9 6
6.8 0.18 0.3 12.8 0.062 19 171 0.99808 3 0.52 9 7
6.4 0.26 0.24 6.4 0.04 27 124 0.9903 3.22 0.49 12.6 7
8 0.3 0.36 11 0.034 8 70 0.99354 3.05 0.41 12.2 6
8.5 0.24 0.47 15.2 0.057 40 234 1.0005 3.02 0.66 9 5
7.6 0.2 0.3 14.2 0.056 53 212.5 0.999 3.14 0.46 8.9 8
6.2 0.3 0.33 3.5 0.037 37 155 0.98987 3.18 0.37 12.4 6
6.3 0.36 0.3 4.8 0.049 14 85 0.9932 3.28 0.39 10.6 5
6.3 0.21 0.28 1.5 0.051 46 142 0.9928 3.23 0.42 10.1 6
6.1 0.23 0.27 9.8 0.055 74 134 0.99534 3.16 0.4 10.2 6
6.3 0.18 0.36 1.2 0.034 26 111 0.99074 3.16 0.51 11 6
7.3 0.23 0.27 2.6 0.035 39 120 0.99138 3.04 0.59 11.3 7
6.4 0.27 0.19 2 0.084 21 191 0.99516 3.49 0.63 9.6 4
8 0.55 0.17 8.2 0.04 13 60 0.9956 3.09 0.3 9.5 4
8.3 0.15 0.39 1.3 0.055 32 146 0.993 3.08 0.39 10.5 6
6.7 0.18 0.3 6.4 0.048 40 251 0.9956 3.29 0.52 10 5
6.9 0.28 0.41 1.7 0.05 10 136 0.993 3.16 0.71 11.4 6
7.5 0.26 0.25 1.7 0.038 29 129 0.99312 3.45 0.56 10.4 6
7.9 0.25 0.35 6.7 0.039 22 64 0.99362 2.93 0.49 10.7 5
6.9 0.33 0.21 1 0.053 39 148 0.9927 3.12 0.45 9.4 6
8.1 0.34 0.28 7.5 0.04 70 230 0.99558 3.14 0.55 9.8 6
6.7 0.41 0.27 2.6 0.033 25 85 0.99086 3.05 0.34 11.7 6
5.3 0.3 0.16 4.2 0.029 37 100 0.9905 3.3 0.36 11.8 8
6.4 0.28 0.36 1.3 0.053 28 186 0.99211 3.31 0.45 10.8 5
7 0.22 0.29 8.9 0.05 24 90 0.99556 3.29 0.46 9.8 6
6.9 0.25 0.24 1.8 0.053 6 121 0.993 3.23 0.7 11.4 5
6.6 0.3 0.24 1.2 0.034 17 121 0.9933 3.13 0.36 9.2 5
5.4 0.22 0.35 6.5 0.029 26 87 0.99092 3.29 0.44 12.5 7
9.6 0.655 0.21 2 0.039 21 120 0.99188 3 1 12.6 6
8.3 0.21 0.49 19.8 0.054 50 231 1.0012 2.99 0.54 9.2 5
7.5 0.705 0.1 13 0.044 44 214 0.99741 3.1 0.5 9.1 5
7 0.26 0.59 1.4 0.037 40 120 0.9918 3.34 0.41 11.1 7
9.4 0.16 0.3 1.4 0.042 26 176 0.9954 3.15 0.46 9.1 5
6 0.41 0.23 1.1 0.066 22 148 0.99266 3.3 0.47 9.6333 5
7.3 0.19 0.27 1.6 0.027 35 136 0.99248 3.38 0.54 11 7
6.6 0.15 0.32 6 0.033 59 128 0.99192 3.19 0.71 12.1 8
5.8 0.32 0.2 2.6 0.027 17 123 0.98936 3.36 0.78 13.9 7
6.7 0.24 0.46 2.2 0.033 19 111 0.99045 3.1 0.62 11.9 6
7.4 0.31 0.48 14.2 0.042 62 204 0.9983 3.06 0.59 9.4 5
7.9 0.21 0.4 1.2 0.039 38 107 0.992 3.21 0.54 10.8 6
8.4 0.35 0.56 13.8 0.048 55 190 0.9993 3.07 0.58 9.4 6
6.5 0.19 0.26 5.2 0.04 31 140 0.995 3.26 0.68 9.5 6
7 0.22 0.33 2.1 0.052 15 76 0.993 3.2 0.41 10.6 6
6.8 0.29 0.22 3.4 0.035 40 122 0.99024 3.09 0.47 12.3 6
6.7 0.23 0.31 2.1 0.046 30 96 0.9926 3.33 0.64 10.7 8
5.6 0.19 0.47 4.5 0.03 19 112 0.9922 3.56 0.45 11.2 6
6.9 0.44 0.27 5 0.038 33 166 0.99124 3.2 0.42 12.2 6
7 0.15 0.34 1.4 0.039 21 177 0.9927 3.32 0.62 10.8 5
7 0.25 0.32 9 0.046 56 245 0.9955 3.25 0.5 10.4 6
6.7 0.31 0.31 9.9 0.04 10 175 0.9953 3.46 0.55 11.4 4
7 0.16 0.25 14.3 0.044 27 149 0.998 2.91 0.46 9.2 6
6.1 0.32 0.33 10.7 0.036 27 98 0.99521 3.34 0.52 10.2 6
6.5 0.15 0.44 12.6 0.052 65 158 0.99688 3.26 0.7 10.3 7
7.8 0.26 0.49 3.2 0.027 28 87 0.9919 3.03 0.32 11.3 7
5.7 0.22 0.22 16.65 0.044 39 110 0.99855 3.24 0.48 9 6
8.1 0.29 0.49 7.1 0.042 22 124 0.9944 3.14 0.41 10.8 6
7.2 0.08 0.49 1.3 0.05 18 148 0.9945 3.46 0.44 10.2 6
7.8 0.21 0.27 1.2 0.051 20 89 0.9936 3.06 0.46 9.1 5
7.7 0.43 0.28 4.5 0.046 33 102 0.9918 3.16 0.56 12.2 7
6 0.36 0.32 1.1 0.053 26 173 0.99414 3.38 0.54 8.8 5
6.5 0.27 0.26 11 0.03 2 82 0.99402 3.07 0.36 11.2 5
7.1 0.39 0.79 1.4 0.194 23 90 0.99212 3.17 0.46 10.5 6
8.5 0.17 0.31 1 0.024 13 91 0.993 2.79 0.37 10.1 5
8.1 0.33 0.36 7.4 0.037 36 156 0.99592 3.19 0.54 10.6 6
6.4 0.28 0.45 8.6 0.057 47 223 0.99654 3.16 0.51 9.1 5
6 0.26 0.33 4.35 0.04 15 80 0.98934 3.29 0.5 12.7 6
7.7 0.3 0.42 14.3 0.045 45 213 0.9991 3.18 0.63 9.2 5
6.9 0.2 0.41 1.1 0.06 36 104 0.99317 2.99 0.39 9.2 5
6.5 0.46 0.31 5 0.027 15 72 0.99165 3.26 0.6 11.5 7
6.2 0.37 0.22 8.3 0.025 36 216 0.9964 3.33 0.6 9.6 6
6.8 0.12 0.3 12.9 0.049 32 88 0.99654 3.2 0.35 9.9 6
6.3 0.2 0.58 1.4 0.204 15 97 0.9931 3.16 0.43 10 6
6.5 0.43 0.31 3.6 0.046 19 143 0.99022 3.15 0.34 12 8
6.5 0.21 0.42 1.1 0.059 33 101 0.9927 3.12 0.38 9.7 6
6.6 0.26 0.27 11.8 0.048 28 112 0.99606 2.87 0.49 9.7 6
5.9 0.21 0.31 1.8 0.033 45 142 0.98984 3.35 0.5 12.7 6
6.4 0.22 0.32 7.9 0.029 34 124 0.9948 3.4 0.39 10.2 5
7.3 0.22 0.4 14.75 0.042 44.5 129.5 0.9998 3.36 0.41 9.1 7
7.3 0.25 0.26 7.2 0.048 52 207 0.99587 3.12 0.37 9.2 5
6.6 0.12 0.25 1.4 0.039 21 131 0.99114 3.2 0.45 11.2 7
7.9 0.3 0.27 8.5 0.036 20 112 0.9939 2.96 0.46 11.7 6
6.6 0.29 0.44 9 0.053 62 178 0.99685 3.02 0.45 8.9 5
6.7 0.26 0.39 1.1 0.04 45 147 0.9935 3.32 0.58 9.6 8
7 0.3 0.28 2.2 0.042 21 177 0.99166 3.2 0.57 11.4 5
6.8 0.37 0.51 11.8 0.044 62 163 0.9976 3.19 0.44 8.8 5
6.7 0.31 0.18 7.7 0.043 57 200 0.99566 3.17 0.44 9.4 6
6.4 0.46 0.22 14.7 0.047 51 183 0.99828 3.39 0.6 10.5 5
6.2 0.22 0.28 2.2 0.04 24 125 0.9917 3.19 0.48 10.5 6
6.8 0.15 0.33 4.7 0.059 31 118 0.9956 3.43 0.39 9 7
5.7 0.27 0.32 1.2 0.046 20 155 0.9934 3.8 0.41 10.2 6
6.7 0.2 0.42 14 0.038 83 160 0.9987 3.16 0.5 9.4 6
5.9 0.28 0.34 3.6 0.04 50 194 0.9912 3.31 0.52 11.6 6
6.7 0.17 0.42 10.4 0.038 85 182 0.99628 3.04 0.44 8.9 6
6.8 0.32 0.3 3.3 0.029 15 80 0.99061 3.33 0.63 12.6 7
7.3 0.25 0.36 2.1 0.034 30 177 0.99085 3.25 0.4 11.9 8
8.1 0.31 0.36 8.2 0.028 29 142 0.9925 3.01 0.34 13 7
6.6 0.41 0.16 1.4 0.037 28 160 0.99167 2.95 0.45 10.6 6
5.9 0.28 0.39 1.4 0.031 47 147 0.98836 3.08 0.64 12.9 7
8.5 0.15 0.49 1.5 0.031 17 122 0.9932 3.03 0.4 10.3 6
6.1 0.17 0.27 1.5 0.056 45 135 0.9924 3.2 0.43 10.2 6
7.2 0.21 0.36 15.7 0.045 68 183 0.99922 3.25 0.76 9.4 5
5.9 0.32 0.19 14.5 0.042 37 115 0.99684 3.16 0.43 10.3 5
8.7 0.22 0.42 2.3 0.053 27 114 0.994 2.99 0.43 10 5
7.4 0.3 0.22 1.4 0.046 16 135 0.9928 3.08 0.77 10.4 7
7.2 0.23 0.82 1.3 0.149 70 109 0.99304 2.93 0.42 9.2 6
8.8 0.2 0.43 15 0.053 60 184 1.0008 3.28 0.79 8.8 6
6.8 0.22 0.35 17.5 0.039 38 153 0.9994 3.24 0.42 9 6
6.6 0.2 0.27 10.9 0.038 29 130 0.99496 3.11 0.44 10.5 7
7.4 0.27 0.31 2.4 0.014 15 143 0.99094 3.03 0.65 12 4
7.4 0.25 0.49 1.1 0.042 35 156 0.9917 3.13 0.55 11.3 5
7.1 0.26 0.32 14.45 0.074 29 107 0.998 2.96 0.42 9.2 6
7.1 0.22 0.32 16.9 0.056 49 158 0.9998 3.37 0.38 9.6 6
7.4 0.18 0.36 13.1 0.056 72 163 1 3.42 0.35 9.1 6
7.1 0.36 0.56 1.3 0.046 25 102 0.9923 3.24 0.33 10.5 6
5.9 0.22 0.29 4.2 0.037 69 144 0.99214 3.13 0.74 10.8 7
7 0.21 0.37 7.2 0.042 36 167 0.9958 3.26 0.56 9.8 6
6.5 0.39 0.35 1.6 0.049 10 164 0.99516 3.35 0.51 9.7 5
6.6 0.21 0.34 5.6 0.046 30 140 0.99299 3.22 0.38 11 5
5.8 0.3 0.38 4.9 0.039 22 86 0.98963 3.23 0.58 13.1 7
6.8 0.14 0.35 1.5 0.047 40 117 0.99111 3.07 0.72 11.1 6
7.2 0.28 0.3 10.7 0.044 61 222 0.9972 3.14 0.5 9.1 6
7.2 0.23 0.38 14.3 0.058 55 194 0.9979 3.09 0.44 9 6
6.4 0.3 0.51 5.5 0.048 62 172 0.9942 3.08 0.45 9.1 6
6.7 0.16 0.28 2.5 0.046 40 153 0.9921 3.38 0.51 11.4 7
8.3 0.27 0.34 10.2 0.048 50 118 0.99716 3.18 0.51 10.3 5
7.3 0.19 0.27 13.9 0.057 45 155 0.99807 2.94 0.41 8.8 8
7 0.35 0.3 6.5 0.028 27 87 0.9936 3.4 0.42 11.4 7
6.6 0.21 0.31 11.4 0.039 46 165 0.99795 3.41 0.44 9.8 7
5 0.33 0.18 4.6 0.032 40 124 0.99114 3.18 0.4 11 6
6.4 0.31 0.4 6.4 0.039 39 191 0.99513 3.14 0.52 9.8 5
8.3 0.14 0.26 1.5 0.049 56 189 0.9946 3.21 0.62 9.5 6
5.8 0.6 0 1.3 0.044 72 197 0.99202 3.56 0.43 10.9 5
7.8 0.26 0.49 3.2 0.027 28 87 0.9919 3.03 0.32 11.3 7
8.9 0.21 0.34 7.1 0.037 33 150 0.9962 3.1 0.45 9.7 6
6.4 0.2 0.32 3.1 0.041 18 126 0.9914 3.43 0.42 12 6
6.5 0.16 0.33 4.8 0.043 45 114 0.992 3.18 0.44 11.2 6
8 0.37 0.32 1.6 0.04 32 166 0.992 3 0.55 11.3 7
8.1 0.26 0.3 7.8 0.049 39 152 0.9954 2.99 0.58 10 6
6 0.26 0.29 1 0.032 27 96 0.9896 3.38 0.44 12.3 6
6.8 0.32 0.23 3.3 0.026 31 99 0.9896 3.1 0.4 12.4 6
6.2 0.3 0.17 2.8 0.04 24 125 0.9939 3.01 0.46 9 5
6.7 0.13 0.29 5.3 0.051 31 122 0.9944 3.44 0.37 9.7 6
6.8 0.39 0.34 7.4 0.02 38 133 0.99212 3.18 0.44 12 7
7 0.15 0.28 14.7 0.051 29 149 0.99792 2.96 0.39 9 7
6.2 0.22 0.3 12.4 0.054 108 152 0.99728 3.1 0.47 9.5 6
5.6 0.25 0.19 2.4 0.049 42 166 0.992 3.25 0.43 10.4 6
6.1 0.17 0.21 1.9 0.09 44 130 0.99255 3.07 0.41 9.7 5
6.7 0.29 0.45 14.3 0.054 30 181 0.99869 3.14 0.57 9.1 5
8.4 0.2 0.38 11.8 0.055 51 170 1.0004 3.34 0.82 8.9 6
5.4 0.17 0.27 2.7 0.049 28 104 0.99224 3.46 0.55 10.3 6
6.6 0.64 0.28 4.4 0.032 19 78 0.99036 3.11 0.62 12.9 6
5.7 0.255 0.65 1.2 0.079 17 137 0.99307 3.2 0.42 9.4 5
6.7 0.47 0.29 4.75 0.034 29 134 0.99056 3.29 0.46 13 7
9.1 0.27 0.32 1.1 0.031 15 151 0.9936 3.03 0.41 10.6 5
6.9 0.31 0.34 1.6 0.032 23 128 0.9917 3.37 0.47 11.7 6
7.2 0.23 0.19 13.7 0.052 47 197 0.99865 3.12 0.53 9 5
6.6 0.42 0.33 2.8 0.034 15 85 0.99 3.28 0.51 13.4 6
8.2 0.61 0.45 5.4 0.03 15 118 0.9954 3.14 0.34 9.6 5
6.8 0.18 0.35 5.4 0.054 53 143 0.99287 3.1 0.54 11 7
6 0.28 0.29 19.3 0.051 36 174 0.99911 3.14 0.5 9 5
6.2 0.24 0.22 7.9 0.053 45 149 0.99545 3.23 0.52 9.3 5
6.6 0.24 0.35 7.7 0.031 36 135 0.9938 3.19 0.37 10.5 5
6.7 0.37 0.41 6.3 0.061 22 149 0.9953 3.16 0.47 9.6 6
