x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 y1  
5.3 0.3 0.16 4.2 0.029 37 100 0.9905 3.3 0.36 11.8 8
9.6 0.655 0.21 2 0.039 21 120 0.99188 3 1 12.6 6
7.3 0.19 0.27 1.6 0.027 35 136 0.99248 3.38 0.54 11 7
8.4 0.35 0.56 13.8 0.048 55 190 0.9993 3.07 0.58 9.4 6
6.9 0.44 0.27 5 0.038 33 166 0.99124 3.2 0.42 12.2 6
6.5 0.15 0.44 12.6 0.052 65 158 0.99688 3.26 0.7 10.3 7
7.7 0.43 0.28 4.5 0.046 33 102 0.9918 3.16 0.56 12.2 7
6.4 0.28 0.45 8.6 0.057 47 223 0.99654 3.16 0.51 9.1 5
6.8 0.12 0.3 12.9 0.049 32 88 0.99654 3.2 0.35 9.9 6
6.4 0.22 0.32 7.9 0.029 34 124 0.9948 3.4 0.39 10.2 5
6.7 0.26 0.39 1.1 0.04 45 147 0.9935 3.32 0.58 9.6 8
6.8 0.15 0.33 4.7 0.059 31 118 0.9956 3.43 0.39 9 7
7.3 0.25 0.36 2.1 0.034 30 177 0.99085 3.25 0.4 11.9 8
7.2 0.21 0.36 15.7 0.045 68 183 0.99922 3.25 0.76 9.4 5
6.8 0.22 0.35 17.5 0.039 38 153 0.9994 3.24 0.42 9 6
7.4 0.18 0.36 13.1 0.056 72 163 1 3.42 0.35 9.1 6
5.8 0.3 0.38 4.9 0.039 22 86 0.98963 3.23 0.58 13.1 7
8.3 0.27 0.34 10.2 0.048 50 118 0.99716 3.18 0.51 10.3 5
8.3 0.14 0.26 1.5 0.049 56 189 0.9946 3.21 0.62 9.5 6
8 0.37 0.32 1.6 0.04 32 166 0.992 3 0.55 11.3 7
6.8 0.39 0.34 7.4 0.02 38 133 0.99212 3.18 0.44 12 7
8.4 0.2 0.38 11.8 0.055 51 170 1.0004 3.34 0.82 8.9 6
6.9 0.31 0.34 1.6 0.032 23 128 0.9917 3.37 0.47 11.7 6
6.2 0.24 0.22 7.9 0.053 45 149 0.99545 3.23 0.52 9.3 5
5.8 0.3 0.12 1.6 0.036 57 163 0.99239 3.38 0.59 10.5 6
7.3 0.51 0.29 11.3 0.034 61 224 0.99683 3.14 0.56 9.5 6
5.8 0.28 0.3 3.9 0.026 36 105 0.98963 3.26 0.58 12.75 6
6.2 0.28 0.27 10.3 0.03 26 108 0.99388 3.2 0.36 10.7 6
5.8 0.31 0.32 4.5 0.024 28 94 0.98906 3.25 0.52 13.7 7
6 0.25 0.4 5.7 0.052 56 152 0.99398 3.16 0.88 10.5 6
7.9 0.34 0.44 6.5 0.027 47 126 0.99124 2.96 0.37 12.5 6
7.6 0.16 0.44 1.4 0.043 25 109 0.9932 3.11 0.75 10.3 6
5.7 0.22 0.22 16.65 0.044 39 110 0.99855 3.24 0.48 9 6
7.5 0.28 0.33 7.7 0.048 42 180 0.9974 3.37 0.59 10.1 6
7.8 0.25 0.37 1 0.043 10 80 0.99128 3.08 0.38 11.4 5
6.2 0.37 0.3 6.6 0.346 79 200 0.9954 3.29 0.58 9.6 5
6.4 0.37 0.2 5.6 0.117 61 183 0.99459 3.24 0.43 9.5 5
6.1 0.17 0.28 4.5 0.033 46 150 0.9933 3.43 0.49 10.9 6
6.9 0.26 0.29 4.2 0.043 33 114 0.9902 3.16 0.31 12.5 6
6.2 0.3 0.21 1.1 0.032 31 111 0.9889 2.97 0.42 12.2 6
6.8 0.21 0.27 18.15 0.042 41 146 1.0001 3.3 0.36 8.7 5
6 0.28 0.24 17.8 0.047 42 111 0.99896 3.1 0.45 8.9 6
7.8 0.39 0.26 9.9 0.059 33 181 0.9955 3.04 0.42 10.9 6
7.7 0.26 0.4 1.1 0.042 9 60 0.9915 2.89 0.5 10.6 5
7.6 0.26 0.58 7.9 0.041 62 180 0.9966 3.07 0.38 9 5
6.2 0.21 0.18 11.6 0.044 61 155 0.99655 3.14 0.52 9.4 6
7 0.16 0.3 2.6 0.043 34 90 0.99047 2.88 0.47 11.2 6
7.3 0.25 0.36 13.1 0.05 35 200 0.9986 3.04 0.46 8.9 7
7.9 0.44 0.37 5.85 0.033 27 93 0.992 3.16 0.54 12.6 7
8 0.45 0.36 8.8 0.026 50 151 0.9927 3.07 0.25 12.7 8
6.7 0.3 0.44 18.5 0.057 65 224 0.99956 3.11 0.53 9.1 5
5.9 0.46 0.14 2.7 0.042 27 160 0.9931 3.46 0.51 10.6 7
6.8 0.25 0.28 5 0.035 42 126 0.99048 3.12 0.38 12.6 7
7.1 0.27 0.24 12.6 0.044 48 118 0.99726 3.04 0.56 10 7
6.8 0.63 0.04 1.3 0.058 25 133 0.99271 3.17 0.39 10.2 4
7.4 0.24 0.42 14 0.066 48 198 0.9979 2.89 0.42 8.9 6
6.5 0.17 0.31 1.5 0.041 34 121 0.99092 3.06 0.46 10.5 6
7.3 0.34 0.39 5.2 0.04 45 163 0.9925 3.3 0.47 12.4 6
7.3 0.42 0.38 6.8 0.045 29 122 0.9925 3.19 0.37 12.6 7
5.8 0.32 0.38 4.75 0.033 23 94 0.991 3.42 0.42 11.8 7
6 0.29 0.41 10.8 0.048 55 149 0.9937 3.09 0.59 10.967 7
6.8 0.15 0.41 12.9 0.044 79.5 182 0.99742 3.24 0.78 10.2 6
7.4 0.26 0.43 6 0.022 22 125 0.9928 3.13 0.55 11.5 6
7 0.23 0.42 18.05 0.05 35 144 0.9999 3.22 0.42 8.8 5
6.8 0.3 0.24 6.6 0.123 35 116 0.9953 3.07 0.48 9.4 5
8 0.22 0.42 14.6 0.044 45 163 1.0003 3.21 0.69 8.6 7
6.1 0.27 0.32 6.2 0.048 47 161 0.99281 3.22 0.6 11 6
6.9 0.3 0.3 1.3 0.053 24 186 0.99361 3.29 0.54 9.9 4
5.3 0.275 0.24 7.4 0.038 28 114 0.99313 3.38 0.51 11 6
8.3 0.3 0.36 10 0.042 33 169 0.9982 3.23 0.51 9.3 6
5.8 0.275 0.3 5.4 0.043 41 149 0.9926 3.33 0.42 10.8 7
7 0.24 0.24 1.8 0.047 29 91 0.99251 3.3 0.43 9.9 6
6 0.33 0.2 1.8 0.031 49 159 0.9919 3.41 0.53 11 6
5.9 0.37 0.32 1.6 0.029 41 102 0.98916 3.41 0.55 12.7 7
8.3 0.14 0.34 1.1 0.042 7 47 0.9934 3.47 0.4 10.2 6
7.3 0.4 0.28 6.5 0.037 26 97 0.99148 3.16 0.58 12.6 7
6.8 0.37 0.28 1.9 0.024 64 106 0.98993 3.45 0.6 12.6 8
7.4 0.25 0.36 13.2 0.067 53 178 0.9976 3.01 0.48 9 6
7.2 0.37 0.4 11.6 0.032 34 214 0.9963 3.1 0.51 9.8 6
7 0.14 0.41 0.9 0.037 22 95 0.9914 3.25 0.43 10.9 6
7.2 0.37 0.15 2 0.029 27 87 0.9903 3.3 0.59 12.6 7
6.6 0.27 0.32 1.3 0.044 18 93 0.99044 3.11 0.56 12.25 5
6.2 0.16 0.32 1.1 0.036 74 184 0.99096 3.22 0.41 11 6
6 0.13 0.28 5.7 0.038 56 189.5 0.9948 3.59 0.43 10.6 7
7.1 0.2 0.34 16 0.05 51 166 0.9985 3.21 0.6 9.2 6
6.2 0.3 0.31 1.6 0.035 40 106 0.98914 3.26 0.39 12.9 7
6.7 0.24 0.3 3.85 0.042 105 179 0.99189 3.04 0.59 11.3 8
6.8 0.22 0.31 6.9 0.037 33 121 0.99176 3.02 0.39 11.9 8
7.1 0.17 0.31 1.6 0.037 15 103 0.991 3.14 0.5 12 6
6.6 0.34 0.4 8.1 0.046 68 170 0.99494 3.15 0.5 9.5333 6
6 0.22 0.28 1.1 0.034 47 90 0.98862 3.22 0.38 12.6 6
6.7 0.17 0.37 2 0.039 34 125 0.9922 3.26 0.6 10.8 7
6.7 0.31 0.3 2.1 0.038 18 130 0.9928 3.36 0.63 10.6 6
7.1 0.2 0.37 1.5 0.049 28 129 0.99226 3.15 0.52 10.8 5
5.6 0.34 0.3 6.9 0.038 23 89 0.99266 3.25 0.49 11.1 6
5.6 0.2 0.22 1.3 0.049 25 155 0.99296 3.74 0.43 10 5
6.6 0.38 0.36 9.2 0.061 42 214 0.9976 3.31 0.56 9.4 5
7.4 0.19 0.49 9.3 0.03 26 132 0.994 2.99 0.32 11 7
6.5 0.27 0.19 6.6 0.045 98 175 0.99364 3.16 0.34 10.1 6
7.1 0.21 0.27 8.6 0.056 26 111 0.9956 2.95 0.52 9.5 5
7.3 0.4 0.28 6.5 0.037 26 97 0.99148 3.16 0.58 12.6 7
6.7 0.24 0.31 2.3 0.044 37 113 0.99013 3.29 0.46 12.9 6
9.2 0.32 0.42 1.3 0.046 14 186 0.9949 3.08 0.48 9.6 5
6.4 0.595 0.14 5.2 0.058 15 97 0.9951 3.38 0.36 9 4
6.2 0.35 0.04 1.2 0.06 23 108 0.9934 3.26 0.54 9.2 5
7 0.24 0.36 2.8 0.034 22 112 0.99 3.19 0.38 12.6 8
6.9 0.26 0.29 4.2 0.043 33 114 0.9902 3.16 0.31 12.5 6
7.1 0.28 0.49 6.5 0.041 28 111 0.9926 3.41 0.58 12.2 8
5.8 0.28 0.28 4.2 0.044 52 158 0.992 3.35 0.44 10.7 7
7.5 0.23 0.29 2.6 0.031 24 98 0.99194 3 0.54 10.9 6
7.4 0.31 0.26 8.6 0.048 47 206 0.9964 3.26 0.36 9.1 5
7.1 0.64 0.49 1.8 0.05 17 128 0.9946 3.31 0.58 10.6 4
6.1 0.19 0.37 2.6 0.041 24 99 0.99153 3.18 0.5 10.9 6
6.1 0.16 0.24 1.4 0.046 17 77 0.99319 3.66 0.57 10.3 6
7 0.16 0.32 8.3 0.045 38 126 0.9958 3.21 0.34 9.2 5
5.9 0.24 0.12 1.4 0.035 60 247 0.99358 3.34 0.44 9.6 6
5.9 0.44 0.36 2.5 0.03 12 73 0.99201 3.22 0.48 10.8 6
7.8 0.43 0.49 13 0.033 37 158 0.9955 3.14 0.35 11.3 6
6.4 0.24 0.5 11.6 0.047 60 211 0.9966 3.18 0.57 9.3 5
8 0.42 0.36 5 0.037 34 101 0.992 3.13 0.57 12.3 7
6.7 0.31 0.33 2 0.033 12 74 0.99064 3.29 0.65 12.5 6
5.6 0.19 0.31 2.7 0.027 11 100 0.98964 3.46 0.4 13.2 7
8.9 0.3 0.35 4.6 0.032 32 148 0.99458 3.15 0.45 11.5 7
6.4 0.29 0.57 1 0.06 15 120 0.9924 3.06 0.41 9.5 5
7.5 0.24 0.62 10.6 0.045 51 153 0.99779 3.16 0.44 8.8 5
6.5 0.28 0.26 8.8 0.04 44 139 0.9956 3.32 0.37 10.2 6
7.5 0.33 0.39 12.4 0.065 29 119 0.9974 3.16 0.39 9.4 5
6.9 0.22 0.49 7 0.063 50 168 0.9957 3.54 0.5 10.3 6
7.3 0.27 0.37 9.7 0.042 36 130 0.9979 3.48 0.75 9.9 6
7.4 0.33 0.26 15.6 0.049 67 210 0.99907 3.06 0.68 9.5 5
6.1 0.28 0.24 19.95 0.074 32 174 0.99922 3.19 0.44 9.3 6
8.5 0.19 0.48 1.1 0.026 23 58 0.99184 2.9 0.5 10.5 6
6.9 0.38 0.29 13.65 0.048 52 189 0.99784 3 0.6 9.5 6
6.9 0.3 0.25 3.3 0.041 26 124 0.99428 3.18 0.5 9.3 6
7.6 0.38 0.28 4.2 0.029 7 112 0.9906 3 0.41 12.6 6
7 0.31 0.29 1.4 0.037 33 128 0.9896 3.12 0.36 12.2 7
6.4 0.69 0.09 7.6 0.044 34 144 0.9948 3.26 0.38 10.1 6
6.6 0.28 0.42 8.2 0.044 60 196 0.99562 3.14 0.48 9.4 5
7.4 0.23 0.43 1.4 0.044 22 113 0.9938 3.22 0.62 10.6 6
5.8 0.26 0.3 2.6 0.034 75 129 0.9902 3.2 0.38 11.5 4
6.7 0.25 0.26 13.5 0.06 50 156 0.99784 3.39 0.46 9.9 6
7.3 0.25 0.41 1.8 0.037 52 165 0.9911 3.29 0.39 12.2 7
7.7 0.27 0.61 12 0.046 64 179 0.9982 3.07 0.46 8.9 5
6.2 0.28 0.33 1.7 0.029 24 111 0.99 3.24 0.5 12.1 6
6.6 0.23 0.18 8.5 0.044 59 188 0.99558 3.16 0.49 9.5 5
6.1 0.17 0.28 2.5 0.028 22 98 0.99072 3.16 0.37 11.1 7
7 0.16 0.73 1 0.138 58 150 0.9936 3.08 0.3 9.2 5
6.1 0.41 0.24 1.6 0.049 16 137 0.993 3.32 0.5 10.4 6
6.3 0.41 0.16 0.9 0.032 25 98 0.99274 3.16 0.42 9.5 5
7.6 0.285 0.32 14.6 0.063 32 201 0.998 3 0.45 9.2 5
5.4 0.415 0.19 1.6 0.039 27 88 0.99265 3.54 0.41 10 7
7.3 0.2 0.26 1.6 0.04 36 123 0.99238 3.34 0.44 10.8 6
6.9 0.28 0.28 12.2 0.042 52 139 0.99522 3.03 0.56 10.4 6
5.9 0.54 0 0.8 0.032 12 82 0.99286 3.25 0.36 8.8 5
7.3 0.26 0.31 1.6 0.04 39 173 0.9918 3.19 0.51 11.4 6
6.7 0.16 0.32 12.5 0.035 18 156 0.99666 2.88 0.36 9 6
5.9 0.33 0.32 8.1 0.038 9 34 0.9911 3.22 0.36 12.7 7
7.1 0.12 0.32 9.6 0.054 64 162 0.9962 3.4 0.41 9.4 5
7.4 0.29 0.5 1.8 0.042 35 127 0.9937 3.45 0.5 10.2 7
7.5 0.24 0.31 13.1 0.05 26 180 0.99884 3.05 0.53 9.1 6
6.5 0.19 0.32 1.4 0.04 31 132 0.9922 3.36 0.54 10.8 7
6.5 0.22 0.19 1.1 0.064 36 191 0.99297 3.05 0.5 9.5 6
5.9 0.29 0.32 1.4 0.022 17 47 0.9899 3.35 0.35 11.5 6
8 0.29 0.49 11.7 0.035 40 131 0.9958 3.14 0.34 10.8 5
7.4 0.41 0.66 10.8 0.051 77 194 0.9976 3.05 0.46 8.7 5
9.4 0.42 0.32 6.5 0.027 20 167 0.99479 3.08 0.43 10.6 5
7.4 0.33 0.26 15.6 0.049 67 210 0.99907 3.06 0.68 9.5 5
7.5 0.305 0.38 1.4 0.047 30 95 0.99158 3.22 0.52 11.5 7
6.1 0.28 0.32 2.5 0.042 23 218.5 0.9935 3.27 0.6 9.8 5
7.6 0.27 0.34 5 0.04 18 56 0.99084 3.06 0.48 12.4 6
7.4 0.32 0.55 16.6 0.056 53 238 1.0017 2.96 0.58 8.7 6
7.4 0.26 0.32 3.7 0.032 29 193 0.99134 3.1 0.67 12.5 6
6.4 0.24 0.32 14.9 0.047 54 162 0.9968 3.28 0.5 10.2 6
5.7 0.22 0.29 3.5 0.04 27 146 0.98999 3.17 0.36 12.1 6
6 0.24 0.27 1.9 0.048 40 170 0.9938 3.64 0.54 10 7
6.6 0.19 0.99 1.2 0.122 45 129 0.9936 3.09 0.31 8.7 6
7.4 0.2 0.37 16.95 0.048 43 190 0.9995 3.03 0.42 9.2 6
7.1 0.145 0.33 4.6 0.05 33 131 0.9942 3.28 0.4 9.6 6
5.2 0.3 0.34 1.5 0.038 18 96 0.98942 3.56 0.48 13 8
8.6 0.36 0.26 11.1 0.03 43.5 171 0.9948 3.03 0.49 12 5
6.3 0.18 0.22 1.5 0.043 45 155 0.99238 3.19 0.48 10.2 5
6.3 0.21 0.31 1.2 0.043 30 117 0.99158 3.49 0.68 11 6
6.4 0.26 0.35 7.7 0.056 45 191 0.99527 3.16 0.5 9.5 5
5.4 0.22 0.29 1.2 0.045 69 152 0.99178 3.76 0.63 11 7
5.9 0.415 0.13 1.4 0.04 11 64 0.9922 3.29 0.52 10.5 5
7.6 0.19 0.41 1.1 0.04 38 143 0.9907 2.92 0.42 11.4 5
7.2 0.28 0.54 16.7 0.045 54 200 0.999 3.08 0.49 9.5 6
6.4 0.29 0.57 1 0.06 15 120 0.9924 3.06 0.41 9.5 5
6.1 0.28 0.25 6.9 0.056 44 201 0.9955 3.19 0.4 9.1 6
6.4 0.27 0.45 8.3 0.05 52 196 0.9955 3.18 0.48 9.5 5
6.3 0.19 0.33 10.1 0.063 63 133 0.99561 2.86 0.41 9.1 5
7.7 0.32 0.48 2.3 0.04 28 114 0.9911 3.2 0.52 12.8 7
