x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 y1  
6.5 0.26 0.5 8 0.051 46 197 0.99536 3.18 0.47 9.5 5
7.1 0.28 0.49 6.5 0.041 28 111 0.9926 3.41 0.58 12.2 8
7.7 0.24 0.3 1.4 0.041 15 102 0.9929 3.26 0.53 10.4 6
6.5 0.37 0.3 2.2 0.033 39 107 0.98894 3.22 0.53 13.5 7
6.9 0.38 0.29 13.65 0.048 52 189 0.99784 3 0.6 9.5 6
6.8 0.32 0.28 4.8 0.034 25 100 0.99026 3.08 0.47 12.4 7
6.5 0.35 0.28 12.4 0.051 86 213 0.9962 3.16 0.51 9.9 6
7.1 0.12 0.32 9.6 0.054 64 162 0.9962 3.4 0.41 9.4 5
7.4 0.24 0.42 14 0.066 48 198 0.9979 2.89 0.42 8.9 6
6.8 0.28 0.36 1.6 0.04 25 87 0.9924 3.23 0.66 10.3 6
6.4 0.26 0.35 7.7 0.056 45 191 0.99527 3.16 0.5 9.5 5
8.3 0.28 0.4 7.8 0.041 38 194 0.9976 3.34 0.51 9.6 6
6.3 0.24 0.35 2.3 0.039 43 109 0.99056 3.34 0.44 11.8 6
6.7 0.16 0.49 2.4 0.046 57 187 0.9952 3.62 0.81 10.4 6
7 0.16 0.26 7.3 0.047 30 220 0.99622 3.38 0.58 10.1 6
6.4 0.31 0.38 2.9 0.038 19 102 0.9912 3.17 0.35 11 7
7.2 0.34 0.34 12.6 0.048 7 41 0.9942 3.19 0.4 11.7 5
5.6 0.28 0.28 4.2 0.044 52 158 0.992 3.35 0.44 10.7 7
6.5 0.18 0.41 14.2 0.039 47 129 0.99678 3.28 0.72 10.3 7
6.8 0.22 0.41 6.7 0.034 39 116 0.99245 3.18 0.46 11.5 6
7.2 0.27 0.28 15.2 0.046 6 41 0.99665 3.17 0.39 10.9 6
6.5 0.23 0.33 13.8 0.042 25 139 0.99695 3.35 0.56 10.4 6
8.8 0.19 0.3 5 0.028 34 120 0.99242 2.94 0.47 11.2 5
6.6 0.27 0.49 7.8 0.049 62 217 0.9959 3.17 0.45 9.4 6
6.9 0.18 0.36 1.3 0.036 40 117 0.9934 3.27 0.95 9.5 7
7.3 0.41 0.24 6.8 0.057 41 163 0.9949 3.2 0.41 9.9 6
6 0.28 0.27 15.5 0.036 31 134 0.99408 3.19 0.44 13 7
6.7 0.34 0.31 16.4 0.051 20 146 0.99834 3.06 0.54 9.1 5
6.2 0.35 0.03 1.2 0.064 29 120 0.9934 3.22 0.54 9.1 5
6.2 0.21 0.29 1.6 0.039 24 92 0.99114 3.27 0.5 11.2 6
6.4 0.27 0.3 1.6 0.04 19 86 0.99089 3.32 0.65 11.5 6
6.9 0.29 0.4 19.45 0.043 36 156 0.9996 2.93 0.47 8.9 5
6.7 0.105 0.32 12.4 0.051 34 106 0.998 3.54 0.45 9.2 6
6.7 0.39 0.31 2.7 0.054 27 202 0.9948 3.46 0.57 10.5 6
5.5 0.24 0.45 1.7 0.046 22 113 0.99224 3.22 0.48 10 5
8.4 0.31 0.31 0.95 0.021 52 148 0.99038 2.93 0.32 11.5 5
7.4 0.25 0.37 13.5 0.06 52 192 0.9975 3 0.44 9.1 5
6.6 0.29 0.73 2.2 0.027 21 92 0.99 3.12 0.48 12.4 6
6.7 0.34 0.26 1.9 0.038 58 138 0.9893 3 0.47 12.2 7
5.8 0.17 0.36 1.3 0.036 11 70 0.99202 3.43 0.68 10.4 7
6.6 0.18 0.28 3.3 0.044 18 91 0.993 3.42 0.64 10.8 6
8.8 0.27 0.25 5 0.024 52 99 0.9925 2.87 0.49 11.4 5
6.8 0.26 0.44 8.2 0.046 52 183 0.99584 3.2 0.51 9.4 5
7.1 0.31 0.17 1 0.042 21 144 0.99304 3.13 0.4 9.6 5
5.6 0.33 0.28 1.2 0.031 33 97 0.99126 3.49 0.58 10.9 6
5.9 0.65 0.23 5 0.035 20 128 0.99016 3.46 0.48 12.8 6
6.7 0.4 0.22 8.8 0.052 24 113 0.99576 3.22 0.45 9.4 5
7.1 0.26 0.32 5.9 0.037 39 97 0.9934 3.31 0.4 11.6 6
8.2 0.18 0.28 8.5 0.035 41 140 0.9952 3.04 0.37 10.1 7
5.9 0.415 0.02 0.8 0.038 22 63 0.9932 3.36 0.36 9.3 5
