x1 x2 x3 y1 y2 y3 y4  
54.59 106.01 28.294 29.6 9.5977e+005 0.97 1059.4
1.6069 158.56 3.9196 21.3 8.462e+005 0.98 1341.1
34.255 158.5 39.389 5.8 9.8228e+005 1 1701.3
52.063 156.7 21.363 31.3 9.3869e+005 0.98 1377.3
21.079 137.34 48.262 4 9.8569e+005 1 1626.9
19.645 121.51 5.5873 23 8.5699e+005 0.98 1039.4
52.011 120.38 17.083 30.4 9.1291e+005 0.97 1041.3
52.343 182.86 20.171 30 9.3309e+005 0.98 1533.6
38.882 138.08 27.331 22.8 9.7029e+005 0.98 1410
11.58 197.7 22.424 23.8 9.6474e+005 0.99 1902
48.508 160.24 14.939 26.3 9.0815e+005 0.98 1321.1
20.82 112.51 42.676 4.9 9.8391e+005 1 1360
23.472 158.71 4.1447 20.9 8.4801e+005 0.98 1314.7
27.191 108.72 18.106 33.7 9.3435e+005 0.97 1080.9
2.8775 127.29 19.377 30.6 9.4925e+005 0.98 1277.9
50.357 194.23 7.072 19.4 8.5884e+005 0.98 1255.6
44.748 102.22 3.7586 27.1 8.2031e+005 0.96 787.4
22.194 102.86 17.922 34 9.3394e+005 0.97 1036.6
50.964 138.97 13.513 25.7 8.9597e+005 0.98 1114.9
57.177 152.45 19.961 30.3 9.1614e+005 0.97 1166.2
47.059 171.73 23.944 26.6 9.5576e+005 0.98 1582.5
53.111 182.19 21.632 30.2 9.3868e+005 0.98 1533.8
29.114 123.01 46.979 4.5 9.848e+005 1 1480
42.627 113.7 22.093 31.6 9.4866e+005 0.97 1141.4
4.2811 170.86 45.879 3.8 9.8597e+005 1 1906
45.184 157.46 32.947 9.7 9.7731e+005 0.99 1595
22.471 174.66 39.678 5.1 9.8332e+005 1 1864.5
13.029 111.23 34.759 6.4 9.8101e+005 1 1277.8
13.927 161.28 45.326 4.1 9.8537e+005 1 1811
56.669 146.95 0.52463 57.1 2.8413e+005 0 93.5
1.6687 194.42 20.152 25.7 9.5697e+005 0.99 1868.8
24.707 123.03 15.443 30 9.2243e+005 0.97 1173.7
36.343 166.74 48.655 4.3 9.8533e+005 1 1857.2
53.474 148.82 7.1942 22.4 8.5023e+005 0.98 928.4
36.58 171.03 0.71316 21.9 7.9408e+005 0.98 1151.2
52.998 139.53 15.106 26.8 9.0193e+005 0.98 1110.8
10.236 123.73 21.969 27.3 9.5952e+005 0.98 1263.1
14.649 112.26 0.29381 31.8 7.5454e+005 0.96 808.9
10.93 165.14 28.669 9.8 9.7738e+005 0.99 1685.4
54.396 149.56 9.0991 21.6 8.629e+005 0.98 970.2
1.5713 169.6 41.795 4.1 9.8501e+005 1 1858.1
50.283 188.61 42.071 6 9.822e+005 1 1881.5
54.23 173.63 8.1996 20.1 8.5853e+005 0.98 1056.5
48.47 154.22 24.618 27.4 9.5596e+005 0.98 1433.6
43.902 191.79 4.7543 20.3 8.5249e+005 0.99 1497.3
13.205 123.78 4.7961 22.3 8.5204e+005 0.98 1045.4
28.108 175.81 22.646 25.2 9.6046e+005 0.98 1690.6
17.904 184.74 24.888 22.1 9.7068e+005 0.99 1819.3
17.286 101.93 49.384 4.1 9.857e+005 1 1334.3
27.717 112.26 4.1012 25.2 8.3559e+005 0.97 907.9
10.378 146.08 41.635 4.5 9.844e+005 1 1645.8
52.228 120.01 21.853 34.4 9.3837e+005 0.97 1118.4
26.17 133.85 37.628 6 9.8177e+005 1 1486.7
23.854 106.08 17.377 33.2 9.3084e+005 0.97 1054.6
26.669 113.3 36.58 6.3 9.8109e+005 1 1300.9
46.349 154.5 29.646 16.9 9.7322e+005 0.99 1527.8
47.758 127.23 7.2804 23.7 8.5599e+005 0.97 931.2
6.1004 118.5 36.09 5.6 9.8231e+005 1 1356.9
59.753 152.78 29.794 108.3 7.8083e+005 0.74 492.3
6.2232 193.67 35.188 5.5 9.8235e+005 1 1999.7
38.424 125.11 35.988 7.2 9.7998e+005 0.99 1381.4
43.153 132.64 5.9481 23.2 8.5421e+005 0.98 1075.6
52.376 100.88 17.492 32.9 9.1164e+005 0.96 902.9
57.964 102.06 35.302 26.2 9.7039e+005 0.97 1029.1
7.3184 143.63 20.722 27.2 9.5643e+005 0.98 1426
11.14 178.64 47.545 3.7 9.862e+005 1 1983
59.49 143.2 42.413 39.7 9.4938e+005 0.96 1001.6
8.4902 178.46 25.327 17.9 9.7342e+005 0.99 1772
50.348 140.34 40.704 6.5 9.8127e+005 1 1493
56.548 169.67 47.771 5.7 9.8301e+005 1 1689.3
43.104 138.03 13.506 26.3 9.0624e+005 0.98 1233.8
24.392 156.76 3.8366 21.1 8.4394e+005 0.98 1286.1
26.513 103.23 17.118 32.9 9.2795e+005 0.97 1019.8
54.038 111.08 40.94 7.6 9.802e+005 0.99 1234.8
4.0787 194.99 49.922 3.4 9.8706e+005 1 2154.3
49.399 185.31 44.12 5.5 9.8312e+005 1 1884.9
0.42272 157.86 43.441 4 9.8538e+005 1 1771.9
46.771 101.96 32.404 13.3 9.7524e+005 0.99 1125.9
11.475 176.06 29.741 8.5 9.7849e+005 1 1788.9
39.781 137.43 35.791 7.2 9.7995e+005 1 1480.6
33.579 157.73 23.394 25.8 9.6031e+005 0.98 1537.2
45.834 104.75 14.975 30.4 9.0692e+005 0.97 961.8
42.342 160.45 15.096 28 9.1844e+005 0.98 1447.6
12.676 126.54 8.4427 23.2 8.8276e+005 0.98 1121.5
19.236 172.79 12.201 24.9 9.1064e+005 0.98 1569.8
24.843 102.3 47.92 4.4 9.8507e+005 1 1316.9
49.888 144.89 5.6778 23.2 8.42e+005 0.98 947
5.9519 154.64 44.419 4 9.8542e+005 1 1750
34.409 118.54 46.518 4.8 9.8443e+005 1 1431.6
51.372 105.68 36.91 9.3 9.782e+005 0.99 1177.1
15.902 134.32 17.096 31.5 9.3631e+005 0.98 1307.7
12.575 178.05 48.316 3.7 9.8631e+005 1 1984.7
28.362 187.48 42.61 4.8 9.84e+005 1 1986.8
28.033 106 11.943 27.8 8.9747e+005 0.97 974.2
53.074 149.92 39.319 7.5 9.8012e+005 1 1526.1
58.771 181.94 7.6948 44.2 8.1847e+005 0.93 624.6
11.137 159.41 44.386 4.1 9.8524e+005 1 1786.8
40.599 106.41 4.8227 26.1 8.3738e+005 0.97 859.2
53.698 171.91 3.7004 25.8 8.1032e+005 0.97 769.6
50.09 190.05 23.893 27 9.5282e+005 0.98 1674.6
52.899 113.17 2.6807 60.2 7.7357e+005 0.88 545.6
43.097 107.81 19.687 34.8 9.3588e+005 0.97 1067.5
38.51 153.94 25.354 24.7 9.657e+005 0.98 1520.3
14.571 138.98 5.9277 21.1 8.6508e+005 0.98 1191.4
17.509 159.62 19.478 27.4 9.5012e+005 0.98 1547.7
32.121 154.15 19.46 29 9.4456e+005 0.98 1469.1
40.542 112.87 9.1211 24.7 8.7618e+005 0.97 976.7
26.177 110.82 4.1746 25.3 8.3645e+005 0.97 901.9
0.37851 111.08 46.905 3.9 9.8593e+005 1 1397.2
39.645 179.61 30.168 11.4 9.7591e+005 0.99 1780
20.467 101.31 24.502 27.1 9.6422e+005 0.97 1090.3
50.234 106.96 47.121 5.7 9.8332e+005 1 1292.2
50.151 189.87 28.834 23.9 9.6933e+005 0.99 1743
30.366 178.29 25.358 23.4 9.6843e+005 0.99 1736.5
41.334 122.18 33.328 9.3 9.7775e+005 0.99 1324.9
57.356 146.4 19.72 30 9.1349e+005 0.97 1111.1
21.019 130.38 17.281 31.9 9.3536e+005 0.97 1272.2
39.24 133.98 47.502 4.7 9.8458e+005 1 1564
2.5642 132.53 46.66 3.8 9.8601e+005 1 1581
39.377 178.69 29.778 12 9.7554e+005 0.99 1769.2
57.471 139.66 7.1889 26.7 8.3413e+005 0.96 706.5
11.73 126.59 19.876 29.6 9.5061e+005 0.98 1268
50.846 135.05 29.963 23.3 9.7041e+005 0.98 1339.8
