x1 x2 x3 y1 y2 y3 y4  
25.456 151.75 24.983 23.7 9.6808e+005 0.98 1519.7
26.978 102.12 46.583 4.6 9.8462e+005 1 1300.5
29.037 173.17 7.3622 20.7 8.7717e+005 0.99 1456.4
22.857 143.94 0.22565 26.8 7.709e+005 0.97 1026
3.1181 141.43 49.052 3.6 9.8664e+005 1 1680.9
8.3681 170.57 43.631 4.1 9.8521e+005 1 1877.9
16.841 121.96 33.155 7.3 9.7991e+005 0.99 1354.1
29.403 112.7 0.56432 27.5 7.7291e+005 0.96 783.6
27.034 181.57 18.097 27.8 9.4208e+005 0.98 1696.9
10.128 152.63 43.71 4.3 9.8502e+005 1 1722.3
47.861 132.64 10.797 24.3 8.8168e+005 0.98 1049
45.297 198.08 21.197 26.4 9.4847e+005 0.99 1800.4
20.875 103.34 47.439 4.3 9.8517e+005 1 1325.8
59.137 137.33 37.214 32.2 9.5776e+005 0.97 1088.8
9.9615 179.28 25.81 16.1 9.7406e+005 0.99 1781.5
12.899 109.55 49.916 3.9 9.8611e+005 1 1407.5
21.159 133.93 1.5006 23.8 8.0106e+005 0.98 1045.5
18.943 109.23 23.847 27 9.6321e+005 0.98 1153.6
21.823 109.79 15.077 30 9.1919e+005 0.97 1060.2
44.682 146.88 29.863 15.2 9.7397e+005 0.99 1482.9
35.025 145.05 39.148 6 9.8198e+005 1 1584.6
9.698 100.77 34.754 6.5 9.81e+005 0.99 1188.4
50.309 125.91 44.904 5.9 9.8281e+005 1 1421.7
45.964 104.39 35.371 9 9.7819e+005 0.99 1178.9
31.199 194.14 9.4795 20.2 8.921e+005 0.99 1651.7
20.843 139.77 32.502 7.4 9.7956e+005 1 1498.6
38.854 135.27 25.707 25.2 9.656e+005 0.98 1367.1
37.034 170 46.454 4.6 9.8471e+005 1 1862.3
17.427 134.71 27.173 15.7 9.7424e+005 0.99 1409
3.2578 174.73 14.287 27.8 9.2573e+005 0.98 1634.2
35.127 108.88 6.7665 24.8 8.5932e+005 0.97 918.2
10.963 194.17 33.293 6.2 9.8113e+005 1 1979.2
13.458 122.46 30.162 9.5 9.7793e+005 0.99 1331.3
10.129 181.72 22.275 24.3 9.6396e+005 0.99 1764.6
21.046 199.99 41.256 4.7 9.8403e+005 1 2099.9
24.767 161.57 8.1609 21.6 8.8248e+005 0.98 1398.6
11.19 101.66 27.72 16.4 9.7452e+005 0.99 1130.6
14.834 199.74 9.1531 20.3 8.9505e+005 0.99 1755.7
0.70814 149.5 15.76 30.1 9.3192e+005 0.98 1434.1
36.014 121.99 17.09 31.7 9.2734e+005 0.97 1169.7
28.246 161.39 32.794 7.7 9.7922e+005 1 1670.7
43.757 194.88 29.921 12.3 9.7519e+005 0.99 1882.4
21.4 152 5.815 21.2 8.6421e+005 0.98 1295.3
46.609 173.17 11.726 22.7 8.9632e+005 0.98 1432.2
27.813 163.1 39.915 5.3 9.8299e+005 1 1755.2
16.014 161.98 25.846 18.7 9.7272e+005 0.99 1633
55.037 179.55 1.5967 94.4 6.6366e+005 0.72 399.8
56.593 183.43 20.275 30 9.2165e+005 0.98 1392.1
48.898 197.16 21.645 28 9.4434e+005 0.98 1704.8
24.363 123.39 17.164 32 9.3234e+005 0.97 1202.8
18.552 170.43 5.4149 20.6 8.6376e+005 0.99 1446.4
49.586 143.72 29.136 24.5 9.6966e+005 0.98 1405.3
58.918 171.98 10.082 30 8.3596e+005 0.95 666.6
33.494 179.29 4.9399 19.7 8.5761e+005 0.99 1439.2
14.756 139.1 49.232 3.8 9.8621e+005 1 1656.1
36.672 141.29 29.595 12.8 9.7516e+005 0.99 1459.7
22.086 104.02 3.1033 25.8 8.2085e+005 0.97 846.9
54.549 136.63 43.834 6.5 9.8176e+005 1 1451.7
1.9552 176.65 25.28 18.1 9.7384e+005 0.99 1765.6
49.767 129.21 18.304 31.7 9.2337e+005 0.97 1153.5
36.987 163.69 15.92 28.9 9.2555e+005 0.98 1504.1
33.484 198.39 31.643 8.6 9.7815e+005 1 1961
59.315 107.25 32.317 44 9.2627e+005 0.94 807.5
11.227 185.4 1.397 20 8.1841e+005 0.99 1452.6
8.9302 187.7 36.671 5.3 9.8284e+005 1 1958.1
7.3665 157.69 47.884 3.7 9.8629e+005 1 1807.9
22.375 104.85 23.299 28.5 9.5994e+005 0.97 1107.4
36.207 111.39 43.391 5.5 9.832e+005 1 1338.9
43.609 167.23 19.293 29.1 9.4021e+005 0.98 1548.7
33.014 184.26 40.215 5.4 9.8293e+005 1 1927.6
35.648 190.94 3.6713 19.6 8.4527e+005 0.99 1491.1
0.87171 170.42 38.25 4.7 9.8385e+005 1 1831.9
56.998 136.89 32.879 25.4 9.6981e+005 0.98 1283.4
51.712 103.43 22.761 36.2 9.4128e+005 0.96 1010.4
13.139 131.96 28.713 11.1 9.7672e+005 0.99 1400
27.517 179.52 24.926 23.3 9.6826e+005 0.99 1749.6
8.9914 136.03 19.032 29.8 9.4817e+005 0.98 1343.1
57.322 198.69 24.39 30.6 9.3743e+005 0.98 1515.6
46.317 170.7 28.173 22.1 9.7086e+005 0.99 1644.5
18.232 185.38 10.944 23 9.0423e+005 0.99 1660.3
40.973 161.97 20.749 27.9 9.4804e+005 0.98 1533.6
47.069 115.28 19.939 34.2 9.3392e+005 0.97 1099.2
48.538 182.92 15.139 26 9.1046e+005 0.98 1481.2
16.488 132.76 3.9181 22.3 8.4311e+005 0.98 1105.4
48.469 101.26 33.391 13 9.7558e+005 0.99 1119.9
30.637 161.65 31.306 9.1 9.7776e+005 0.99 1653.2
5.7516 101.98 5.4426 25.6 8.5171e+005 0.97 880.5
4.9193 169.64 31.184 7.1 9.8008e+005 1 1755.3
7.2851 197.44 24.722 19.9 9.7241e+005 0.99 1932.8
17.337 186.17 15.272 28 9.3046e+005 0.98 1734.3
57.362 112.08 3.3051 97.2 7.0965e+005 0.72 413.6
22.966 153.43 47.798 4 9.8561e+005 1 1758.4
38.844 120.63 32.591 9.8 9.7736e+005 0.99 1310.7
3.8193 184.21 8.4547 20 8.8965e+005 0.99 1635
24.159 113.01 12.571 27.6 9.0374e+005 0.97 1052.2
17.92 125.9 18.161 32.3 9.4053e+005 0.97 1245.8
21.983 179.75 10.629 22.5 9.0104e+005 0.99 1603.3
16.471 144.21 27.419 13.8 9.7505e+005 0.99 1493.2
15.77 156.21 27.68 12.8 9.7561e+005 0.99 1598.9
1.9322 125.02 9.8419 24.2 8.9199e+005 0.98 1141.8
45.083 160.26 8.8691 22.2 8.7993e+005 0.98 1324
14.348 143.27 7.9229 21.8 8.8139e+005 0.98 1258.2
40.542 167.77 38.061 6.4 9.8128e+005 1 1754.2
22.149 125.16 12.667 26.5 9.0724e+005 0.98 1162.9
15.584 129.83 40.36 5 9.8356e+005 1 1491.2
50.06 163.99 7.4004 20.6 8.5943e+005 0.98 1118.5
21.651 155.93 21.041 26.6 9.5536e+005 0.98 1526.3
27.735 103.88 33.245 8.3 9.7875e+005 0.99 1187.8
33.244 135.34 47.169 4.5 9.848e+005 1 1581.6
49.618 195 18.793 28.7 9.2996e+005 0.98 1635.4
16.815 196.97 22.255 24.3 9.6305e+005 0.99 1895
16.96 181.2 29.437 9.3 9.7773e+005 0.99 1829.7
54.561 110.43 16.143 30.1 9.0134e+005 0.97 906.8
25.025 165.88 5.5479 21.1 8.6271e+005 0.98 1386.1
0.14216 180.71 18.835 27 9.5058e+005 0.98 1738.9
45.021 123.57 38.862 6.7 9.8083e+005 1 1374.9
59.66 190.94 30.938 38.1 8.728e+005 0.94 698.9
43.598 108.22 43.715 5.8 9.8275e+005 1 1298.9
54.995 178.17 7.8764 20.1 8.5482e+005 0.98 1034
53.683 142.71 42.2 6.7 9.8134e+005 1 1491.1
14.946 157.14 17.744 29.4 9.4239e+005 0.98 1511.4
20.649 171.03 7.0342 20.5 8.7684e+005 0.99 1477.7
15.058 145.26 46.082 4.1 9.8545e+005 1 1679.3
3.4117 159.86 43.131 4.1 9.852e+005 1 1784.9
9.2208 145.14 47.027 3.8 9.8593e+005 1 1689.8
41.652 138.01 8.2241 23 8.7406e+005 0.98 1161.8
44.899 177.23 9.7939 21.5 8.8766e+005 0.99 1475.4
2.9196 139.99 5.3021 21.7 8.5892e+005 0.98 1206
7.6051 170.89 30.739 7.5 9.7961e+005 1 1757.7
6.0575 157.23 33.566 5.9 9.8146e+005 1 1668.9
20.266 145.67 9.1346 22.5 8.8853e+005 0.98 1294.3
15.96 181.85 39.81 4.9 9.8371e+005 1 1934.9
57.437 155.1 43.328 7.2 9.8049e+005 1 1499.8
40.95 137.03 3.5623 23.2 8.3149e+005 0.98 1067.1
1.7357 122.2 35.678 5.7 9.8234e+005 1 1387.2
34.206 132.68 48.806 4.4 9.8518e+005 1 1573.5
44.853 120.77 8.348 24 8.6984e+005 0.98 1008.4
3.3941 132.24 37.79 5.2 9.8323e+005 1 1494
30.373 179.24 19.435 27.2 9.4631e+005 0.98 1680.9
5.3326 152.57 45.708 3.8 9.8578e+005 1 1744.7
11.004 170 29.303 8.9 9.781e+005 0.99 1733
14.348 168.66 26.368 15.5 9.7415e+005 0.99 1694.8
50.021 193.17 36.893 7.7 9.7955e+005 1 1861.3
22.226 136.74 20.198 28.7 9.5042e+005 0.98 1353.4
25.016 154.06 30.268 9.8 9.7737e+005 0.99 1591.2
8.3586 172.63 32.203 6.6 9.8059e+005 1 1785.8
35.989 133.44 16.009 30 9.2297e+005 0.98 1251.3
31.554 157.53 32.908 7.9 9.7897e+005 1 1632.5
29.275 163.78 43.532 4.8 9.841e+005 1 1793.1
56.614 157.94 14.556 24.3 8.9037e+005 0.98 1079.9
57.751 102.56 40.655 10.1 9.7782e+005 0.99 1094.2
29.768 131.51 48.316 4.3 9.8522e+005 1 1564.2
39.259 148.83 30.832 11 9.7626e+005 0.99 1530.1
34.455 184.38 34.136 7.2 9.798e+005 1 1867.6
22.578 141.32 44.378 4.5 9.8457e+005 1 1622.4
38.464 148.13 33.212 8.5 9.7844e+005 0.99 1548.3
16.072 186.85 46.087 3.9 9.8567e+005 1 2038.1
26.708 150.95 11.728 24 9.0371e+005 0.98 1351.6
57.099 115.78 44.345 7.1 9.8089e+005 0.99 1250.6
5.3965 192.41 36.014 5.2 9.8283e+005 1 1998
52.383 134.53 15.753 27.9 9.0645e+005 0.97 1107.1
9.8169 152.66 34.236 6 9.8147e+005 1 1631.7
1.6587 100.37 32.651 7.6 9.8022e+005 0.99 1168.7
57.858 165.8 3.1015 97.5 7.0224e+005 0.73 426.3
22.571 173.14 20.631 26.2 9.5445e+005 0.98 1668.1
52.503 101.64 17.036 32.3 9.0912e+005 0.96 899.2
42.391 133.01 37.543 6.8 9.8058e+005 1 1451.9
46.842 101.95 42.956 6.3 9.8196e+005 0.99 1226
25.084 161.72 35.527 6.1 9.8118e+005 1 1706.5
38.969 196.95 31.518 9.3 9.7749e+005 1 1938.8
56.32 165.06 41.766 7.2 9.8048e+005 1 1599
39.14 191.62 39.09 5.8 9.8211e+005 1 1967.9
18.391 164.5 0.028258 44 7.1993e+005 0.95 975.6
0.75081 162.46 7.0276 20.3 8.7722e+005 0.99 1430
57.463 193.78 5.8805 24.1 8.2516e+005 0.97 777.1
8.4621 142.56 32.517 6.9 9.8042e+005 1 1529.2
48.989 133.45 22.363 31.5 9.4526e+005 0.97 1248.4
14.245 112.04 14.685 29.5 9.1936e+005 0.97 1078.5
46.897 122.25 25.501 27.9 9.5957e+005 0.98 1216.1
39.764 124.74 37.24 6.8 9.8051e+005 1 1387.6
22.692 138.27 0.15862 29.8 7.6231e+005 0.97 964.4
38.431 133.97 25.874 25 9.6616e+005 0.98 1358.9
6.2593 143.84 30.687 7.9 9.7937e+005 0.99 1525.4
16.295 144.94 18.304 29.9 9.4379e+005 0.98 1411.7
31.454 137.2 44.142 4.8 9.8408e+005 1 1570.1
30.806 166.03 36.291 6.2 9.8116e+005 1 1738.3
4.6508 119.56 5.3575 23 8.5593e+005 0.98 1031.4
2.8692 140.21 11.236 24.3 9.0322e+005 0.98 1291.4
15.13 155.6 32.37 7.1 9.7999e+005 1 1637.7
11.689 131.27 19.937 28.9 9.5147e+005 0.98 1308.6
40.649 186.81 1.5604 20.5 8.1261e+005 0.98 1343.7
43.738 156.31 12.927 25.1 9.0463e+005 0.98 1370.3
36.979 158.57 2.746 21.3 8.2744e+005 0.98 1211.3
36.251 148.07 34.99 7.2 9.7986e+005 1 1568.7
34.37 162.09 11.366 23 8.9981e+005 0.98 1421.6
23.967 183.53 44.785 4.3 9.849e+005 1 1985.6
2.492 122.56 28.753 10.9 9.7748e+005 0.99 1325.4
18.913 135.01 42.433 4.7 9.8413e+005 1 1553.6
4.0397 151.01 17.574 30.4 9.4253e+005 0.98 1467.2
16.452 107.74 4.0562 25.1 8.3781e+005 0.97 899.3
54.07 151.87 19.175 31 9.226e+005 0.97 1259.1
0.5741 179.08 37.481 4.9 9.8359e+005 1 1900
47.596 190.34 7.236 20 8.627e+005 0.98 1299
29.004 167.81 38.229 5.7 9.8217e+005 1 1776.2
41.057 185.19 31.028 10.2 9.7675e+005 0.99 1829.4
47.516 169.78 27.671 24.5 9.6722e+005 0.98 1597
9.443 174.21 10.224 22 9.0126e+005 0.99 1551.4
22.393 111.74 11.577 27 8.9807e+005 0.97 1032.7
29.854 115.88 24.23 27.1 9.6176e+005 0.98 1198.7
1.2983 193.81 40.673 4.3 9.8468e+005 1 2058.1
27.917 171.3 22.047 25.7 9.5794e+005 0.98 1647.2
34.291 192.61 35.809 6.4 9.8085e+005 1 1953.1
0.93149 172.1 0.016205 11.6 6.324e+005 0.99 1378.7
26.123 170.17 14.096 27 9.1967e+005 0.98 1550.8
44.3 129.95 1.0574 25.1 7.8255e+005 0.97 884.4
12.11 119.78 5.9267 22.5 8.6192e+005 0.98 1028.6
21.066 190.85 1.275 19.8 8.1156e+005 0.99 1491.9
19.791 133.61 13.198 26.8 9.1227e+005 0.98 1245.1
36.95 118.82 3.8857 24.5 8.3236e+005 0.97 941.6
48.719 108.35 3.7333 29.9 8.0936e+005 0.95 675.7
44.046 107.23 45.152 5.6 9.8319e+005 1 1302.5
42.56 178.17 19.809 27.8 9.4372e+005 0.98 1649.8
1.5749 138.48 41.536 4.3 9.847e+005 1 1584.7
25.123 159.41 28.961 11.2 9.7625e+005 0.99 1624.2
12.139 124.89 35.828 5.9 9.8182e+005 1 1406.2
52.479 103.71 42.671 6.9 9.812e+005 0.99 1210.3
36.942 130.94 4.0554 23.3 8.3779e+005 0.98 1040.1
40.357 193.82 43.173 5 9.8371e+005 1 2022.5
4.7624 139.3 40.496 4.5 9.8426e+005 1 1580.4
43.897 178.98 26.495 24 9.6768e+005 0.99 1718
41.396 163.07 44.511 5 9.8392e+005 1 1773.8
34.896 184.13 6.1238 20 8.673e+005 0.99 1504.6
4.7757 148.95 29.145 9.4 9.7817e+005 0.99 1556.6
8.7903 116.47 17.22 32.6 9.3599e+005 0.97 1153.6
30.17 104.17 41.37 5.7 9.8264e+005 1 1264.5
21.173 139.17 23.63 25.3 9.6424e+005 0.98 1407.8
11.075 122.29 18.914 31.7 9.4568e+005 0.97 1222.6
20.766 102.22 27.679 19 9.7323e+005 0.98 1131.7
23.084 110.34 9.1045 24.9 8.8114e+005 0.97 987.1
19.286 186.81 32.961 6.6 9.8036e+005 1 1909.7
18.995 153.68 40.096 5 9.835e+005 1 1692.5
41.053 125.4 12.486 26.4 8.9963e+005 0.98 1124.4
4.5825 116.06 21.074 29.4 9.5566e+005 0.97 1193.9
21.821 148.29 28.228 12.1 9.7579e+005 0.99 1530.9
40.131 139.28 46.554 4.8 9.8432e+005 1 1597.8
44.1 165.05 19.228 29.3 9.3914e+005 0.98 1526.3
28.724 197.6 10.544 21.9 9.0009e+005 0.99 1711.8
29.31 186.36 6.5295 19.9 8.7262e+005 0.99 1547.2
12.799 115.31 41.439 4.9 9.839e+005 1 1377
12.36 132.76 29.578 9.6 9.7765e+005 0.99 1414.8
2.766 191.9 3.3987 20.7 8.4368e+005 0.99 1611.4
13.153 166.36 30.007 8.4 9.7852e+005 1 1708.2
40.533 111 5.5334 25.6 8.4629e+005 0.97 908.4
5.5436 170.24 0.35675 27.8 7.3044e+005 0.98 1309.7
59.632 120.86 0.59946 17 64009 0 27.7
53.388 148.25 44.579 6 9.825e+005 1 1563.1
20.416 123.16 13.73 27.7 9.1397e+005 0.98 1161
58.565 199.39 13.825 20.4 8.6914e+005 0.98 967.5
36.788 139.76 23.441 26.8 9.5876e+005 0.98 1384.2
34.962 102.07 32.695 10.1 9.773e+005 0.99 1159.9
34.45 196.64 2.4958 19.4 8.3297e+005 0.99 1486.7
19.745 166.12 23.791 23.9 9.6646e+005 0.99 1643.8
34.241 146.02 19.042 30.3 9.4137e+005 0.98 1396.8
2.4765 125.25 37.944 5.2 9.8328e+005 1 1435
2.6572 124.71 35.069 5.9 9.8201e+005 1 1402.9
14.088 149.46 29.353 9.7 9.7754e+005 0.99 1556.5
31.048 181.57 34.215 6.9 9.801e+005 1 1848.2
14.765 118.53 33.684 6.9 9.8035e+005 0.99 1330.4
1.0436 107.97 43.455 4.2 9.8502e+005 1 1337.5
44.334 155.8 9.3874 22.7 8.8312e+005 0.98 1305.4
1.767 121.53 36.459 5.5 9.8273e+005 1 1388.9
4.1636 183.99 47.178 3.6 9.8638e+005 1 2032.5
57.771 174.68 25.36 31.9 9.3849e+005 0.98 1357.3
46.632 139.52 44.774 5.4 9.8335e+005 1 1551.9
22.447 152.45 27.365 15 9.743e+005 0.99 1558.2
1.7105 179.08 16.008 29.2 9.3597e+005 0.98 1698.2
15.546 153.34 26.424 16.7 9.7366e+005 0.99 1563.5
43.796 102.47 41.646 6.4 9.817e+005 0.99 1230.4
37.467 135.89 11.859 25 8.9881e+005 0.98 1209.7
58.831 148.91 35.884 28.8 9.6278e+005 0.98 1215.8
30.778 182.39 47.652 4.1 9.8539e+005 1 1987.2
36.218 164.61 17.849 29.5 9.3613e+005 0.98 1536.9
23.086 151.98 34.99 6.3 9.8098e+005 1 1623.6
40.373 144.4 8.7236 22.9 8.7934e+005 0.98 1226.3
19.677 198.41 14.363 26.8 9.2542e+005 0.99 1826.3
57.263 122.14 17.621 29.5 9.0162e+005 0.97 922.5
2.9543 165.85 42.129 4.2 9.8494e+005 1 1827.8
53.314 124.97 42.014 6.8 9.8116e+005 0.99 1360.5
40.487 120.55 13.113 27.2 9.0289e+005 0.97 1094.7
7.5329 142.33 24.148 23.5 9.6891e+005 0.98 1449.1
33.528 144.31 2.3473 22.6 8.2098e+005 0.98 1091.4
50.06 133.32 11.034 24.3 8.8136e+005 0.98 1037.3
34.052 139 11.864 24.6 9.003e+005 0.98 1239.1
35.576 180.72 21.917 25.9 9.5541e+005 0.98 1711.7
16.256 160.06 34.541 6.1 9.8125e+005 1 1696.3
38.395 148.02 9.2221 22.9 8.8362e+005 0.98 1267.3
9.4879 141.89 4.8303 21.5 8.5644e+005 0.98 1193.2
6.6974 155.73 0.30915 27.5 7.2597e+005 0.98 1182.4
9.5335 106.99 38.849 5.5 9.8295e+005 1 1281.3
7.1229 127.05 21.272 27.9 9.5748e+005 0.98 1288.3
47.367 199.47 14.124 24.7 9.081e+005 0.98 1606.1
6.4126 186.57 0.28548 26.4 7.2734e+005 0.98 1435.1
54.213 172.74 14.663 24 8.9831e+005 0.98 1264.9
38.841 147.42 1.8458 22.9 8.0847e+005 0.98 1083
11.657 163.03 28.096 10.7 9.7679e+005 0.99 1661.5
43.857 133.13 12.178 25.6 8.9734e+005 0.98 1169.7
40.884 160.49 21.427 27.5 9.5082e+005 0.98 1528.4
8.6127 185.51 49.892 3.5 9.8686e+005 1 2066.8
41.611 156.41 8.0311 22.2 8.7558e+005 0.98 1306
56.404 196.86 16.372 24.3 9.0178e+005 0.98 1352.9
19.028 184.01 4.8384 20.1 8.6036e+005 0.99 1549.7
35.396 111.87 38.512 6.3 9.8127e+005 1 1297.5
14.643 164.06 1.9326 21.3 8.2161e+005 0.98 1310.3
57.592 130.86 11.831 24.4 8.6736e+005 0.97 814.2
30.183 155.32 49.52 4 9.8573e+005 1 1777.4
57.184 125.66 27.971 31.1 9.5332e+005 0.97 1136.9
18.76 159.48 45.462 4.2 9.852e+005 1 1793.9
50.215 115.01 47.152 5.5 9.835e+005 1 1357.3
6.4982 194.93 44.898 3.8 9.8576e+005 1 2103.2
41.552 198.81 4.7748 20.2 8.5502e+005 0.99 1570.3
45.7 126.29 34.437 9 9.7804e+005 0.99 1351
20.004 133.87 11.878 25.1 9.0431e+005 0.98 1230.7
32.032 164.11 31.996 8.6 9.7825e+005 0.99 1678.4
36.532 147.44 38.595 6.1 9.8168e+005 1 1597.3
55.854 108.66 34.784 15.6 9.7444e+005 0.99 1132.9
35.497 199.34 45.602 4.5 9.8472e+005 1 2104
53.372 174.42 33.305 13.4 9.7522e+005 0.99 1633.7
28.085 195.19 43.655 4.6 9.844e+005 1 2063
33.947 105.42 7.5706 25 8.6541e+005 0.97 902.8
45.802 125.12 44.059 5.6 9.8298e+005 1 1433.4
14.182 160.3 0.034851 41.4 7.2825e+005 0.96 975.5
25.788 148.55 26.835 18.3 9.729e+005 0.99 1511
18.343 141.65 42.877 4.6 9.8438e+005 1 1615.7
23.927 195.96 17.226 27.5 9.3944e+005 0.98 1826.3
40.194 156.84 46.437 4.7 9.8446e+005 1 1744.3
26.47 188.5 13.851 26.3 9.1987e+005 0.98 1701.3
22.635 105.41 39.894 5.7 9.8259e+005 1 1270.3
8.0758 144.14 5.348 21.8 8.6058e+005 0.98 1224.9
51.548 115.87 13.111 27.1 8.8999e+005 0.97 943.5
15.536 184.79 40.102 4.8 9.8387e+005 1 1963.3
55.911 111.74 39.176 9.2 9.7851e+005 0.99 1198.3
14.468 164.92 6.4934 20.2 8.7367e+005 0.99 1420.1
6.1203 136.25 7.8917 22.6 8.8035e+005 0.98 1207
15.271 170.66 35.821 5.7 9.82e+005 1 1800.3
32.087 183.54 47.317 4.2 9.8525e+005 1 1991.8
31.89 102.67 42.249 5.6 9.8286e+005 1 1258.3
0.83835 140.71 39.599 4.6 9.8412e+005 1 1586
53.548 191.54 22.457 29.5 9.4147e+005 0.98 1594.4
56.96 111.9 40.972 8.8 9.7904e+005 0.99 1193.4
45.574 178.06 17.78 28.9 9.3178e+005 0.98 1599.7
26.082 194.33 12.932 25.2 9.1505e+005 0.99 1735.9
36.182 169.22 12.161 24.1 9.0468e+005 0.98 1491.1
48.585 183.45 31.105 13.9 9.7467e+005 0.99 1732.9
23.834 141.44 2.0006 22.8 8.1308e+005 0.98 1115.5
15.783 197.02 13.105 25.7 9.1896e+005 0.99 1794.6
54.325 121.92 49.611 5.4 9.8389e+005 1 1400.5
9.4575 174.01 16.963 28.7 9.4089e+005 0.98 1648.3
30.16 147.84 24.616 24.9 9.651e+005 0.98 1471.8
22.041 198.86 42.937 4.4 9.8455e+005 1 2104.5
10.829 154.9 20.3 26.7 9.5487e+005 0.98 1514.9
19.207 126.75 37.018 6 9.8185e+005 1 1430.4
45.636 184.01 33.331 8.7 9.7799e+005 1 1810.4
27.202 156.46 28.666 12 9.7569e+005 0.99 1591.6
2.4552 131.23 1.726 26.8 7.9797e+005 0.97 1053.1
41.241 127.38 3.3914 24.1 8.2639e+005 0.98 987.2
17.359 141.41 21.156 27.1 9.5616e+005 0.98 1406.5
4.9069 196.08 13.012 26 9.1963e+005 0.99 1800.3
38.337 121.06 18.729 33 9.3551e+005 0.97 1180.4
2.1291 116.71 10.146 25.2 8.9259e+005 0.98 1072.8
29.883 176.3 1.2771 19.7 8.135e+005 0.98 1301.6
47.391 124.51 13.056 26.7 8.9553e+005 0.97 1047.8
34.871 108.49 18.995 34.3 9.3603e+005 0.97 1081.2
21.16 198.92 45.117 4.1 9.8525e+005 1 2127.5
58.368 149.13 39.802 12.6 9.7612e+005 0.99 1342.8
54.626 119.69 23.995 33.9 9.4397e+005 0.97 1108.7
42.018 129.21 5.1897 23.6 8.4727e+005 0.98 1040.4
27.41 120.02 39.283 5.7 9.8231e+005 1 1383.3
21.641 141.75 26.172 20.6 9.7206e+005 0.99 1457.9
36.968 107.5 0.32115 42.9 7.4197e+005 0.93 670.3
9.5499 167.57 23.009 24 9.659e+005 0.99 1651.3
18.837 146.41 33.113 6.9 9.8017e+005 1 1563.6
36.032 154.96 25.815 24.1 9.6768e+005 0.98 1539.1
7.4453 149.05 39.696 4.7 9.8395e+005 1 1654.9
22.052 199.72 15.516 27.5 9.314e+005 0.98 1848.2
57.977 188.16 8.7544 21.5 8.4623e+005 0.97 861.1
53.973 122.14 34.357 13.1 9.7548e+005 0.99 1252.2
45.506 196.05 8.036 20.3 8.7768e+005 0.99 1578.8
2.6247 182.23 15.138 28.5 9.3124e+005 0.98 1714.4
42.696 132.57 29.144 17.6 9.7294e+005 0.99 1368.9
39.636 103.16 28.429 23.4 9.7067e+005 0.98 1126.3
15.349 186.22 9.7652 21.2 8.9778e+005 0.99 1650.5
32.089 197.56 9.0498 19.7 8.8939e+005 0.99 1668.2
49.786 102.89 1.089 92.8 6.4142e+005 0.69 353.9
34.821 147.89 30.248 11.3 9.7613e+005 0.99 1523.5
20.722 149.63 1.9745 22.2 8.1556e+005 0.98 1190.3
44.515 153.84 5.7386 21.6 8.5552e+005 0.98 1224.6
