x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 y1  
0.10469 40 6.41 1 0.447 7.267 49 4.7872 4 254 17.6 389.25 6.05 33.2
0.06263 0 11.93 0 0.573 6.593 69.1 2.4786 1 273 21 391.99 9.67 22.4
13.913 0 18.1 0 0.713 6.208 95 2.2222 24 666 20.2 100.63 15.17 11.7
4.8357 0 18.1 0 0.583 5.905 53.2 3.1523 24 666 20.2 388.22 11.45 20.6
0.21719 0 10.59 1 0.489 5.807 53.8 3.6526 4 277 18.6 390.94 16.03 22.4
0.16439 22 5.86 0 0.431 6.433 49.1 7.8265 7 330 19.1 374.71 9.52 24.5
0.03551 25 4.86 0 0.426 6.167 46.7 5.4007 4 281 19 390.64 7.51 22.9
0.10574 0 27.74 0 0.609 5.983 98.8 1.8681 4 711 20.1 390.11 18.07 13.6
0.2909 0 21.89 0 0.624 6.174 93.6 1.6119 4 437 21.2 388.08 24.16 14
2.2424 0 19.58 0 0.605 5.854 91.8 2.422 5 403 14.7 395.11 11.64 22.7
3.535 0 19.58 1 0.871 6.152 82.6 1.7455 5 403 14.7 88.01 15.02 15.6
0.05302 0 3.41 0 0.489 7.079 63.1 3.4145 2 270 17.8 396.06 5.7 28.7
0.03466 35 6.06 0 0.4379 6.031 23.3 6.6407 1 304 16.9 362.25 7.83 19.4
0.00632 18 2.31 0 0.538 6.575 65.2 4.09 1 296 15.3 396.9 4.98 24
3.5687 0 18.1 0 0.58 6.437 75 2.8965 24 666 20.2 393.37 14.36 23.2
0.03705 20 3.33 0 0.4429 6.968 37.2 5.2447 5 216 14.9 392.23 4.59 35.4
6.3931 0 18.1 0 0.584 6.162 97.4 2.206 24 666 20.2 302.76 24.1 13.3
0.03041 0 5.19 0 0.515 5.895 59.6 5.615 5 224 20.2 394.81 10.56 18.5
0.07151 0 4.49 0 0.449 6.121 56.8 3.7476 3 247 18.5 395.15 8.44 22.2
0.04527 0 11.93 0 0.573 6.12 76.7 2.2875 1 273 21 396.9 9.08 20.6
11.108 0 18.1 0 0.668 4.906 100 1.1742 24 666 20.2 396.9 34.77 13.8
0.18836 0 6.91 0 0.448 5.786 33.3 5.1004 3 233 17.9 396.9 14.15 20
0.06047 0 2.46 0 0.488 6.153 68.8 3.2797 3 193 17.8 387.11 13.15 29.6
6.6549 0 18.1 0 0.713 6.317 83 2.7344 24 666 20.2 396.9 13.99 19.5
5.67 0 18.1 1 0.631 6.683 96.8 1.3567 24 666 20.2 375.33 3.73 50
12.247 0 18.1 0 0.584 5.837 59.7 1.9976 24 666 20.2 24.65 15.69 10.2
4.0974 0 19.58 0 0.871 5.468 100 1.4118 5 403 14.7 396.9 26.42 15.6
0.06129 20 3.33 1 0.4429 7.645 49.7 5.2119 5 216 14.9 377.07 3.01 46
5.7312 0 18.1 0 0.532 7.061 77 3.4106 24 666 20.2 395.28 7.01 25
0.01432 100 1.32 0 0.411 6.816 40.5 8.3248 5 256 15.1 392.9 3.95 31.6
0.62739 0 8.14 0 0.538 5.834 56.5 4.4986 4 307 21 395.62 8.47 19.9
0.17134 0 10.01 0 0.547 5.928 88.2 2.4631 6 432 17.8 344.91 15.76 18.3
0.1415 0 6.91 0 0.448 6.169 6.6 5.7209 3 233 17.9 383.37 5.81 25.3
0.04417 70 2.24 0 0.4 6.871 47.4 7.8278 5 358 14.8 390.86 6.07 24.8
0.80271 0 8.14 0 0.538 5.456 36.6 3.7965 4 307 21 288.99 11.69 20.2
1.1929 0 21.89 0 0.624 6.326 97.7 2.271 4 437 21.2 396.9 12.26 19.6
0.01301 35 1.52 0 0.442 7.241 49.3 7.0379 1 284 15.5 394.74 5.49 32.7
0.05602 0 2.46 0 0.488 7.831 53.6 3.1992 3 193 17.8 392.63 4.45 50
0.13158 0 10.01 0 0.547 6.176 72.5 2.7301 6 432 17.8 393.3 12.04 21.2
0.11069 0 13.89 1 0.55 5.951 93.8 2.8893 5 276 16.4 396.9 17.92 21.5
0.02177 82.5 2.03 0 0.415 7.61 15.7 6.27 2 348 14.7 395.38 3.11 42.3
9.187 0 18.1 0 0.7 5.536 100 1.5804 24 666 20.2 396.9 23.6 11.3
0.09252 30 4.93 0 0.428 6.606 42.2 6.1899 6 300 16.6 383.78 7.37 23.3
38.352 0 18.1 0 0.693 5.453 100 1.4896 24 666 20.2 396.9 30.59 5
0.0187 85 4.15 0 0.429 6.516 27.7 8.5353 4 351 17.9 392.43 6.36 23.1
0.12083 0 2.89 0 0.445 8.069 76 3.4952 2 276 18 396.9 4.21 38.7
1.6286 0 21.89 0 0.624 5.019 100 1.4394 4 437 21.2 396.9 34.41 14.4
2.331 0 19.58 0 0.871 5.186 93.8 1.5296 5 403 14.7 356.99 28.32 17.8
25.046 0 18.1 0 0.693 5.987 100 1.5888 24 666 20.2 396.9 26.77 5.6
0.07165 0 25.65 0 0.581 6.004 84.1 2.1974 2 188 19.1 377.67 14.27 20.3
0.10793 0 8.56 0 0.52 6.195 54.4 2.7778 5 384 20.9 393.49 13 21.7
7.7522 0 18.1 0 0.713 6.301 83.7 2.7831 24 666 20.2 272.21 16.23 14.9
0.09068 45 3.44 0 0.437 6.951 21.5 6.4798 5 398 15.2 377.68 5.1 37
0.54011 20 3.97 0 0.647 7.203 81.8 2.1121 5 264 13 392.8 9.59 33.8
0.12579 45 3.44 0 0.437 6.556 29.1 4.5667 5 398 15.2 382.84 4.56 29.8
0.21977 0 6.91 0 0.448 5.602 62 6.0877 3 233 17.9 396.9 16.2 19.4
4.5419 0 18.1 0 0.77 6.398 88 2.5182 24 666 20.2 374.56 7.79 25
0.5405 20 3.97 0 0.575 7.47 52.6 2.872 5 264 13 390.3 3.16 43.5
0.06076 0 11.93 0 0.573 6.976 91 2.1675 1 273 21 396.9 5.64 23.9
2.924 0 19.58 0 0.605 6.101 93 2.2834 5 403 14.7 240.16 9.81 25
9.3906 0 18.1 0 0.74 5.627 93.9 1.8172 24 666 20.2 396.9 22.88 12.8
0.3494 0 9.9 0 0.544 5.972 76.7 3.1025 4 304 18.4 396.24 9.97 20.3
8.2006 0 18.1 0 0.713 5.936 80.3 2.7792 24 666 20.2 3.5 16.94 13.5
0.05646 0 12.83 0 0.437 6.232 53.7 5.0141 5 398 18.7 386.4 12.34 21.2
0.09065 20 6.96 1 0.464 5.92 61.5 3.9175 3 223 18.6 391.34 13.65 20.7
1.3428 0 19.58 0 0.605 6.066 100 1.7573 5 403 14.7 353.89 6.43 24.3
8.7167 0 18.1 0 0.693 6.471 98.8 1.7257 24 666 20.2 391.98 17.12 13.1
0.07978 40 6.41 0 0.447 6.482 32.1 4.1403 4 254 17.6 396.9 7.19 29.1
0.02985 0 2.18 0 0.458 6.43 58.7 6.0622 3 222 18.7 394.12 5.21 28.7
0.1676 0 7.38 0 0.493 6.426 52.3 4.5404 5 287 19.6 396.9 7.2 23.8
8.1517 0 18.1 0 0.7 5.39 98.9 1.7281 24 666 20.2 396.9 20.85 11.5
0.0566 0 3.41 0 0.489 7.007 86.3 3.4217 2 270 17.8 396.9 5.5 23.6
0.22188 20 6.96 1 0.464 7.691 51.8 4.3665 3 223 18.6 390.77 6.58 35.2
0.88125 0 21.89 0 0.624 5.637 94.7 1.9799 4 437 21.2 396.9 18.34 14.3
0.33147 0 6.2 0 0.507 8.247 70.4 3.6519 8 307 17.4 378.95 3.95 48.3
0.6147 0 6.2 0 0.507 6.618 80.8 3.2721 8 307 17.4 396.9 7.6 30.1
6.2881 0 18.1 0 0.74 6.341 96.4 2.072 24 666 20.2 318.01 17.79 14.9
0.03502 80 4.95 0 0.411 6.861 27.9 5.1167 4 245 19.2 396.9 3.33 28.5
0.15038 0 25.65 0 0.581 5.856 97 1.9444 2 188 19.1 370.31 25.41 17.3
6.7177 0 18.1 0 0.713 6.749 92.6 2.3236 24 666 20.2 0.32 17.44 13.4
0.22969 0 10.59 0 0.489 6.326 52.5 4.3549 4 277 18.6 394.87 10.97 24.4
0.61154 20 3.97 0 0.647 8.704 86.9 1.801 5 264 13 389.7 5.12 50
2.8184 0 18.1 0 0.532 5.762 40.3 4.0983 24 666 20.2 392.92 10.42 21.8
0.49298 0 9.9 0 0.544 6.635 82.5 3.3175 4 304 18.4 396.9 4.54 22.8
