x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10  
3.1207 7.8368 13.83 9.2584 4.5119 12.85 5.5226 0.34232 0.79543 0.53141 0.025621 0.017152 0.0427 17.334 13.502 11.656 0.35179 1.36e-005 0.0006652 0.093568 2.4022 0.14539 2.2122 2.6424 1.4948 7.5087 4.0431 0.020564 2.2792 1.3308
6.0786 9.5661 14.137 10.94 12.416 8.5409 11.726 1.8188 1.6567 0.054664 0.059331 0.11701 0.0013708 7.6485 13.446 13.699 0.33518 1.33e-005 0.00041015 0.0073167 2.548 0.24476 2.2658 2.0641 0.71691 7.8743 3.6854 0.28674 2.7207 1.2048
12.981 10.052 12.343 8.1967 5.4788 10.828 10.919 0.46593 0.46448 1.248 0.0096408 0.038926 0.048091 20.637 15.001 11.178 0.31358 5.77e-005 0.0048781 0.006241 2.5759 0.41212 2.1217 1.9971 0.64601 7.8805 3.732 0.24827 2.8627 1.3568
10.457 14.2 14.984 5.6205 2.5005 9.1409 13.7 0.78134 0.62616 1.4568 0.074443 0.041498 0.079796 17.604 2.6204 9.6899 0.36831 8.03e-006 0.0086414 0.073649 1.9137 0.3525 2.1231 1.166 2.5593 7.3723 5.1234 0.056462 2.728 1.0134
3.7596 14.671 7.3476 12.195 10.935 5.6563 13.747 0.54935 0.33439 0.38773 0.036305 0.0068242 0.037041 39.5 18.598 5.6851 0.34973 6.59e-005 0.00059597 0.044932 2.4974 0.42272 2.1258 2.4645 1.1651 7.6237 3.9444 0.16627 2.9227 1.3493
5.1021 14.446 4.186 4.7138 1.9457 14.486 14.814 0.86257 1.8139 0.8564 0.056794 0.055835 0.034107 8.7466 118.72 13.106 0.32286 1.34e-005 0.0084397 0.064473 2.611 0.21215 2.1208 1.6312 0.75982 7.772 3.8891 0.11744 2.7401 1.4663
10.801 16.228 2.1198 11.307 9.0896 1.1798 7.4464 1.0093 0.62314 1.4837 0.026584 0.038719 0.034253 13.765 27.871 4.6678 0.31749 1.85e-005 0.0047928 0.03112 2.5392 0.37649 2.1909 1.8288 0.89532 7.8229 3.8487 0.23301 2.885 1.4009
4.3201 14.629 14.847 3.0002 14.993 8.9505 5.7101 1.4132 0.90223 1.5437 0.073749 0.072703 0.10218 6.5755 7.8034 7.3062 0.34659 4.8e-005 0.008486 0.013798 2.1118 0.22128 2.14 2.8441 1.2446 7.5865 3.6814 0.34834 2.2033 1.0732
6.5618 8.5654 3.4739 3.7281 9.6733 5.6816 8.885 0.54626 1.9304 1.6411 0.019182 0.039297 0.098251 1.6544 1.5862 6.9789 0.36216 9.88e-005 0.0016208 0.029186 1.3837 0.13476 2.5278 0.78746 4.0243 6.3412 5.6702 0.033285 2.4443 0.95479
9.3016 16.682 10.044 9.0536 11.675 5.2789 3.6464 0.85852 1.8206 1.2227 0.0094017 0.071282 0.020396 7.0802 5.0244 9.3147 0.32193 4.93e-005 0.0058159 0.046184 1.8134 0.15118 2.2865 1.8438 3.3226 7.0785 4.7803 0.36441 2.5213 1.1671
10.389 15.46 11.444 14.403 11.59 3.75 14.717 0.079684 1.216 0.95335 0.0045943 0.067545 0.092543 38.623 6.9781 12.481 0.30799 4.15e-005 0.0049092 0.057157 2.1973 0.42234 2.1282 3.019 2.111 7.2094 4.1892 0.32747 2.7387 1.3091
7.4033 6.0314 4.8346 9.7423 3.8346 8.0737 11.904 1.0882 0.50415 1.7878 0.023613 0.029668 0.11607 35.831 55.438 2.4785 0.31037 5.74e-005 0.0017945 0.056242 2.6563 0.41952 2.1175 1.6544 0.58933 7.8276 3.8471 0.12187 2.812 1.4817
6.0168 14.181 9.9912 13.409 10.331 10.655 12.361 1.758 1.766 1.3608 0.075643 0.023211 0.12686 95.056 11.563 27.988 0.31418 3.15e-005 0.0057657 0.063043 2.351 0.43264 2.1105 3.2373 1.5863 7.3646 4.016 0.21059 2.9998 1.3941
4.6086 7.3376 13.995 12.231 12.104 14.01 9.0674 1.6259 0.90957 0.73789 0.07385 0.075332 0.02166 5.9215 12.693 36.72 0.33115 7.62e-005 0.0071952 0.047962 2.2855 0.076828 2.394 2.3173 1.3486 7.7128 3.8584 0.12433 2.7399 1.4537
13.831 19.211 13.683 12.262 6.8308 1.8702 14.153 1.3312 0.90638 1.9019 0.071013 0.01871 0.090314 34.867 26.324 11.309 0.33972 6.15e-005 0.0093876 0.057198 2.4968 0.41785 2.1266 2.2992 0.87875 7.7699 3.8317 0.20919 2.8673 1.4212
13.608 15.618 12.294 4.2809 3.0514 1.4076 6.8828 1.825 0.12843 1.1433 0.042457 0.0087926 0.036557 7.387 36.136 54.436 0.31634 1.97e-005 0.0087138 0.080772 2.4 0.14984 2.1223 2.0013 0.98301 7.7794 3.8519 0.16037 2.8149 1.466
11.937 15.234 7.8219 11.268 9.4426 4.7976 12.967 0.50761 0.34612 1.5345 0.010336 0.011681 0.14596 4.0941 5.2089 14.242 0.31723 5.07e-005 0.0089433 0.061615 1.3666 0.10351 2.4335 0.72892 4.1305 6.3495 5.178 0.21521 2.7125 1.344
1.3276 13.291 13.988 9.3721 2.4902 7.7009 7.9612 1.4276 1.0777 0.68104 0.026543 0.080948 0.061358 29.91 12.175 20.493 0.36063 1.69e-005 0.0054029 0.043159 2.4125 0.39321 2.1292 3.1046 1.6535 7.5218 3.9708 0.14614 2.8464 0.97467
10.334 12.019 7.2696 6.3741 12.919 3.2382 11.166 1.7602 1.2063 1.3882 0.10006 0.10615 0.12394 0.089236 3.4833 26.497 0.36646 5.13e-005 0.0019177 0.096702 0.38986 0.001796 1.2392 3.73e-009 2.6043 1.0694 6.1359 6.26e-016 0.00027836 1.5818
4.1274 11.476 3.652 3.8626 4.9831 10.595 4.3258 1.7857 1.6955 1.3699 0.15928 0.082584 0.081547 28.495 8.4023 47.734 0.31198 4.6e-005 0.0013056 0.046351 2.2725 0.42663 2.1125 2.9954 1.8618 7.0723 4.2274 0.15945 2.9462 1.362
6.7639 18.206 6.1445 2.2197 3.2505 5.6391 6.4593 0.7045 1.5015 1.9994 0.015157 0.12059 0.085974 25.06 51.529 5.5589 0.30635 4.08e-005 0.00016058 0.0073067 2.6619 0.41362 2.105 1.5325 0.54052 7.8249 3.7622 0.15782 2.7864 1.3768
8.4536 6.2925 5.7716 6.1963 7.1132 5.0997 2.4201 0.37509 1.9022 1.2765 0.036252 0.1633 0.10079 19.992 11.052 17.42 0.34031 9.27e-005 0.0064247 0.027661 2.5253 0.41566 2.1168 2.0374 0.7123 7.8312 3.787 0.2057 3.0626 1.4279
1.1886 5.7685 13.423 1.6369 10.738 1.704 13.708 0.42656 0.67314 1.9035 0.01923 0.067091 0.08786 32.866 20.269 23.347 0.36587 1.24e-005 0.007274 0.047703 2.5998 0.40279 2.1047 2.2628 0.59593 7.8084 3.7652 0.080997 2.861 1.481
14.451 12.08 14.533 2.9983 2.9932 10.719 9.1812 1.4175 1.5352 0.25515 0.05244 0.1182 0.012329 23.353 42.433 65.617 0.32635 6.94e-006 0.008234 0.091835 2.5759 0.38869 2.1061 1.9829 0.6355 7.8053 3.797 0.14644 2.8279 1.4841
1.071 5.4004 8.976 10.154 10.707 11.01 7.5974 0.38735 1.1856 1.6908 0.038361 0.06804 0.07409 8.1482 64.679 69.621 0.32844 1.6e-005 0.0033574 0.024245 2.6635 0.18639 2.2314 1.5656 0.67133 7.8069 3.8243 0.12431 2.8177 1.4448
2.1104 17.99 2.584 2.2467 4.4469 11.516 2.3251 1.1391 0.52863 0.87109 0.07546 0.028979 0.045339 26.915 36.52 16.264 0.30676 7.52e-005 0.0086743 0.04072 2.5497 0.43888 2.1099 1.7238 0.89597 7.6475 3.8548 0.11976 2.8922 1.4682
8.1062 15.124 10.808 3.387 5.3115 12.572 9.4499 0.45472 1.9159 0.6446 0.028443 0.087514 0.0081826 13.398 15.268 30.967 0.30983 9.74e-005 0.0051533 0.05609 2.3558 0.2818 2.1167 2.7031 1.1714 7.5438 3.8539 0.21128 2.8285 1.3866
1.8541 7.1425 9.7359 13.761 12.471 2.1217 9.9601 1.9619 1.3642 0.73353 0.025762 0.023547 0.028749 16.263 2.749 19.271 0.34953 8.02e-005 0.0077155 0.084833 1.8914 0.096734 2.2335 0.65942 3.5895 5.3372 6.056 0.019086 1.9498 1.6088
4.0281 15.24 5.3372 12.852 4.7777 2.372 6.3967 0.67156 0.18095 1.1804 0.048652 0.0092082 0.10936 13.175 15.364 14.893 0.30175 3.89e-006 0.0099021 0.033162 2.3272 0.32233 2.216 2.3433 1.6878 7.5831 4.0282 0.23418 2.889 1.2749
13.281 15.951 5.7614 6.9547 2.639 8.2927 9.7126 1.9134 0.95317 0.59306 0.11683 0.092693 0.0316 9.5398 5.1442 16.655 0.36821 8.18e-006 0.007562 0.032074 1.899 0.36975 2.1538 2.7146 2.831 7.2401 4.2928 0.623 2.5849 1.1763
2.9566 18.131 6.7647 6.7764 13.591 3.988 6.5691 1.127 1.192 0.088736 0.043124 0.066231 0.00416 7.9108 17.986 12.313 0.32297 4.85e-005 0.0077987 0.099135 1.9158 0.0090267 2.2747 2.5196 2.9811 6.6861 4.6887 0.041118 2.0252 1.8425
12.519 19.032 14.942 7.5635 5.3267 7.4801 9.4862 0.37579 0.64379 1.0691 0.0078153 0.021684 0.024405 8.1213 49.8 7.5241 0.35549 2.18e-005 0.0082507 0.033973 2.5379 0.2698 2.2223 1.7531 0.70195 7.8423 3.8134 0.21174 2.7957 1.4126
1.4378 8.669 9.0708 5.9281 1.3861 8.4924 9.3993 1.2502 1.2306 1.391 0.059393 0.11706 0.094799 34.24 49.95 32.444 0.36238 2.89e-005 0.0072731 0.059999 2.6219 0.39464 2.1187 1.9421 0.69018 7.833 3.8663 0.11246 2.8841 1.3253
7.4719 15.268 10.79 1.0747 12.871 1.373 14.703 0.078603 1.3153 1.0758 0.00086182 0.05161 0.033685 16.373 1.4822 19.232 0.33999 8.7e-005 0.0074107 0.012134 2.1413 0.39762 2.1035 2.8245 2.075 7.5791 4.0456 0.92819 2.4604 1.2178
4.3572 6.3129 14.589 8.9599 1.4151 10.957 6.8503 1.6416 0.81578 1.2422 0.047436 0.064846 0.10676 21.348 4.643 1.1503 0.33171 3.16e-005 0.0018215 0.06994 2.2336 0.37562 2.3893 2.0056 1.6536 7.1804 4.0832 0.042391 2.3708 1.1615
8.077 18.155 14.425 8.5813 8.315 13.269 5.1253 1.3443 0.16323 1.5817 0.043934 0.0091572 0.038641 4.1877 39.885 21.257 0.35242 5.58e-005 0.0019026 0.017051 2.5703 0.17696 2.5054 1.6744 0.82373 7.8436 3.7827 0.24396 2.5405 1.352
7.5171 9.4509 2.4284 11.37 11.906 11.118 7.8802 1.0034 1.7248 1.8512 0.051095 0.16806 0.13286 6.3015 23.42 10.32 0.33167 2.12e-005 0.0050861 0.040203 2.4587 0.16179 2.2871 1.9079 1.3531 7.7756 3.9325 0.1986 2.8722 1.4857
3.9998 16.477 12.934 10.26 6.2134 9.3615 6.674 0.12881 0.81206 1.2184 0.010422 0.015793 0.070684 17.833 29.073 14.854 0.30964 8.58e-005 0.009596 0.045187 2.5037 0.31375 2.1679 2.1213 0.93584 7.8022 3.8624 0.15357 2.8464 1.3529
3.0098 16.408 1.5068 11.53 11.015 1.3555 14.08 0.67086 1.9848 1.8855 0.053541 0.089235 0.14402 45.39 26.15 21.92 0.3192 3.08e-005 0.0098026 0.039581 2.5156 0.46872 2.1267 2.0062 1.2048 7.6245 4.0493 0.090276 2.9495 1.543
5.46 19.522 11.75 3.5217 10.703 13.48 2.8869 1.0657 0.081346 0.47533 0.062712 0.0043126 0.038312 1.9779 70.643 6.2874 0.33408 4.02e-005 0.0036523 0.0059192 2.6143 0.060712 2.4906 1.4598 0.43956 7.825 3.7739 0.22135 2.5136 1.3778
14.456 12.138 3.1336 12.341 4.2972 9.42 14.515 0.6895 1.5151 0.76021 0.019014 0.14164 0.066448 3.1864 16.551 18.754 0.31143 9.97e-005 0.0070224 0.068995 1.9479 0.050387 2.7978 1.8931 2.9588 7.5658 4.036 0.21174 2.8707 1.5621
1.4771 8.2612 9.1458 7.8843 14.472 2.2256 8.9378 0.61652 0.3705 1.353 0.016656 0.030369 0.051813 13.656 148.04 26.671 0.31321 1.03e-005 0.0039034 0.051548 2.6715 0.18584 2.1743 1.5496 0.63105 7.7893 3.8664 0.11197 2.7361 1.4874
13.193 14.548 1.4722 9.8778 7.6069 9.4617 13.94 1.9863 1.7077 1.0299 0.093156 0.039667 0.035997 37.987 3.9829 24.951 0.32287 2.75e-005 0.0010775 0.0019774 2.3911 0.41238 2.1216 3.0132 2.0799 7.3325 3.6496 0.77863 2.2124 0.88927
3.9404 15.475 4.1243 4.42 13.384 7.1748 6.2976 1.785 1.4838 1.5017 0.13452 0.070693 0.048661 12.468 3.3046 11.955 0.34875 6.62e-005 0.0020447 0.019066 2.208 0.34276 2.1357 2.968 3.1259 7.2073 4.8258 0.43999 2.5311 0.76805
8.599 6.616 8.8749 3.6257 13.585 10.366 5.8719 1.5493 1.7352 1.4957 0.1523 0.099283 0.11487 29.252 24.682 10.423 0.33577 5.06e-005 0.0074705 0.037281 2.6133 0.43028 2.1064 1.8267 0.5613 7.8524 3.7753 0.13236 2.9276 1.4802
14.799 15.78 2.633 11.187 14.001 6.5389 7.1412 1.2574 0.13017 1.7635 0.058247 0.008168 0.033387 22.36 9.8382 6.7108 0.35822 1.63e-005 0.0097722 0.012804 2.3694 0.41688 2.1393 2.3576 1.2525 7.6317 3.7112 0.40635 2.7 1.2173
8.5045 17.481 14.036 8.1986 9.4082 9.3466 12.349 0.34813 1.1027 0.60246 0.0048721 0.051747 0.052215 60.725 13.496 76.741 0.36944 8.15e-005 0.0098344 0.025591 2.4629 0.42466 2.108 2.6535 1.0669 7.6696 3.7422 0.31529 2.7354 1.2751
13.133 17.268 10.106 8.227 11.577 12.357 14.772 1.8733 1.35 1.6743 0.029862 0.022996 0.075364 17.236 30.695 27.921 0.3054 3.35e-006 0.0069167 0.029911 2.5574 0.39124 2.1384 1.9672 0.69879 7.8587 3.7984 0.22727 2.8841 1.3971
13.258 15.584 2.3166 13.457 2.2105 13.283 7.7472 1.4131 1.6101 0.50436 0.087287 0.14965 0.01661 0.8233 12.023 32.037 0.30061 9.04e-005 0.0008599 0.010678 3.4419 0.08642 6.4925 2.0258 2.1053 7.6431 3.7348 0.41365 1.1871 1.3381
9.8328 9.5146 4.7135 6.7297 10.892 13.07 9.5132 0.34562 1.699 1.184 0.013049 0.059684 0.012578 10.068 10.913 9.7282 0.33348 7.06e-005 0.004575 0.013998 2.4581 0.35307 2.1546 2.2155 0.84247 7.8094 3.7526 0.29598 2.8531 1.288
10.19 16.54 1.3927 1.8603 12.215 6.7658 14.069 0.67186 0.41242 1.3313 0.016244 0.011864 0.03181 32.549 25.718 5.6233 0.35659 9.76e-005 0.00081924 0.0092594 2.6354 0.41845 2.106 1.7646 0.65116 7.8373 3.7413 0.17679 2.8932 1.2844
12.141 10.484 12.069 14.009 7.7675 1.4856 11.253 0.10589 0.91149 1.8776 0.0071404 0.081167 0.029287 5.3112 94.32 35.215 0.3368 6.93e-005 0.0067308 0.081054 2.5939 0.031797 2.4874 1.6014 1.3543 7.7808 3.9115 0.12336 2.7383 1.4882
14.934 12.914 13.573 13.241 5.6466 3.6668 4.41 0.35348 0.19447 0.55188 0.015712 0.014186 0.02804 32.75 74.125 2.2254 0.30411 7.27e-005 0.0056111 0.0071282 2.666 0.41489 2.1276 1.5152 0.48529 7.8485 3.7897 0.21788 2.7919 1.4394
2.8066 7.7113 5.109 4.8981 5.1808 12.22 8.5002 1.1766 1.6427 0.093634 0.035916 0.15622 0.0023896 50.48 6.7994 17.935 0.36527 5.6e-005 0.0065242 0.077369 2.1535 0.44098 2.1122 3.2992 2.106 6.6907 4.5546 0.10425 2.728 1.6886
12.066 8.5236 14.398 4.0347 5.3491 4.7788 5.8714 1.5647 1.4238 0.93437 0.1401 0.022559 0.02499 17.915 8.1658 13.146 0.35089 1.67e-006 0.0045126 0.022759 2.4822 0.40655 2.1151 2.5129 0.80729 7.7562 3.7072 0.28682 2.8345 1.3263
11.124 6.5458 8.2409 1.7179 9.3946 6.0601 9.7735 1.6846 0.81225 0.14116 0.060285 0.035551 0.010009 9.032 0.99362 4.0103 0.32584 9.38e-005 0.0052709 0.024938 1.9791 0.31359 2.1037 2.1785 1.9321 8.2878 3.9054 0.70111 2.5706 1.1135
4.4694 14.515 2.978 6.9004 4.3234 6.7323 13.875 1.4475 0.15893 0.20647 0.060208 0.0096724 0.010703 34.174 6.8211 13.72 0.33139 3.92e-005 0.0083911 0.022461 2.2848 0.42473 2.1165 3.1384 2.3543 7.2157 4.2252 0.31564 2.8501 1.1241
14.035 12.621 9.7714 8.7763 10.386 11.075 6.9297 0.21627 1.6079 1.8152 0.015885 0.10228 0.1414 11.843 0.82341 89.807 0.31548 3.28e-005 0.0017014 0.067012 1.8123 0.19991 2.1408 0.80341 2.5621 3.4887 5.2267 0.13788 2.7008 0.43249
11.463 14.49 6.6261 3.7121 3.3731 3.2456 10.441 1.6643 1.8815 1.7199 0.020411 0.065192 0.10583 3.7018 53.72 10.529 0.35186 6.05e-005 0.00098072 0.027772 2.5946 0.20804 2.2884 1.6367 0.73782 7.813 3.828 0.19723 2.7789 1.4228
14.165 17.403 2.9111 5.3349 8.9454 14.233 1.9751 1.8146 1.0351 0.66888 0.019681 0.067423 0.063677 43.525 33.595 8.3232 0.31118 7.42e-005 0.0020236 0.070401 2.5465 0.44252 2.1086 1.8564 0.78619 7.7593 3.8166 0.15473 2.9292 1.5209
9.1853 12.463 8.683 14.883 12.011 1.8745 1.7789 0.98171 1.5807 0.18884 0.061041 0.074489 0.0037439 24.431 9.8778 2.7845 0.36358 5.2e-006 0.0068456 0.048097 2.3365 0.38943 2.1556 2.528 1.393 7.5098 3.93 0.1946 2.7892 1.4067
