x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10  
11.747 10.966 8.0693 7.4771 11.359 12.686 12.734 0.51998 1.5844 0.69793 0.034695 0.022351 0.027656 8.4224 23.723 28.558 0.30753 6.82e-005 0.0085862 0.068309 2.3731 0.1151 2.1488 2.1233 1.1247 7.7617 3.899 0.17658 2.8176 1.552
6.3567 17.108 8.5837 10.481 14.105 1.6651 4.917 0.94638 0.71675 0.27089 0.067708 0.066352 0.00815 18.718 22.658 38.636 0.3186 7.06e-005 0.0034753 0.083538 2.3828 0.21405 2.1738 2.5013 1.4792 7.4899 4.0831 0.14699 2.6632 1.567
6.5202 5.8368 2.8706 9.503 4.911 1.7785 11.508 1.3763 0.21523 1.0115 0.013909 0.0048648 0.028155 10.817 20.545 18.881 0.3592 7.11e-005 0.0061743 0.020929 2.5892 0.37575 2.1579 1.7752 0.69835 7.8731 3.8195 0.19134 3.011 1.4331
6.6552 8.0425 7.4952 10.277 9.4704 2.1152 1.06 1.3244 0.49642 1.7078 0.091529 0.036196 0.16106 0.16861 23.4 26.198 0.30709 6.27e-005 0.0038699 0.098622 1.9629 6.91e-005 2.1563 1.9885 2.7754 7.2381 4.1548 0.062571 1.5103 1.5758
12.328 8.9025 12.051 1.6455 10.618 13.986 2.7097 1.1397 1.0041 1.7094 0.044638 0.03491 0.091919 10.773 19.153 3.4754 0.34809 6.47e-005 0.0030653 0.01028 2.5977 0.36791 2.1052 1.757 0.57773 7.8665 3.73 0.24373 2.8596 1.3774
3.3676 10.074 1.7314 1.5236 8.9267 13.343 1.5879 1.0497 0.12739 1.6236 0.030969 0.0038008 0.092829 13.089 33.439 25.744 0.30466 9.12e-007 0.0095659 0.059863 2.4606 0.2074 2.088 1.7901 0.82241 7.6021 3.8774 0.063107 2.6103 1.6907
9.235 7.5112 6.0381 5.5333 5.6025 11.42 11.958 0.72897 1.0483 0.18269 0.015188 0.053958 0.011539 2.2126 1.5173 22.586 0.34923 2.9e-005 0.0042103 0.037603 1.2875 0.12375 2.3684 0.95259 3.8145 6.4522 5.2939 0.041892 2.2423 1.0022
9.5459 7.8893 8.773 10.574 4.43 9.3827 11.624 1.443 0.68824 1.2052 0.074176 0.041592 0.079356 29.687 45.163 3.6846 0.35929 2.36e-005 0.0039873 0.060563 2.6369 0.41284 2.1279 1.7691 0.61423 7.8458 3.8486 0.1162 2.8244 1.4727
11.02 12.995 8.8319 10.21 1.3546 9.8104 14.325 0.90457 0.25116 1.4387 0.054556 0.0061027 0.069613 16.969 17.124 49.238 0.36479 5.15e-005 0.0031524 0.073196 2.3935 0.38532 2.1548 2.6389 1.2947 7.5932 3.9739 0.20318 2.8502 1.4086
8.9271 15.343 8.8958 14.438 9.4599 9.7638 10.816 0.33097 1.8677 1.6419 0.011056 0.043077 0.020166 27.533 22.502 3.0895 0.30634 4.19e-005 0.006908 0.085356 2.4189 0.35803 2.1745 2.5353 1.2778 7.6094 4.0102 0.12479 2.7864 1.531
10.95 9.7111 2.239 2.0165 12.663 12.323 14.931 0.49871 1.1426 1.6245 0.044687 0.099308 0.1573 8.6335 6.2428 4.1188 0.33127 3.36e-005 0.0042359 0.073166 1.7825 0.097266 2.0797 2.222 1.917 6.5681 4.2937 0.13535 2.3315 1.8092
12.662 5.5162 3.794 3.1553 7.9365 12.999 4.5586 0.96939 0.47091 0.89891 0.096651 0.013643 0.040908 14.381 29.325 15.606 0.32038 3.64e-005 0.0080399 0.093355 2.5381 0.26602 2.09 1.845 0.73479 7.7617 3.8496 0.12761 2.6706 1.5652
12.027 12.349 9.8355 4.0895 8.5893 5.7912 11.087 1.184 1.4007 1.5648 0.10412 0.049369 0.1052 12.003 4.1217 9.1966 0.3041 6.1e-005 0.0071136 0.052535 1.9613 0.27289 2.1185 1.8873 2.4864 7.0141 4.3066 0.40346 2.7063 1.333
6.3181 12.327 2.2144 10.313 14.005 1.891 8.7789 1.1997 1.0996 1.9289 0.079141 0.084941 0.037274 3.6755 22.941 4.397 0.30844 5.41e-005 0.0051615 0.070957 2.1335 0.013913 2.555 2.0707 2.985 7.4665 4.2345 0.039344 2.3214 1.6955
6.3976 19.972 9.2008 11.119 14.381 11.669 8.5916 1.3723 1.1078 1.4603 0.12813 0.017626 0.072021 37.741 25.106 33.871 0.32021 4.87e-005 0.00022571 0.075578 2.4534 0.41958 2.13 2.5058 1.2644 7.544 3.9977 0.17051 2.9058 1.4658
5.8396 17.873 11.484 2.1485 9.063 9.5432 8.0607 1.4688 1.5021 0.32504 0.081283 0.14466 0.022199 24.201 17.762 8.2331 0.32381 5.43e-005 0.0092983 0.031043 2.4354 0.41717 2.1068 2.3764 0.93167 7.6846 3.7529 0.18945 2.8424 1.3243
2.378 15.132 14.333 9.1923 6.3784 14.362 4.3302 1.5067 1.9305 1.6114 0.096904 0.1191 0.1469 11.067 27.189 16.244 0.31561 6.72e-005 0.0046561 0.014355 2.5839 0.36079 2.1851 1.7643 0.70242 7.8706 3.8153 0.19001 2.6883 1.2697
14.617 19.343 2.7598 10.712 8.5567 4.2598 2.1111 0.94352 1.6657 0.13135 0.085562 0.096686 0.0033673 42.162 0.051571 11.492 0.35955 8.29e-005 0.0077461 0.089402 2.0046 0.44125 2.1126 1.6291 2.1149 4.1495 5.2452 0.15634 2.8261 0.60363
6.8298 17.667 5.9816 5.6412 8.6224 1.551 12.392 1.3621 1.4846 0.40805 0.10107 0.12479 0.020247 28.181 24.571 9.1036 0.33313 4.72e-005 0.0096807 0.016039 2.554 0.42788 2.114 1.8652 0.73377 7.8377 3.7843 0.21627 2.902 1.3476
6.6867 13.238 1.5055 9.5266 7.432 8.5187 12.543 0.79455 0.27794 1.1767 0.064807 0.022169 0.030566 20.559 25.993 32.499 0.33714 6.86e-005 0.00048823 0.041797 2.5552 0.40528 2.1494 1.9784 0.96116 7.7447 3.9434 0.13498 2.9363 1.4342
12.364 13.655 7.4701 3.292 7.0147 7.498 14.342 0.33896 0.18371 0.40608 0.013675 0.013702 0.016517 39.637 1.856 10.981 0.3017 7.88e-005 0.0023109 0.098314 2.1188 0.42499 2.106 1.5557 2.9802 5.9459 5.9192 0.087093 2.9543 1.1127
11.769 12.973 10.903 6.8335 6.5748 9.4727 2.4689 0.28993 1.9478 1.1321 0.0064728 0.049947 0.031537 0.83598 115.64 4.2639 0.32976 1.63e-005 0.0042478 0.07189 2.5709 0.0069664 2.8918 1.5477 1.0882 7.7857 3.8991 0.092751 2.6344 1.4634
13.16 16.314 11.864 9.8606 9.2386 10.406 9.8971 0.8822 1.9995 1.0783 0.026312 0.17324 0.076194 19.141 3.7092 13.661 0.34192 1.06e-005 0.0026782 0.073904 2.0713 0.31776 2.1505 1.606 3.0396 7.2221 5.2668 0.2524 2.7009 1.1965
