x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10  
5.0674 19.74 1.9316 8.9232 3.5823 2.5983 7.3278 0.25114 0.4946 0.76681 0.013803 0.041989 0.040399 5.3198 32.458 37.237 0.34391 6.36e-005 0.007926 0.083309 2.1085 0.00090765 2.3494 2.1796 3.0261 7.3451 4.2599 0.02977 2.3916 1.5403
6.3567 17.108 8.5837 10.481 14.105 1.6651 4.917 0.94638 0.71675 0.27089 0.067708 0.066352 0.00815 18.718 22.658 38.636 0.3186 7.06e-005 0.0034753 0.083538 2.3828 0.21405 2.1738 2.5013 1.4792 7.4899 4.0831 0.14699 2.6632 1.567
11.394 14.789 9.6407 10.024 14.789 1.1243 14.98 1.5218 0.82458 1.4322 0.10868 0.063899 0.085058 16.782 27.334 17.219 0.36733 6.37e-005 0.00062531 0.024778 2.5937 0.37317 2.1507 1.9059 0.67361 7.8726 3.8015 0.22771 2.8922 1.3652
5.3137 18.904 9.4863 1.2276 5.9283 5.8075 10.214 0.58385 1.4648 0.12619 0.038281 0.074 0.0029854 16.84 0.54604 24.713 0.36221 8.01e-005 0.0087929 0.016991 2.059 0.41823 2.1035 2.6786 1.6023 4.5687 4.2742 0.81249 2.3249 1.4194
6.5202 5.8368 2.8706 9.503 4.911 1.7785 11.508 1.3763 0.21523 1.0115 0.013909 0.0048648 0.028155 10.817 20.545 18.881 0.3592 7.11e-005 0.0061743 0.020929 2.5892 0.37575 2.1579 1.7752 0.69835 7.8731 3.8195 0.19134 3.011 1.4331
4.6946 12.813 4.3092 5.0444 7.1586 7.33 10.505 0.19736 0.32031 1.3198 0.0032219 0.0043979 0.044802 18.498 42.945 21.574 0.31761 4.87e-006 0.0030364 0.042581 2.6087 0.37308 2.124 1.798 0.68374 7.7891 3.864 0.14187 2.8933 1.4585
5.6125 11.002 11.87 14.417 13.273 14.803 4.9855 1.3737 0.55238 0.36254 0.13525 0.022032 0.027295 19.436 14.305 29.504 0.31672 6e-005 0.0059357 0.080503 2.343 0.22183 2.1904 2.7419 1.5083 7.4816 4.0538 0.13024 2.6847 1.5684
6.6552 8.0425 7.4952 10.277 9.4704 2.1152 1.06 1.3244 0.49642 1.7078 0.091529 0.036196 0.16106 0.16861 23.4 26.198 0.30709 6.27e-005 0.0038699 0.098622 1.9629 6.91e-005 2.1563 1.9885 2.7754 7.2381 4.1548 0.062571 1.5103 1.5758
2.05 11.404 11.6 4.777 8.4347 4.4659 2.592 1.5202 1.7681 1.8658 0.065452 0.049114 0.15629 5.6625 19.352 54.481 0.3419 8.4e-005 0.0032958 0.0075634 2.5888 0.25183 2.1822 1.6031 0.57572 7.8674 3.7767 0.21417 2.8235 1.2283
8.7554 19.156 8.488 7.3211 10.016 4.1543 7.5372 0.63501 1.0342 0.97296 0.052524 0.012185 0.035552 16.094 65.403 68.656 0.35679 2.03e-005 0.0081171 0.064428 2.5812 0.29515 2.1383 1.7597 0.71142 7.8034 3.8607 0.15448 2.7983 1.4865
12.328 8.9025 12.051 1.6455 10.618 13.986 2.7097 1.1397 1.0041 1.7094 0.044638 0.03491 0.091919 10.773 19.153 3.4754 0.34809 6.47e-005 0.0030653 0.01028 2.5977 0.36791 2.1052 1.757 0.57773 7.8665 3.73 0.24373 2.8596 1.3774
11.786 10.36 8.7203 2.3042 8.7938 10.189 7.166 1.4785 0.86057 1.9207 0.13476 0.012859 0.10235 7.3152 46.12 11.744 0.36966 1.78e-005 0.0060496 0.077541 2.5311 0.061358 2.088 1.773 0.70235 7.7767 3.8514 0.11787 2.7531 1.5173
2.2731 13.76 10.366 6.4361 11.811 6.4771 4.5129 1.6066 1.5011 1.6177 0.074699 0.016575 0.017754 30.31 11.201 11.152 0.36882 9.57e-005 0.0093281 0.096956 2.077 0.28741 2.1427 2.927 2.3833 6.8553 4.5417 0.03805 2.6029 1.7359
3.3676 10.074 1.7314 1.5236 8.9267 13.343 1.5879 1.0497 0.12739 1.6236 0.030969 0.0038008 0.092829 13.089 33.439 25.744 0.30466 9.12e-007 0.0095659 0.059863 2.4606 0.2074 2.088 1.7901 0.82241 7.6021 3.8774 0.063107 2.6103 1.6907
3.9365 7.4474 15 9.0777 2.9496 7.118 11.706 1.3025 1.1624 0.21004 0.041245 0.037312 0.0060907 1.2986 29.849 18.021 0.35546 9.46e-005 0.0051765 0.092892 2.3259 2.98e-009 2.9634 1.7902 2.0176 7.5689 3.9469 0.0089455 1.6737 1.3474
13.401 11.848 3.3174 14.608 7.5973 10.854 1.1954 1.3152 1.8434 0.19076 0.11185 0.11061 0.0058571 22.835 4.1486 16.559 0.34541 4.66e-006 0.0043195 0.0043711 2.3414 0.41067 2.1461 2.5711 1.6069 7.4031 3.4523 0.68751 2.2081 1.0111
9.235 7.5112 6.0381 5.5333 5.6025 11.42 11.958 0.72897 1.0483 0.18269 0.015188 0.053958 0.011539 2.2126 1.5173 22.586 0.34923 2.9e-005 0.0042103 0.037603 1.2875 0.12375 2.3684 0.95259 3.8145 6.4522 5.2939 0.041892 2.2423 1.0022
9.4537 13.957 6.1211 10.709 2.0868 1.8656 14.712 0.27697 0.26053 0.31334 0.02179 0.0067931 0.011693 33.752 5.7149 50.784 0.30336 2.57e-005 0.0025668 0.048945 2.1703 0.41536 2.1242 3.0829 2.4008 7.0413 4.4941 0.32128 2.8651 1.1988
9.2796 5.0153 11.564 3.9696 5.8111 3.3735 9.1888 0.52234 1.4207 0.16485 0.043331 0.042759 0.0067709 64.761 10.025 17.626 0.30503 7.2e-005 0.0040914 0.033691 2.5966 0.41791 2.1038 2.1552 0.62152 7.857 3.74 0.15355 3.0158 1.4278
9.5459 7.8893 8.773 10.574 4.43 9.3827 11.624 1.443 0.68824 1.2052 0.074176 0.041592 0.079356 29.687 45.163 3.6846 0.35929 2.36e-005 0.0039873 0.060563 2.6369 0.41284 2.1279 1.7691 0.61423 7.8458 3.8486 0.1162 2.8244 1.4727
13.443 11.717 9.5226 2.3506 3.6636 10.066 5.3151 0.83286 0.10009 1.9308 0.068635 0.0048905 0.11893 27.76 17.935 4.1485 0.33482 4.48e-005 0.003375 0.082804 2.4563 0.40579 2.1059 2.3996 0.84191 7.6581 3.8372 0.12113 2.8077 1.5169
7.7043 11.089 7.5566 10.287 4.6831 1.682 1.3975 0.94493 1.557 0.40228 0.086231 0.041382 0.035373 15.199 12.356 19.761 0.34415 5.67e-006 0.0077202 0.029835 2.4114 0.38845 2.1508 2.0976 1.0413 7.7184 3.8109 0.27031 2.9133 1.3582
11.02 12.995 8.8319 10.21 1.3546 9.8104 14.325 0.90457 0.25116 1.4387 0.054556 0.0061027 0.069613 16.969 17.124 49.238 0.36479 5.15e-005 0.0031524 0.073196 2.3935 0.38532 2.1548 2.6389 1.2947 7.5932 3.9739 0.20318 2.8502 1.4086
13.875 7.6105 4.8582 11.994 8.3267 5.5909 9.3987 1.3459 0.80031 0.49595 0.11863 0.02143 0.021835 6.5696 26.625 4.8478 0.33895 8.24e-005 0.0077039 0.05067 2.487 0.19214 2.2251 1.8007 1.2595 7.8109 3.8697 0.1897 2.8589 1.4944
2.0832 17.856 2.1365 2.234 6.2164 8.669 8.0953 0.50607 1.367 0.99234 0.0075664 0.1141 0.02359 20.742 68.775 14.793 0.31235 1.56e-005 0.0068634 0.037201 2.6291 0.42482 2.1125 1.6106 0.65907 7.7207 3.8457 0.11337 2.8349 1.484
8.9271 15.343 8.8958 14.438 9.4599 9.7638 10.816 0.33097 1.8677 1.6419 0.011056 0.043077 0.020166 27.533 22.502 3.0895 0.30634 4.19e-005 0.006908 0.085356 2.4189 0.35803 2.1745 2.5353 1.2778 7.6094 4.0102 0.12479 2.7864 1.531
3.8962 7.2356 6.2787 4.9544 14.296 10.087 2.7712 0.30351 0.7362 1.4882 0.028373 0.05536 0.098403 37.973 12.935 23.6 0.35402 8.42e-005 0.00037882 0.042066 2.5366 0.43578 2.1094 2.2926 0.81267 7.6949 3.8326 0.15361 3.0117 1.4785
10.669 14.781 11.304 2.5817 7.3593 9.4901 5.0742 0.19304 1.4486 0.78672 0.010232 0.12557 0.057026 47.651 66.29 18.202 0.33677 3.13e-005 0.0040788 0.091205 2.6234 0.42838 2.1044 1.7965 0.58963 7.791 3.7873 0.12097 2.8101 1.4989
10.95 9.7111 2.239 2.0165 12.663 12.323 14.931 0.49871 1.1426 1.6245 0.044687 0.099308 0.1573 8.6335 6.2428 4.1188 0.33127 3.36e-005 0.0042359 0.073166 1.7825 0.097266 2.0797 2.222 1.917 6.5681 4.2937 0.13535 2.3315 1.8092
12.428 9.7799 11.308 14.09 14.48 2.7885 2.5998 1.2744 0.38465 0.7198 0.063274 0.027586 0.016965 14.369 1.4791 6.8392 0.34527 9.61e-005 0.0060189 0.018226 2.1769 0.36984 2.1859 2.6468 1.959 8.2221 3.5348 1.2155 2.4604 0.99534
9.5103 6.7663 11.939 13.061 10.35 11.559 1.6824 1.0354 0.92962 1.1933 0.061306 0.072832 0.082733 8.1297 109.25 29.747 0.35061 5.72e-005 0.0014148 0.071344 2.6554 0.070412 2.3375 1.5279 0.94503 7.7857 3.8781 0.12282 2.7244 1.484
12.662 5.5162 3.794 3.1553 7.9365 12.999 4.5586 0.96939 0.47091 0.89891 0.096651 0.013643 0.040908 14.381 29.325 15.606 0.32038 3.64e-005 0.0080399 0.093355 2.5381 0.26602 2.09 1.845 0.73479 7.7617 3.8496 0.12761 2.6706 1.5652
9.88 15.851 5.5746 12.888 1.312 7.7424 13.335 0.10123 0.57474 0.888 0.0064505 0.044982 0.012046 1.0457 50.382 14.89 0.36657 2.63e-005 0.0091597 0.071879 2.2817 0.0044681 2.7974 1.7435 1.9902 7.761 3.9296 0.14336 2.6462 1.4272
4.5139 11.409 6.344 7.1698 10.443 6.3121 3.9123 0.57608 0.59044 0.099103 0.046895 0.025033 0.0017212 20.87 21.228 20.908 0.3024 2.41e-005 0.0035793 0.072258 2.4596 0.31466 2.1373 2.3921 1.1755 7.5871 4.0083 0.13122 2.7121 1.5879
12.027 12.349 9.8355 4.0895 8.5893 5.7912 11.087 1.184 1.4007 1.5648 0.10412 0.049369 0.1052 12.003 4.1217 9.1966 0.3041 6.1e-005 0.0071136 0.052535 1.9613 0.27289 2.1185 1.8873 2.4864 7.0141 4.3066 0.40346 2.7063 1.333
11.347 6.7146 14.748 9.2907 13.761 1.2296 8.684 0.18161 0.99408 1.5264 0.003381 0.018028 0.10185 30.953 0.19335 7.371 0.32907 8.87e-005 0.0073384 0.075898 1.9856 0.36795 2.1081 1.2204 1.2619 4.5752 4.3702 0.059967 2.5747 0.87965
10.462 19.675 12.2 3.3954 12.194 9.0702 5.8888 0.50166 1.8457 1.4737 0.011673 0.053923 0.11816 21.194 14.186 67.066 0.32898 8.7e-006 0.0062267 0.098651 2.1956 0.25528 2.1107 2.8467 1.6976 7.1634 4.0439 0.18869 2.7036 1.5659
6.3181 12.327 2.2144 10.313 14.005 1.891 8.7789 1.1997 1.0996 1.9289 0.079141 0.084941 0.037274 3.6755 22.941 4.397 0.30844 5.41e-005 0.0051615 0.070957 2.1335 0.013913 2.555 2.0707 2.985 7.4665 4.2345 0.039344 2.3214 1.6955
1.7425 14.106 12.41 9.7796 10.106 7.6517 13.55 1.1962 1.0646 1.5598 0.02634 0.03973 0.087689 27.523 36.085 19.463 0.33028 1.29e-005 0.00018796 0.063332 2.5767 0.31375 2.1442 2.1983 0.89242 7.7862 3.9131 0.11771 2.887 1.389
2.8907 17.244 5.5206 6.5087 5.0562 9.8976 11.916 0.77808 0.77063 1.5813 0.057772 0.039635 0.082111 28.619 2.0781 9.53 0.32702 2.84e-005 0.0030942 0.0041411 2.3368 0.41056 2.1143 2.5581 2.4447 8.5745 4.5572 0.77575 2.1226 1.643
6.3976 19.972 9.2008 11.119 14.381 11.669 8.5916 1.3723 1.1078 1.4603 0.12813 0.017626 0.072021 37.741 25.106 33.871 0.32021 4.87e-005 0.00022571 0.075578 2.4534 0.41958 2.13 2.5058 1.2644 7.544 3.9977 0.17051 2.9058 1.4658
1.7977 8.2157 14.512 4.1676 2.8906 12.297 11.112 1.5949 1.1694 0.60212 0.10161 0.071584 0.022549 17.75 96.117 11.553 0.30066 5.93e-005 0.0013117 0.042649 2.6709 0.3387 2.1282 1.6049 0.52156 7.8 3.8256 0.10058 2.7786 1.419
10.57 17.96 2.0682 2.8778 9.7135 2.0147 3.9424 0.95994 1.8535 0.445 0.049656 0.075862 0.012563 25.787 37.783 0.21425 0.30956 7.94e-005 0.00048638 0.038356 2.603 0.43269 2.097 1.6953 0.66277 7.7933 3.7847 0.15054 2.8223 1.4439
5.8396 17.873 11.484 2.1485 9.063 9.5432 8.0607 1.4688 1.5021 0.32504 0.081283 0.14466 0.022199 24.201 17.762 8.2331 0.32381 5.43e-005 0.0092983 0.031043 2.4354 0.41717 2.1068 2.3764 0.93167 7.6846 3.7529 0.18945 2.8424 1.3243
4.7297 19.828 14.262 3.06 13.81 13.493 9.2 1.5857 1.5454 1.1211 0.023062 0.028635 0.023589 31.625 11.673 19.19 0.35244 1.73e-006 0.0056504 0.084192 2.1566 0.34197 2.1138 3.0396 2.1312 7.0593 4.1858 0.12387 2.8449 1.4269
10.08 5.7055 11.171 9.5853 7.4236 2.9003 1.5882 0.26095 1.2797 1.3102 0.0037084 0.019043 0.11889 7.9482 127.93 25.64 0.36566 3.32e-005 0.0043263 0.022809 2.6758 0.28601 2.2218 1.4663 0.54486 7.793 3.8166 0.16007 2.7722 1.4694
2.378 15.132 14.333 9.1923 6.3784 14.362 4.3302 1.5067 1.9305 1.6114 0.096904 0.1191 0.1469 11.067 27.189 16.244 0.31561 6.72e-005 0.0046561 0.014355 2.5839 0.36079 2.1851 1.7643 0.70242 7.8706 3.8153 0.19001 2.6883 1.2697
