x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 y1  
8.2 0.6 0.17 2.3 0.072 11 73 0.9963 3.2 0.45 9.3 5
7 0.45 0.34 2.7 0.082 16 72 0.998 3.55 0.6 9.5 5
9 0.36 0.52 2.1 0.111 5 10 0.99568 3.31 0.62 11.3 6
11.5 0.59 0.59 2.6 0.087 13 49 0.9988 3.18 0.65 11 6
9.1 0.64 0.23 3.1 0.095 13 38 0.9998 3.28 0.59 9.7 5
7.2 0.835 0 2 0.166 4 11 0.99608 3.39 0.52 10 5
10.2 0.44 0.58 4.1 0.092 11 24 0.99745 3.29 0.99 12 7
10.4 0.24 0.49 1.8 0.075 6 20 0.9977 3.18 1.06 11 6
8.3 0.56 0.22 2.4 0.082 10 86 0.9983 3.37 0.62 9.5 5
7.4 0.52 0.13 2.4 0.078 34 61 0.99528 3.43 0.59 10.8 6
6.6 0.61 0.01 1.9 0.08 8 25 0.99746 3.69 0.73 10.5 5
8.7 0.46 0.31 2.5 0.126 24 64 0.99746 3.1 0.74 9.6 5
7.6 0.41 0.24 1.8 0.08 4 11 0.9962 3.28 0.59 9.5 5
13.3 0.34 0.52 3.2 0.094 17 53 1.0014 3.05 0.81 9.5 6
8 0.6 0.22 2.1 0.08 25 105 0.99613 3.3 0.49 9.9 5
9.2 0.54 0.31 2.3 0.112 11 38 0.99699 3.24 0.56 10.9 5
7 0.655 0.16 2.1 0.074 8 25 0.99606 3.37 0.55 9.7 5
5.2 0.49 0.26 2.3 0.09 23 74 0.9953 3.71 0.62 12.2 6
7.8 0.6 0.26 2 0.08 31 131 0.99622 3.21 0.52 9.9 5
5.4 0.58 0.08 1.9 0.059 20 31 0.99484 3.5 0.64 10.2 6
6.9 0.58 0.2 1.75 0.058 8 22 0.99322 3.38 0.49 11.7 5
7.2 0.54 0.27 2.6 0.084 12 78 0.9964 3.39 0.71 11 5
7.3 0.39 0.31 2.4 0.074 9 46 0.9962 3.41 0.54 9.4 6
7 0.36 0.21 2.4 0.086 24 69 0.99556 3.4 0.53 10.1 6
9.3 0.61 0.26 3.4 0.09 25 87 0.99975 3.24 0.62 9.7 5
10.7 0.4 0.37 1.9 0.081 17 29 0.99674 3.12 0.65 11.2 6
12.3 0.39 0.63 2.3 0.091 6 18 1.0004 3.16 0.49 9.5 5
7.8 0.59 0.33 2 0.074 24 120 0.9968 3.25 0.54 9.4 5
7.2 0.695 0.13 2 0.076 12 20 0.99546 3.29 0.54 10.1 5
7.9 0.545 0.06 4 0.087 27 61 0.9965 3.36 0.67 10.7 6
6.5 0.46 0.14 2.4 0.114 9 37 0.99732 3.66 0.65 9.8 5
5.6 0.66 0 2.2 0.087 3 11 0.99378 3.71 0.63 12.8 7
7.9 0.37 0.23 1.8 0.077 23 49 0.9963 3.28 0.67 9.3 5
7.8 0.55 0.35 2.2 0.074 21 66 0.9974 3.25 0.56 9.2 5
9 0.46 0.31 2.8 0.093 19 98 0.99815 3.32 0.63 9.5 6
7.5 0.4 0.18 1.6 0.079 24 58 0.9965 3.34 0.58 9.4 5
8.9 0.59 0.39 2.3 0.095 5 22 0.9986 3.37 0.58 10.3 5
7.9 0.4 0.29 1.8 0.157 1 44 0.9973 3.3 0.92 9.5 6
7.3 0.38 0.21 2 0.08 7 35 0.9961 3.33 0.47 9.5 5
7.2 0.5 0.18 2.1 0.071 12 31 0.99761 3.52 0.72 9.6 6
10 0.43 0.33 2.7 0.095 28 89 0.9984 3.22 0.68 10 5
11.1 0.42 0.47 2.65 0.085 9 34 0.99736 3.24 0.77 12.1 7
6.9 0.63 0.02 1.9 0.078 18 30 0.99712 3.4 0.75 9.8 5
7.2 0.63 0 1.9 0.097 14 38 0.99675 3.37 0.58 9 6
7.8 0.44 0.28 2.7 0.1 18 95 0.9966 3.22 0.67 9.4 5
8.7 0.69 0.31 3 0.086 23 81 1.0002 3.48 0.74 11.6 6
8.8 0.61 0.19 4 0.094 30 69 0.99787 3.22 0.5 10 6
10 0.59 0.31 2.2 0.09 26 62 0.9994 3.18 0.63 10.2 6
9.4 0.34 0.37 2.2 0.075 5 13 0.998 3.22 0.62 9.2 5
5.3 0.715 0.19 1.5 0.161 7 62 0.99395 3.62 0.61 11 5
7.5 0.57 0.08 2.6 0.089 14 27 0.99592 3.3 0.59 10.4 6
6.1 0.32 0.25 2.3 0.071 23 58 0.99633 3.42 0.97 10.6 5
6.2 0.51 0.14 1.9 0.056 15 34 0.99396 3.48 0.57 11.5 6
6.4 0.64 0.21 1.8 0.081 14 31 0.99689 3.59 0.66 9.8 5
10.5 0.42 0.66 2.95 0.116 12 29 0.997 3.24 0.75 11.7 7
9.1 0.785 0 2.6 0.093 11 28 0.9994 3.36 0.86 9.4 6
8.5 0.32 0.42 2.3 0.075 12 19 0.99434 3.14 0.71 11.8 7
9.5 0.735 0.1 2.1 0.079 6 31 0.9986 3.23 0.56 10.1 6
6 0.5 0 1.4 0.057 15 26 0.99448 3.36 0.45 9.5 5
8.2 0.635 0.1 2.1 0.073 25 60 0.99638 3.29 0.75 10.9 6
10.7 0.46 0.39 2 0.061 7 15 0.9981 3.18 0.62 9.5 5
7 0.65 0.02 2.1 0.066 8 25 0.9972 3.47 0.67 9.5 6
6.5 0.53 0.06 2 0.063 29 44 0.99489 3.38 0.83 10.3 6
6.1 0.48 0.09 1.7 0.078 18 30 0.99402 3.45 0.54 11.2 6
10 0.49 0.2 11 0.071 13 50 1.0015 3.16 0.69 9.2 6
8.3 0.6 0.25 2.2 0.118 9 38 0.99616 3.15 0.53 9.8 5
10.4 0.38 0.46 2.1 0.104 6 10 0.99664 3.12 0.65 11.8 7
5.9 0.19 0.21 1.7 0.045 57 135 0.99341 3.32 0.44 9.5 5
10.2 0.41 0.43 2.2 0.11 11 37 0.99728 3.16 0.67 10.8 5
7.9 0.58 0.23 2.3 0.076 23 94 0.99686 3.21 0.58 9.5 6
9.6 0.38 0.42 1.9 0.071 5 13 0.99659 3.15 0.75 10.5 6
10.7 0.43 0.39 2.2 0.106 8 32 0.9986 2.89 0.5 9.6 5
7.3 0.73 0.24 1.9 0.108 18 102 0.9967 3.26 0.59 9.3 5
8.3 0.49 0.36 1.8 0.222 6 16 0.998 3.18 0.6 9.5 6
8.1 0.87 0 3.3 0.096 26 61 1.0003 3.6 0.72 9.8 4
5.7 1.13 0.09 1.5 0.172 7 19 0.994 3.5 0.48 9.8 4
7.4 0.53 0.12 1.9 0.165 4 12 0.99702 3.26 0.86 9.2 5
6.9 0.67 0.06 2.1 0.08 8 33 0.99845 3.68 0.71 9.6 5
7.8 0.6 0.26 2 0.08 31 131 0.99622 3.21 0.52 9.9 5
9.4 0.3 0.56 2.8 0.08 6 17 0.9964 3.15 0.92 11.7 8
7.7 0.53 0.06 1.7 0.074 9 39 0.99615 3.35 0.48 9.8 6
10.1 0.935 0.22 3.4 0.105 11 86 1.001 3.43 0.64 11.3 4
7.5 0.58 0.2 2 0.073 34 44 0.99494 3.1 0.43 9.3 5
5.9 0.61 0.08 2.1 0.071 16 24 0.99376 3.56 0.77 11.1 6
8.3 0.65 0.1 2.9 0.089 17 40 0.99803 3.29 0.55 9.5 5
7.8 0.6 0.14 2.4 0.086 3 15 0.9975 3.42 0.6 10.8 6
7.2 0.73 0.02 2.5 0.076 16 42 0.9972 3.44 0.52 9.3 5
7.1 0.67 0 2.3 0.083 18 27 0.99768 3.44 0.54 9.4 5
8.4 0.39 0.1 1.7 0.075 6 25 0.99581 3.09 0.43 9.7 6
9.3 0.43 0.44 1.9 0.085 9 22 0.99708 3.28 0.55 9.5 5
4.6 0.52 0.15 2.1 0.054 8 65 0.9934 3.9 0.56 13.1 4
7.5 0.65 0.18 7 0.088 27 94 0.99915 3.38 0.77 9.4 5
8 0.3 0.63 1.6 0.081 16 29 0.99588 3.3 0.78 10.8 6
7.4 0.635 0.1 2.4 0.08 16 33 0.99736 3.58 0.69 10.8 7
5.4 0.74 0 1.2 0.041 16 46 0.99258 4.01 0.59 12.5 6
10.4 0.61 0.49 2.1 0.2 5 16 0.9994 3.16 0.63 8.4 3
11.5 0.18 0.51 4 0.104 4 23 0.9996 3.28 0.97 10.1 6
6.7 0.62 0.21 1.9 0.079 8 62 0.997 3.52 0.58 9.3 6
9.1 0.21 0.37 1.6 0.067 6 10 0.99552 3.23 0.58 11.1 7
15.9 0.36 0.65 7.5 0.096 22 71 0.9976 2.98 0.84 14.9 5
8.8 0.27 0.46 2.1 0.095 20 29 0.99488 3.26 0.56 11.3 6
8.3 0.715 0.15 1.8 0.089 10 52 0.9968 3.23 0.77 9.5 5
7.8 0.5 0.12 1.8 0.178 6 21 0.996 3.28 0.87 9.8 6
11.7 0.49 0.49 2.2 0.083 5 15 1 3.19 0.43 9.2 5
8.2 0.28 0.4 2.4 0.052 4 10 0.99356 3.33 0.7 12.8 7
11.1 0.31 0.53 2.2 0.06 3 10 0.99572 3.02 0.83 10.9 7
7.6 0.35 0.6 2.6 0.073 23 44 0.99656 3.38 0.79 11.1 6
6.8 0.65 0.02 2.1 0.078 8 15 0.99498 3.35 0.62 10.4 6
6.8 0.36 0.32 1.8 0.067 4 8 0.9928 3.36 0.55 12.8 7
8 1.18 0.21 1.9 0.083 14 41 0.99532 3.34 0.47 10.5 5
6.8 0.64 0.1 2.1 0.085 18 101 0.9956 3.34 0.52 10.2 5
10 0.26 0.54 1.9 0.083 42 74 0.99451 2.98 0.63 11.8 8
6.2 0.43 0.22 1.8 0.078 21 56 0.99633 3.52 0.6 9.5 6
6.8 0.68 0.21 2.1 0.07 9 23 0.99546 3.38 0.6 10.3 5
8.9 0.48 0.53 4 0.101 3 10 0.99586 3.21 0.59 12.1 7
7.9 0.2 0.35 1.7 0.054 7 15 0.99458 3.32 0.8 11.9 7
8.1 0.29 0.36 2.2 0.048 35 53 0.995 3.27 1.01 12.4 7
6.4 0.42 0.09 2.3 0.054 34 64 0.99724 3.41 0.68 10.4 6
5.6 0.915 0 2.1 0.041 17 78 0.99346 3.68 0.73 11.4 5
7.4 0.55 0.19 1.8 0.082 15 34 0.99655 3.49 0.68 10.5 5
7.7 0.61 0.18 2.4 0.083 6 20 0.9963 3.29 0.6 10.2 6
7.2 0.695 0.13 2 0.076 12 20 0.99546 3.29 0.54 10.1 5
7.2 0.63 0.03 2.2 0.08 17 88 0.99745 3.53 0.58 9.8 6
6.2 0.46 0.29 2.1 0.074 32 98 0.99578 3.33 0.62 9.8 5
8.6 0.52 0.38 1.5 0.096 5 18 0.99666 3.2 0.52 9.4 5
12.2 0.45 0.49 1.4 0.075 3 6 0.9969 3.13 0.63 10.4 5
7.5 0.58 0.03 4.1 0.08 27 46 0.99592 3.02 0.47 9.2 5
8.9 0.12 0.45 1.8 0.075 10 21 0.99552 3.41 0.76 11.9 7
8.6 0.47 0.3 3 0.076 30 135 0.9976 3.3 0.53 9.4 5
7.1 0.36 0.3 1.6 0.08 35 70 0.99693 3.44 0.5 9.4 5
8.2 0.64 0.27 2 0.095 5 77 0.99747 3.13 0.62 9.1 6
8.6 0.49 0.51 2 0.422 16 62 0.9979 3.03 1.17 9 5
7.2 0.655 0.03 1.8 0.078 7 12 0.99587 3.34 0.39 9.5 5
7.1 0.35 0.29 2.5 0.096 20 53 0.9962 3.42 0.65 11 6
6.9 0.49 0.1 2.3 0.074 12 30 0.9959 3.42 0.58 10.2 6
6.3 0.51 0.13 2.3 0.076 29 40 0.99574 3.42 0.75 11 6
8.2 0.635 0.1 2.1 0.073 25 60 0.99638 3.29 0.75 10.9 6
8.8 0.48 0.41 3.3 0.092 26 52 0.9982 3.31 0.53 10.5 6
15 0.21 0.44 2.2 0.075 10 24 1.0001 3.07 0.84 9.2 7
9.9 0.54 0.45 2.3 0.071 16 40 0.9991 3.39 0.62 9.4 5
10 0.41 0.45 6.2 0.071 6 14 0.99702 3.21 0.49 11.8 7
7.7 0.915 0.12 2.2 0.143 7 23 0.9964 3.35 0.65 10.2 7
10.8 0.4 0.41 2.2 0.084 7 17 0.9984 3.08 0.67 9.3 6
7 0.69 0.07 2.5 0.091 15 21 0.99572 3.38 0.6 11.3 6
5.2 0.48 0.04 1.6 0.054 19 106 0.9927 3.54 0.62 12.2 7
6.8 0.68 0.09 3.9 0.068 15 29 0.99524 3.41 0.52 11.1 4
7.8 0.6 0.26 2 0.08 31 131 0.99622 3.21 0.52 9.9 5
9.9 0.59 0.07 3.4 0.102 32 71 1.0002 3.31 0.71 9.8 5
6.5 0.63 0.33 1.8 0.059 16 28 0.99531 3.36 0.64 10.1 6
10.7 0.9 0.34 6.6 0.112 23 99 1.0029 3.22 0.68 9.3 5
8.7 0.42 0.45 2.4 0.072 32 59 0.99617 3.33 0.77 12 6
13.7 0.415 0.68 2.9 0.085 17 43 1.0014 3.06 0.8 10 6
7.5 0.61 0.26 1.9 0.073 24 88 0.99612 3.3 0.53 9.8 5
11.6 0.47 0.44 1.6 0.147 36 51 0.99836 3.38 0.86 9.9 4
9 0.58 0.25 2 0.104 8 21 0.99769 3.27 0.72 9.6 5
8 0.6 0.22 2.1 0.08 25 105 0.99613 3.3 0.49 9.9 5
10.6 0.34 0.49 3.2 0.078 20 78 0.9992 3.19 0.7 10 6
11.9 0.38 0.49 2.7 0.098 12 42 1.0004 3.16 0.61 10.3 5
12.5 0.37 0.55 2.6 0.083 25 68 0.9995 3.15 0.82 10.4 6
8.8 0.59 0.18 2.9 0.089 12 74 0.99738 3.14 0.54 9.4 5
10.6 0.83 0.37 2.6 0.086 26 70 0.9981 3.16 0.52 9.9 5
9.6 0.6 0.5 2.3 0.079 28 71 0.9997 3.5 0.57 9.7 5
7 0.975 0.04 2 0.087 12 67 0.99565 3.35 0.6 9.4 4
11.1 0.35 0.48 3.1 0.09 5 21 0.9986 3.17 0.53 10.5 5
7 0.36 0.21 2.3 0.086 20 65 0.99558 3.4 0.54 10.1 6
7.2 0.37 0.32 2 0.062 15 28 0.9947 3.23 0.73 11.3 7
11.3 0.34 0.45 2 0.082 6 15 0.9988 2.94 0.66 9.2 6
10.3 0.32 0.45 6.4 0.073 5 13 0.9976 3.23 0.82 12.6 8
12.8 0.3 0.74 2.6 0.095 9 28 0.9994 3.2 0.77 10.8 7
5.6 0.62 0.03 1.5 0.08 6 13 0.99498 3.66 0.62 10.1 4
10.6 0.42 0.48 2.7 0.065 5 18 0.9972 3.21 0.87 11.3 6
8 0.57 0.23 3.2 0.073 17 119 0.99675 3.26 0.57 9.3 5
11.4 0.6 0.49 2.7 0.085 10 41 0.9994 3.15 0.63 10.5 6
9 0.4 0.43 2.4 0.068 29 46 0.9943 3.2 0.6 12.2 6
9.4 0.685 0.26 2.4 0.082 23 143 0.9978 3.28 0.55 9.4 5
6.7 0.67 0.02 1.9 0.061 26 42 0.99489 3.39 0.82 10.9 6
8 0.58 0.16 2 0.12 3 7 0.99454 3.22 0.58 11.2 6
13.3 0.29 0.75 2.8 0.084 23 43 0.9986 3.04 0.68 11.4 7
7.5 0.41 0.15 3.7 0.104 29 94 0.99786 3.14 0.58 9.1 5
7.5 0.61 0.2 1.7 0.076 36 60 0.99494 3.1 0.4 9.3 5
10.2 0.42 0.57 3.4 0.07 4 10 0.9971 3.04 0.63 9.6 5
6.9 0.55 0.15 2.2 0.076 19 40 0.9961 3.41 0.59 10.1 5
8.2 0.38 0.32 2.5 0.08 24 71 0.99624 3.27 0.85 11 6
10 0.69 0.11 1.4 0.084 8 24 0.99578 2.88 0.47 9.7 5
9.4 0.33 0.59 2.8 0.079 9 30 0.9976 3.12 0.54 12 6
7.8 0.82 0.29 4.3 0.083 21 64 0.99642 3.16 0.53 9.4 5
10 0.32 0.59 2.2 0.077 3 15 0.9994 3.2 0.78 9.6 5
11.2 0.67 0.55 2.3 0.084 6 13 1 3.17 0.71 9.5 6
7.7 0.41 0.76 1.8 0.611 8 45 0.9968 3.06 1.26 9.4 5
8.8 0.4 0.4 2.2 0.079 19 52 0.998 3.44 0.64 9.2 5
7.1 0.46 0.14 2.8 0.076 15 37 0.99624 3.36 0.49 10.7 5
8.8 0.61 0.14 2.4 0.067 10 42 0.9969 3.19 0.59 9.5 5
8.7 0.78 0.51 1.7 0.415 12 66 0.99623 3 1.17 9.2 5
7.9 0.19 0.42 1.6 0.057 18 30 0.994 3.29 0.69 11.2 6
6.6 0.815 0.02 2.7 0.072 17 34 0.9955 3.58 0.89 12.3 7
9.1 0.4 0.5 1.8 0.071 7 16 0.99462 3.21 0.69 12.5 8
9.9 0.5 0.5 13.8 0.205 48 82 1.0024 3.16 0.75 8.8 5
5.9 0.55 0.1 2.2 0.062 39 51 0.99512 3.52 0.76 11.2 6
6.9 0.45 0.11 2.4 0.043 6 12 0.99354 3.3 0.65 11.4 6
7.3 0.59 0.26 2 0.08 17 104 0.99584 3.28 0.52 9.9 5
8 0.6 0.08 2.6 0.056 3 7 0.99286 3.22 0.37 13 5
8.4 0.31 0.29 3.1 0.194 14 26 0.99536 3.22 0.78 12 6
11.2 0.28 0.56 1.9 0.075 17 60 0.998 3.16 0.58 9.8 6
9.3 0.775 0.27 2.8 0.078 24 56 0.9984 3.31 0.67 10.6 6
9.1 0.22 0.24 2.1 0.078 1 28 0.999 3.41 0.87 10.3 6
8.7 0.54 0.26 2.5 0.097 7 31 0.9976 3.27 0.6 9.3 6
8.8 0.61 0.3 2.8 0.088 17 46 0.9976 3.26 0.51 9.3 4
5.6 0.54 0.04 1.7 0.049 5 13 0.9942 3.72 0.58 11.4 5
6.3 0.36 0.19 3.2 0.075 15 39 0.9956 3.56 0.52 12.7 6
9.2 0.92 0.24 2.6 0.087 12 93 0.9998 3.48 0.54 9.8 5
7.9 0.52 0.26 1.9 0.079 42 140 0.9964 3.23 0.54 9.5 5
6.4 0.64 0.21 1.8 0.081 14 31 0.99689 3.59 0.66 9.8 5
9.7 0.42 0.46 2.1 0.074 5 16 0.99649 3.27 0.74 12.3 6
9 0.82 0.05 2.4 0.081 26 96 0.99814 3.36 0.53 10 5
8.6 0.83 0 2.8 0.095 17 43 0.99822 3.33 0.6 10.4 6
6.2 0.56 0.09 1.7 0.053 24 32 0.99402 3.54 0.6 11.3 5
7.1 0.66 0 3.9 0.086 17 45 0.9976 3.46 0.54 9.5 5
4.9 0.42 0 2.1 0.048 16 42 0.99154 3.71 0.74 14 7
8 0.52 0.03 1.7 0.07 10 35 0.99575 3.34 0.57 10 5
6.7 0.54 0.13 2 0.076 15 36 0.9973 3.61 0.64 9.8 5
9 0.785 0.24 1.7 0.078 10 21 0.99692 3.29 0.67 10 5
12.9 0.35 0.49 5.8 0.066 5 35 1.0014 3.2 0.66 12 7
9.4 0.43 0.24 2.8 0.092 14 45 0.998 3.19 0.73 10 6
8.2 0.57 0.26 2.2 0.06 28 65 0.9959 3.3 0.43 10.1 5
8.5 0.28 0.56 1.8 0.092 35 103 0.9969 3.3 0.75 10.5 7
9.1 0.3 0.41 2 0.068 10 24 0.99523 3.27 0.85 11.7 7
9.3 0.36 0.39 1.5 0.08 41 55 0.99652 3.47 0.73 10.9 6
10.3 0.43 0.44 2.4 0.214 5 12 0.9994 3.19 0.63 9.5 6
11.9 0.4 0.65 2.15 0.068 7 27 0.9988 3.06 0.68 11.3 6
8.7 0.54 0.26 2.5 0.097 7 31 0.9976 3.27 0.6 9.3 6
8.8 0.24 0.35 1.7 0.055 13 27 0.99394 3.14 0.59 11.3 7
11.5 0.45 0.5 3 0.078 19 47 1.0003 3.26 1.11 11 6
11.5 0.35 0.49 3.3 0.07 10 37 1.0003 3.32 0.91 11 6
12 0.28 0.49 1.9 0.074 10 21 0.9976 2.98 0.66 9.9 7
7.8 0.52 0.25 1.9 0.081 14 38 0.9984 3.43 0.65 9 6
6.6 0.61 0.01 1.9 0.08 8 25 0.99746 3.69 0.73 10.5 5
7.6 1.58 0 2.1 0.137 5 9 0.99476 3.5 0.4 10.9 3
8.3 0.28 0.48 2.1 0.093 6 12 0.99408 3.26 0.62 12.4 7
5.1 0.585 0 1.7 0.044 14 86 0.99264 3.56 0.94 12.9 7
8.4 0.6 0.1 2.2 0.085 14 111 0.9964 3.15 0.66 9.8 5
6.2 0.58 0 1.6 0.065 8 18 0.9966 3.56 0.84 9.4 5
11.7 0.28 0.47 1.7 0.054 17 32 0.99686 3.15 0.67 10.6 7
7 0.51 0.09 2.1 0.062 4 9 0.99584 3.35 0.54 10.5 5
8.6 0.55 0.09 3.3 0.068 8 17 0.99735 3.23 0.44 10 5
7.9 0.35 0.46 3.6 0.078 15 37 0.9973 3.35 0.86 12.8 8
7.2 0.34 0.21 2.5 0.075 41 68 0.99586 3.37 0.54 10.1 6
10.4 0.41 0.55 3.2 0.076 22 54 0.9996 3.15 0.89 9.9 6
7.5 0.755 0 1.9 0.084 6 12 0.99672 3.34 0.49 9.7 4
6.3 0.51 0.13 2.3 0.076 29 40 0.99574 3.42 0.75 11 6
6.6 0.44 0.09 2.2 0.063 9 18 0.99444 3.42 0.69 11.3 6
7.8 0.62 0.05 2.3 0.079 6 18 0.99735 3.29 0.63 9.3 5
6.7 0.46 0.24 1.7 0.077 18 34 0.9948 3.39 0.6 10.6 6
7.3 0.55 0.01 1.8 0.093 9 15 0.99514 3.35 0.58 11 7
6.9 0.54 0.04 3 0.077 7 27 0.9987 3.69 0.91 9.4 6
7.9 0.72 0.01 1.9 0.076 7 32 0.99668 3.39 0.54 9.6 5
7.3 0.44 0.2 1.6 0.049 24 64 0.9935 3.38 0.57 11.7 6
