x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 y1  
7.7 0.49 0.26 1.9 0.062 9 31 0.9966 3.39 0.64 9.6 5
6.3 0.39 0.08 1.7 0.066 3 20 0.9954 3.34 0.58 9.4 5
11.4 0.625 0.66 6.2 0.088 6 24 0.9988 3.11 0.99 13.3 6
8.8 0.27 0.39 2 0.1 20 27 0.99546 3.15 0.69 11.2 6
8.5 0.37 0.2 2.8 0.09 18 58 0.998 3.34 0.7 9.6 6
7.5 0.63 0.27 2 0.083 17 91 0.99616 3.26 0.58 9.8 6
10.4 0.24 0.46 1.8 0.075 6 21 0.9976 3.25 1.02 10.8 7
8 0.715 0.22 2.3 0.075 13 81 0.99688 3.24 0.54 9.5 6
9.2 0.41 0.5 2.5 0.055 12 25 0.9952 3.34 0.79 13.3 7
7.2 0.39 0.44 2.6 0.066 22 48 0.99494 3.3 0.84 11.5 6
5.6 0.31 0.78 13.9 0.074 23 92 0.99677 3.39 0.48 10.5 6
8.7 0.69 0.31 3 0.086 23 81 1.0002 3.48 0.74 11.6 6
6.8 0.69 0 5.6 0.124 21 58 0.9997 3.46 0.72 10.2 5
7.8 0.46 0.26 1.9 0.088 23 53 0.9981 3.43 0.74 9.2 6
8.4 0.59 0.29 2.6 0.109 31 119 0.99801 3.15 0.5 9.1 5
7 0.57 0 2 0.19 12 45 0.99676 3.31 0.6 9.4 6
6.4 0.38 0.14 2.2 0.038 15 25 0.99514 3.44 0.65 11.1 6
9.2 0.46 0.23 2.6 0.091 18 77 0.99922 3.15 0.51 9.4 5
9.5 0.86 0.26 1.9 0.079 13 28 0.99712 3.25 0.62 10 5
9.1 0.45 0.35 2.4 0.08 23 78 0.9987 3.38 0.62 9.5 5
7.1 0.65 0.18 1.8 0.07 13 40 0.997 3.44 0.6 9.1 5
13.8 0.49 0.67 3 0.093 6 15 0.9986 3.02 0.93 12 6
6.5 0.61 0 2.2 0.095 48 59 0.99541 3.61 0.7 11.5 6
7 0.49 0.49 5.6 0.06 26 121 0.9974 3.34 0.76 10.5 5
6 0.33 0.32 12.9 0.054 6 113 0.99572 3.3 0.56 11.5 4
6.4 0.67 0.08 2.1 0.045 19 48 0.9949 3.49 0.49 11.4 6
10.2 0.33 0.46 1.9 0.081 6 9 0.99628 3.1 0.48 10.4 6
6.4 0.885 0 2.3 0.166 6 12 0.99551 3.56 0.51 10.8 5
7.8 0.645 0 5.5 0.086 5 18 0.9986 3.4 0.55 9.6 6
6.6 0.725 0.09 5.5 0.117 9 17 0.99655 3.35 0.49 10.8 6
5.6 0.66 0 2.5 0.066 7 15 0.99256 3.52 0.58 12.9 5
7.9 0.765 0 2 0.084 9 22 0.99619 3.33 0.68 10.9 6
6.3 0.3 0.48 1.8 0.069 18 61 0.9959 3.44 0.78 10.3 6
10.3 0.34 0.52 2.8 0.159 15 75 0.9998 3.18 0.64 9.4 5
7.3 0.51 0.18 2.1 0.07 12 28 0.99768 3.52 0.73 9.5 6
8.6 0.47 0.47 2.4 0.074 7 29 0.9979 3.08 0.46 9.5 5
13.2 0.46 0.52 2.2 0.071 12 35 1.0006 3.1 0.56 9 6
8.4 0.56 0.08 2.1 0.105 16 44 0.9958 3.13 0.52 11 5
7 0.6 0.3 4.5 0.068 20 110 0.99914 3.3 1.17 10.2 5
8 0.42 0.32 2.5 0.08 26 122 0.99801 3.22 1.07 9.7 5
8.1 0.38 0.48 1.8 0.157 5 17 0.9976 3.3 1.05 9.4 5
7.6 0.41 0.33 2.5 0.078 6 23 0.9957 3.3 0.58 11.2 5
8.2 0.51 0.24 2 0.079 16 86 0.99764 3.34 0.64 9.5 6
6.4 0.53 0.09 3.9 0.123 14 31 0.9968 3.5 0.67 11 4
9.1 0.28 0.46 9 0.114 3 9 0.99901 3.18 0.6 10.9 6
7.4 0.7 0 1.9 0.076 11 34 0.9978 3.51 0.56 9.4 5
8.8 0.37 0.48 2.1 0.097 39 145 0.9975 3.04 1.03 9.3 5
9.2 0.59 0.24 3.3 0.101 20 47 0.9988 3.26 0.67 9.6 5
10.6 0.44 0.68 4.1 0.114 6 24 0.997 3.06 0.66 13.4 6
8.8 0.46 0.45 2.6 0.065 7 18 0.9947 3.32 0.79 14 6
8.6 0.8 0.11 2.3 0.084 12 31 0.9979 3.4 0.48 9.9 5
6.6 0.725 0.2 7.8 0.073 29 79 0.9977 3.29 0.54 9.2 5
6.9 0.765 0.02 2.3 0.063 35 63 0.9975 3.57 0.78 9.9 5
7.6 0.735 0.02 2.5 0.071 10 14 0.99538 3.51 0.71 11.7 7
6.5 0.9 0 1.6 0.052 9 17 0.99467 3.5 0.63 10.9 6
7.9 0.32 0.51 1.8 0.341 17 56 0.9969 3.04 1.08 9.2 6
6.2 0.7 0.15 5.1 0.076 13 27 0.99622 3.54 0.6 11.9 6
9.8 0.66 0.39 3.2 0.083 21 59 0.9989 3.37 0.71 11.5 7
7.2 0.725 0.05 4.65 0.086 4 11 0.9962 3.41 0.39 10.9 5
7.9 0.43 0.21 1.6 0.106 10 37 0.9966 3.17 0.91 9.5 5
8.6 0.47 0.27 2.3 0.055 14 28 0.99516 3.18 0.8 11.2 5
8.7 0.84 0 1.4 0.065 24 33 0.9954 3.27 0.55 9.7 5
7.7 0.58 0.01 1.8 0.088 12 18 0.99568 3.32 0.56 10.5 7
7.7 0.75 0.27 3.8 0.11 34 89 0.99664 3.24 0.45 9.3 5
9.5 0.885 0.27 2.3 0.084 31 145 0.9978 3.24 0.53 9.4 5
13 0.47 0.49 4.3 0.085 6 47 1.0021 3.3 0.68 12.7 6
7.7 0.67 0.23 2.1 0.088 17 96 0.9962 3.32 0.48 9.5 5
6.4 0.56 0.15 1.8 0.078 17 65 0.99294 3.33 0.6 10.5 6
7.1 0.69 0.08 2.1 0.063 42 52 0.99608 3.42 0.6 10.2 6
9.9 0.35 0.41 2.3 0.083 11 61 0.9982 3.21 0.5 9.5 5
7.9 0.51 0.25 2.9 0.077 21 45 0.9974 3.49 0.96 12.1 6
12.6 0.39 0.49 2.5 0.08 8 20 0.9992 3.07 0.82 10.3 6
6.8 0.59 0.1 1.7 0.063 34 53 0.9958 3.41 0.67 9.7 5
7.2 0.41 0.3 2.1 0.083 35 72 0.997 3.44 0.52 9.4 5
9.6 0.33 0.52 2.2 0.074 13 25 0.99509 3.36 0.76 12.4 7
6.7 0.46 0.24 1.7 0.077 18 34 0.9948 3.39 0.6 10.6 6
7.1 0.6 0.01 2.3 0.079 24 37 0.99514 3.4 0.61 10.9 6
8.9 0.595 0.41 7.9 0.086 30 109 0.9998 3.27 0.57 9.3 5
7.8 0.54 0.26 2 0.088 23 48 0.9981 3.41 0.74 9.2 6
8.8 0.685 0.26 1.6 0.088 16 23 0.99694 3.32 0.47 9.4 5
6.6 0.96 0 1.8 0.082 5 16 0.9936 3.5 0.44 11.9 6
7.2 0.34 0.24 2 0.071 30 52 0.99576 3.44 0.58 10.1 5
7.3 0.33 0.47 2.1 0.077 5 11 0.9958 3.33 0.53 10.3 6
7.2 0.645 0 1.9 0.097 15 39 0.99675 3.37 0.58 9.2 6
7.8 0.57 0.31 1.8 0.069 26 120 0.99625 3.29 0.53 9.3 5
15.5 0.645 0.49 4.2 0.095 10 23 1.0032 2.92 0.74 11.1 5
12.8 0.615 0.66 5.8 0.083 7 42 1.0022 3.07 0.73 10 7
7.4 0.37 0.43 2.6 0.082 18 82 0.99708 3.33 0.68 9.7 6
7 0.735 0.05 2 0.081 13 54 0.9966 3.39 0.57 9.8 5
8.3 0.78 0.1 2.6 0.081 45 87 0.9983 3.48 0.53 10 5
12.7 0.6 0.49 2.8 0.075 5 19 0.9994 3.14 0.57 11.4 5
8.3 0.6 0.25 2.2 0.118 9 38 0.99616 3.15 0.53 9.8 5
7 0.58 0.28 4.8 0.085 12 69 0.99633 3.32 0.7 11 6
7.2 1 0 3 0.102 7 16 0.99586 3.43 0.46 10 5
12.1 0.4 0.52 2 0.092 15 54 1 3.03 0.66 10.2 5
6.9 0.54 0.3 2.2 0.088 9 105 0.99725 3.25 1.18 10.5 6
7.9 0.24 0.4 1.6 0.056 11 25 0.9967 3.32 0.87 8.7 6
9.8 0.34 0.39 1.4 0.066 3 7 0.9947 3.19 0.55 11.4 7
10.8 0.45 0.33 2.5 0.099 20 38 0.99818 3.24 0.71 10.8 5
5.8 0.61 0.11 1.8 0.066 18 28 0.99483 3.55 0.66 10.9 6
7.9 0.33 0.23 1.7 0.077 18 45 0.99625 3.29 0.65 9.3 5
7.1 0.46 0.2 1.9 0.077 28 54 0.9956 3.37 0.64 10.4 6
7.7 0.54 0.26 1.9 0.089 23 147 0.99636 3.26 0.59 9.7 5
11.9 0.58 0.58 1.9 0.071 5 18 0.998 3.09 0.63 10 6
8.1 0.87 0 2.2 0.084 10 31 0.99656 3.25 0.5 9.8 5
7.5 0.4 0.12 3 0.092 29 53 0.9967 3.37 0.7 10.3 6
7.9 0.33 0.41 1.5 0.056 6 35 0.99396 3.29 0.71 11 6
7.2 0.415 0.36 2 0.081 13 45 0.9972 3.48 0.64 9.2 5
7.4 0.61 0.01 2 0.074 13 38 0.99748 3.48 0.65 9.8 5
7.6 0.5 0.29 2.3 0.086 5 14 0.99502 3.32 0.62 11.5 6
9 0.58 0.25 2.8 0.075 9 104 0.99779 3.23 0.57 9.7 5
10.8 0.89 0.3 2.6 0.132 7 60 0.99786 2.99 1.18 10.2 5
7.6 0.43 0.29 2.1 0.075 19 66 0.99718 3.4 0.64 9.5 5
9.7 0.295 0.4 1.5 0.073 14 21 0.99556 3.14 0.51 10.9 6
8.9 0.4 0.32 5.6 0.087 10 47 0.9991 3.38 0.77 10.5 7
5.6 0.5 0.09 2.3 0.049 17 99 0.9937 3.63 0.63 13 5
7.1 0.27 0.6 2.1 0.074 17 25 0.99814 3.38 0.72 10.6 6
6.9 0.84 0.21 4.1 0.074 16 65 0.99842 3.53 0.72 9.2333 6
6.1 0.705 0.1 2.8 0.081 13 28 0.99631 3.6 0.66 10.2 5
9.3 0.36 0.39 1.5 0.08 41 55 0.99652 3.47 0.73 10.9 6
7.2 0.52 0.07 1.4 0.074 5 20 0.9973 3.32 0.81 9.6 6
7.1 0.39 0.12 2.1 0.065 14 24 0.99252 3.3 0.53 13.3 6
10.1 0.45 0.23 1.9 0.082 10 18 0.99774 3.22 0.65 9.3 6
9.4 0.5 0.34 3.6 0.082 5 14 0.9987 3.29 0.52 10.7 6
7.8 0.43 0.32 2.8 0.08 29 58 0.9974 3.31 0.64 10.3 5
10.5 0.43 0.35 3.3 0.092 24 70 0.99798 3.21 0.69 10.5 6
6.8 0.59 0.06 6 0.06 11 18 0.9962 3.41 0.59 10.8 7
10.2 0.44 0.42 2 0.071 7 20 0.99566 3.14 0.79 11.1 7
9.1 0.29 0.33 2.05 0.063 13 27 0.99516 3.26 0.84 11.7 7
7.8 0.55 0 1.7 0.07 7 17 0.99659 3.26 0.64 9.4 6
5.1 0.42 0 1.8 0.044 18 88 0.99157 3.68 0.73 13.6 7
13.7 0.415 0.68 2.9 0.085 17 43 1.0014 3.06 0.8 10 6
8 0.38 0.44 1.9 0.098 6 15 0.9956 3.3 0.64 11.4 6
7.1 0.69 0.04 2.1 0.068 19 27 0.99712 3.44 0.67 9.8 5
9.9 0.35 0.41 2.3 0.083 11 61 0.9982 3.21 0.5 9.5 5
12.2 0.45 0.49 1.4 0.075 3 6 0.9969 3.13 0.63 10.4 5
7.6 0.42 0.08 2.7 0.084 15 48 0.9968 3.21 0.59 10 5
7.5 0.43 0.3 2.2 0.062 6 12 0.99495 3.44 0.72 11.5 7
8.2 1 0.09 2.3 0.065 7 37 0.99685 3.32 0.55 9 6
9.9 0.5 0.24 2.3 0.103 6 14 0.9978 3.34 0.52 10 4
7.7 0.715 0.01 2.1 0.064 31 43 0.99371 3.41 0.57 11.8 6
7.5 0.31 0.41 2.4 0.065 34 60 0.99492 3.34 0.85 11.4 6
8.8 0.6 0.29 2.2 0.098 5 15 0.9988 3.36 0.49 9.1 5
6.8 0.41 0.31 8.8 0.084 26 45 0.99824 3.38 0.64 10.1 6
11.8 0.38 0.55 2.1 0.071 5 19 0.9986 3.11 0.62 10.8 6
6.9 0.52 0.25 2.6 0.081 10 37 0.99685 3.46 0.5 11 5
7.2 0.38 0.3 1.8 0.073 31 70 0.99685 3.42 0.59 9.5 6
11.3 0.37 0.5 1.8 0.09 20 47 0.99734 3.15 0.57 10.5 5
5.6 0.605 0.05 2.4 0.073 19 25 0.99258 3.56 0.55 12.9 5
9.6 0.41 0.37 2.3 0.091 10 23 0.99786 3.24 0.56 10.5 5
8.3 0.6 0.13 2.6 0.085 6 24 0.9984 3.31 0.59 9.2 6
9.1 0.4 0.57 4.6 0.08 6 20 0.99652 3.28 0.57 12.5 6
8 0.39 0.3 1.9 0.074 32 84 0.99717 3.39 0.61 9 5
7.5 0.38 0.57 2.3 0.106 5 12 0.99605 3.36 0.55 11.4 6
7.1 0.48 0.28 2.8 0.068 6 16 0.99682 3.24 0.53 10.3 5
7.2 0.34 0.32 2.5 0.09 43 113 0.9966 3.32 0.79 11.1 5
8.2 0.73 0.21 1.7 0.074 5 13 0.9968 3.2 0.52 9.5 5
7.6 0.9 0.06 2.5 0.079 5 10 0.9967 3.39 0.56 9.8 5
7.3 0.45 0.36 5.9 0.074 12 87 0.9978 3.33 0.83 10.5 5
8.2 0.7 0.23 2 0.099 14 81 0.9973 3.19 0.7 9.4 5
8.4 0.37 0.43 2.3 0.063 12 19 0.9955 3.17 0.81 11.2 7
9.5 0.56 0.33 2.4 0.089 35 67 0.9972 3.28 0.73 11.8 7
6.3 0.55 0.15 1.8 0.077 26 35 0.99314 3.32 0.82 11.6 6
7.2 0.655 0.03 1.8 0.078 7 12 0.99587 3.34 0.39 9.5 5
10.9 0.53 0.49 4.6 0.118 10 17 1.0002 3.07 0.56 11.7 6
6 0.49 0 2.3 0.068 15 33 0.99292 3.58 0.59 12.5 6
10.8 0.45 0.33 2.5 0.099 20 38 0.99818 3.24 0.71 10.8 5
6 0.5 0 1.4 0.057 15 26 0.99448 3.36 0.45 9.5 5
7.4 0.25 0.29 2.2 0.054 19 49 0.99666 3.4 0.76 10.9 7
9.3 0.41 0.39 2.2 0.064 12 31 0.9984 3.26 0.65 10.2 5
8 0.725 0.24 2.8 0.083 10 62 0.99685 3.35 0.56 10 6
7.4 0.63 0.07 2.4 0.09 11 37 0.9979 3.43 0.76 9.7 6
10.3 0.53 0.48 2.5 0.063 6 25 0.9998 3.12 0.59 9.3 6
7.2 0.66 0.33 2.5 0.068 34 102 0.99414 3.27 0.78 12.8 6
6.4 0.57 0.14 3.9 0.07 27 73 0.99669 3.32 0.48 9.2 5
9.3 0.48 0.29 2.1 0.127 6 16 0.9968 3.22 0.72 11.2 5
10.8 0.32 0.44 1.6 0.063 16 37 0.9985 3.22 0.78 10 6
12.7 0.6 0.65 2.3 0.063 6 25 0.9997 3.03 0.57 9.9 5
8.9 0.84 0.34 1.4 0.05 4 10 0.99554 3.12 0.48 9.1 6
8.5 0.34 0.44 1.7 0.079 6 12 0.99605 3.52 0.63 10.7 5
9.1 0.37 0.32 2.1 0.064 4 15 0.99576 3.3 0.8 11.2 6
8.9 0.48 0.53 4 0.101 3 10 0.99586 3.21 0.59 12.1 7
13.5 0.53 0.79 4.8 0.12 23 77 1.0018 3.18 0.77 13 5
7.4 0.64 0.07 1.8 0.1 8 23 0.9961 3.3 0.58 9.6 5
8.5 0.21 0.52 1.9 0.09 9 23 0.99648 3.36 0.67 10.4 5
10.4 0.52 0.45 2 0.08 6 13 0.99774 3.22 0.76 11.4 6
7.1 0.6 0 1.8 0.074 16 34 0.9972 3.47 0.7 9.9 6
7.5 0.57 0.02 2.6 0.077 11 35 0.99557 3.36 0.62 10.8 6
6.8 0.83 0.09 1.8 0.074 4 25 0.99534 3.38 0.45 9.6 5
6.1 0.715 0.1 2.6 0.053 13 27 0.99362 3.57 0.5 11.9 5
7.2 0.52 0.07 1.4 0.074 5 20 0.9973 3.32 0.81 9.6 6
7 0.42 0.35 1.6 0.088 16 39 0.9961 3.34 0.55 9.2 5
8 0.745 0.56 2 0.118 30 134 0.9968 3.24 0.66 9.4 5
7.2 0.45 0.15 2 0.078 10 28 0.99609 3.29 0.51 9.9 6
